date,playername,teamname,position,kills,deaths,assists,totalgold,total cs,split,KDA
2022-03-05 18:17:22,Boal,Flamengo Esports,top,3,2,1,14562,341.0,Split 1,2.0
2022-03-05 18:17:22,Sting,Flamengo Esports,jng,2,2,8,10068,159.0,Split 1,5.0
2022-03-05 18:17:22,Tutsz,Flamengo Esports,mid,1,1,11,12814,272.0,Split 1,12.0
2022-03-05 18:17:22,Flare,Flamengo Esports,bot,6,1,5,15910,322.0,Split 1,11.0
2022-03-05 18:17:22,Kuri,Flamengo Esports,sup,2,2,11,8518,33.0,Split 1,6.5
2022-03-05 18:17:22,Tyrin,INTZ,top,4,1,3,16472,327.0,Split 1,7.0
2022-03-05 18:17:22,Yampi,INTZ,jng,1,4,3,10283,181.0,Split 1,1.0
2022-03-05 18:17:22,Muja,INTZ,mid,1,4,2,10316,253.0,Split 1,0.75
2022-03-05 18:17:22,micaO,INTZ,bot,2,2,1,11905,274.0,Split 1,1.5
2022-03-05 18:17:22,Decoy,INTZ,sup,0,3,4,6909,36.0,Split 1,1.33
2022-03-05 18:17:22,,Flamengo Esports,team,14,8,36,61872,,Split 1,6.25
2022-03-05 18:17:22,,INTZ,team,8,14,13,55885,,Split 1,1.5
2022-03-05 19:23:56,DoRun,Netshoes Miners,top,10,1,7,13728,223.0,Split 1,17.0
2022-03-05 19:23:56,Croc,Netshoes Miners,jng,8,3,8,13105,205.0,Split 1,5.33
2022-03-05 19:23:56,Anyyy,Netshoes Miners,mid,3,3,6,10961,214.0,Split 1,3.0
2022-03-05 19:23:56,Celo,Netshoes Miners,bot,5,4,10,12271,237.0,Split 1,3.75
2022-03-05 19:23:56,Hawk,Netshoes Miners,sup,1,3,15,7585,29.0,Split 1,5.33
2022-03-05 19:23:56,Edger,Rensga eSports,top,4,3,2,10487,197.0,Split 1,2.0
2022-03-05 19:23:56,Minerva,Rensga eSports,jng,3,8,9,9009,133.0,Split 1,1.5
2022-03-05 19:23:56,Goku,Rensga eSports,mid,2,5,7,9003,198.0,Split 1,1.8
2022-03-05 19:23:56,NinjaKiwi,Rensga eSports,bot,4,6,7,9499,193.0,Split 1,1.83
2022-03-05 19:23:56,Mocha,Rensga eSports,sup,1,5,9,6056,33.0,Split 1,2.0
2022-03-05 19:23:56,,Netshoes Miners,team,27,14,46,57650,,Split 1,5.21
2022-03-05 19:23:56,,Rensga eSports,team,14,27,34,44054,,Split 1,1.78
2022-03-06 15:45:08,Tyrin,INTZ,top,2,4,2,8027,175.0,Split 1,1.0
2022-03-06 15:45:08,Yampi,INTZ,jng,0,4,1,5944,100.0,Split 1,0.25
2022-03-06 15:45:08,Muja,INTZ,mid,1,3,4,8834,218.0,Split 1,1.67
2022-03-06 15:45:08,micaO,INTZ,bot,2,4,2,9250,210.0,Split 1,1.0
2022-03-06 15:45:08,Decoy,INTZ,sup,0,3,4,4929,30.0,Split 1,1.33
2022-03-06 15:45:08,Robo,LOUD,top,7,1,11,14466,209.0,Split 1,18.0
2022-03-06 15:45:08,Tay,LOUD,jng,6,2,7,10579,160.0,Split 1,6.5
2022-03-06 15:45:08,tinowns,LOUD,mid,2,0,6,10523,223.0,Split 1,inf
2022-03-06 15:45:08,DudsTheBoy,LOUD,bot,2,0,7,10488,218.0,Split 1,inf
2022-03-06 15:45:08,Ceos,LOUD,sup,1,2,9,6494,30.0,Split 1,5.0
2022-03-06 15:45:08,,INTZ,team,5,18,13,36984,,Split 1,1.0
2022-03-06 15:45:08,,LOUD,team,18,5,40,52550,,Split 1,11.6
2022-03-06 16:50:33,Wizer,paiN Gaming,top,7,3,5,16252,323.0,Split 1,4.0
2022-03-06 16:50:33,CarioK,paiN Gaming,jng,3,4,8,12504,206.0,Split 1,2.75
2022-03-06 16:50:33,dyNquedo,paiN Gaming,mid,3,2,7,13985,256.0,Split 1,5.0
2022-03-06 16:50:33,Trigo,paiN Gaming,bot,3,0,9,17123,327.0,Split 1,inf
2022-03-06 16:50:33,Damage,paiN Gaming,sup,3,3,8,9343,51.0,Split 1,3.67
2022-03-06 16:50:33,Boal,Flamengo Esports,top,3,4,6,14389,318.0,Split 1,2.25
2022-03-06 16:50:33,Sting,Flamengo Esports,jng,3,4,7,10085,151.0,Split 1,2.5
2022-03-06 16:50:33,Tutsz,Flamengo Esports,mid,2,2,4,13550,329.0,Split 1,3.0
2022-03-06 16:50:33,Flare,Flamengo Esports,bot,3,2,5,13425,289.0,Split 1,4.0
2022-03-06 16:50:33,Kuri,Flamengo Esports,sup,1,7,9,7445,46.0,Split 1,1.43
2022-03-06 16:50:33,,paiN Gaming,team,19,12,37,69207,,Split 1,4.67
2022-03-06 16:50:33,,Flamengo Esports,team,12,19,31,58894,,Split 1,2.26
2022-03-06 17:57:22,Guigo,RED Canids,top,3,3,10,13616,273.0,Split 1,4.33
2022-03-06 17:57:22,Aegis,RED Canids,jng,5,3,13,13001,199.0,Split 1,6.0
2022-03-06 17:57:22,Avenger,RED Canids,mid,3,2,12,14662,284.0,Split 1,7.5
2022-03-06 17:57:22,TitaN,RED Canids,bot,10,2,8,17036,282.0,Split 1,9.0
2022-03-06 17:57:22,Jojo,RED Canids,sup,1,4,18,8643,37.0,Split 1,4.75
2022-03-06 17:57:22,DoRun,Netshoes Miners,top,2,2,9,13217,302.0,Split 1,5.5
2022-03-06 17:57:22,Croc,Netshoes Miners,jng,3,6,8,10217,169.0,Split 1,1.83
2022-03-06 17:57:22,Anyyy,Netshoes Miners,mid,6,5,4,12832,221.0,Split 1,2.0
2022-03-06 17:57:22,Celo,Netshoes Miners,bot,3,5,7,13232,311.0,Split 1,2.0
2022-03-06 17:57:22,Hawk,Netshoes Miners,sup,0,4,11,6904,30.0,Split 1,2.75
2022-03-06 17:57:22,,RED Canids,team,22,14,61,66958,,Split 1,5.93
2022-03-06 17:57:22,,Netshoes Miners,team,14,22,39,56402,,Split 1,2.41
2022-03-06 19:03:00,Kiari,Liberty,top,1,5,2,11272,246.0,Split 1,0.6
2022-03-06 19:03:00,Disamis,Liberty,jng,1,5,5,9358,158.0,Split 1,1.2
2022-03-06 19:03:00,Krastyel,Liberty,mid,2,3,2,10833,200.0,Split 1,1.33
2022-03-06 19:03:00,Matsukaze,Liberty,bot,5,5,2,13194,281.0,Split 1,1.4
2022-03-06 19:03:00,Wos,Liberty,sup,0,5,7,6770,37.0,Split 1,1.4
2022-03-06 19:03:00,Parang,KaBuM! e-Sports,top,7,2,7,14485,230.0,Split 1,7.0
2022-03-06 19:03:00,Wiz,KaBuM! e-Sports,jng,8,1,10,14017,222.0,Split 1,18.0
2022-03-06 19:03:00,Hauz,KaBuM! e-Sports,mid,1,2,4,11611,251.0,Split 1,2.5
2022-03-06 19:03:00,Disave,KaBuM! e-Sports,bot,7,0,10,16917,285.0,Split 1,inf
2022-03-06 19:03:00,Scuro,KaBuM! e-Sports,sup,0,4,15,8150,40.0,Split 1,3.75
2022-03-06 19:03:00,,Liberty,team,9,23,18,51427,,Split 1,1.17
2022-03-06 19:03:00,,KaBuM! e-Sports,team,23,9,46,65180,,Split 1,7.67
2022-03-06 20:02:09,Edger,Rensga eSports,top,3,5,11,12635,236.0,Split 1,2.8
2022-03-06 20:02:09,Minerva,Rensga eSports,jng,3,4,13,12291,186.0,Split 1,4.0
2022-03-06 20:02:09,Goku,Rensga eSports,mid,7,4,14,14413,234.0,Split 1,5.25
2022-03-06 20:02:09,NinjaKiwi,Rensga eSports,bot,18,2,7,21406,343.0,Split 1,12.5
2022-03-06 20:02:09,Mocha,Rensga eSports,sup,1,2,24,10697,25.0,Split 1,12.5
2022-03-06 20:02:09,fNb,FURIA,top,6,5,5,17455,335.0,Split 1,2.2
2022-03-06 20:02:09,Ranger,FURIA,jng,3,9,8,11109,158.0,Split 1,1.22
2022-03-06 20:02:09,Envy,FURIA,mid,2,6,9,12999,277.0,Split 1,1.83
2022-03-06 20:02:09,Netuno,FURIA,bot,6,4,5,16777,346.0,Split 1,2.75
2022-03-06 20:02:09,RedBert,FURIA,sup,0,8,9,7704,38.0,Split 1,1.12
2022-03-06 20:02:09,,Rensga eSports,team,32,17,69,71442,,Split 1,5.94
2022-03-06 20:02:09,,FURIA,team,17,32,36,66044,,Split 1,1.66
2022-03-10 19:45:07,Parang,KaBuM! e-Sports,top,4,4,10,15085,257.0,Split 1,3.5
2022-03-10 19:45:07,Wiz,KaBuM! e-Sports,jng,9,1,9,13866,203.0,Split 1,18.0
2022-03-10 19:45:07,Hauz,KaBuM! e-Sports,mid,3,2,15,12813,250.0,Split 1,9.0
2022-03-10 19:45:07,Disave,KaBuM! e-Sports,bot,4,1,5,15771,344.0,Split 1,9.0
2022-03-10 19:45:07,Scuro,KaBuM! e-Sports,sup,1,5,9,7834,46.0,Split 1,2.0
2022-03-10 19:45:07,Guigo,RED Canids,top,1,5,8,11332,239.0,Split 1,1.8
2022-03-10 19:45:07,Aegis,RED Canids,jng,1,5,9,10423,203.0,Split 1,2.0
2022-03-10 19:45:07,Avenger,RED Canids,mid,6,4,5,13325,282.0,Split 1,2.75
2022-03-10 19:45:07,TitaN,RED Canids,bot,4,3,5,12956,275.0,Split 1,3.0
2022-03-10 19:45:07,Jojo,RED Canids,sup,1,4,8,7401,41.0,Split 1,2.25
2022-03-10 19:45:07,,KaBuM! e-Sports,team,21,13,48,65369,,Split 1,5.31
2022-03-10 19:45:07,,RED Canids,team,13,21,35,55437,,Split 1,2.29
2022-03-12 15:42:32,DoRun,Netshoes Miners,top,5,3,13,13004,218.0,Split 1,6.0
2022-03-12 15:42:32,Croc,Netshoes Miners,jng,6,1,15,14331,204.0,Split 1,21.0
2022-03-12 15:42:32,Anyyy,Netshoes Miners,mid,9,2,8,17461,329.0,Split 1,8.5
2022-03-12 15:42:32,Celo,Netshoes Miners,bot,3,1,13,15834,355.0,Split 1,16.0
2022-03-12 15:42:32,Hawk,Netshoes Miners,sup,0,7,14,8208,33.0,Split 1,2.0
2022-03-12 15:42:32,Kiari,Liberty,top,2,5,7,11390,236.0,Split 1,1.8
2022-03-12 15:42:32,Disamis,Liberty,jng,1,4,10,12403,234.0,Split 1,2.75
2022-03-12 15:42:32,Krastyel,Liberty,mid,5,3,5,12275,266.0,Split 1,3.33
2022-03-12 15:42:32,Matsukaze,Liberty,bot,6,4,5,16896,337.0,Split 1,2.75
2022-03-12 15:42:32,Wos,Liberty,sup,0,7,8,7546,40.0,Split 1,1.14
2022-03-12 15:42:32,,Netshoes Miners,team,23,14,63,68838,,Split 1,6.14
2022-03-12 15:42:32,,Liberty,team,14,23,35,60510,,Split 1,2.13
2022-03-12 17:05:05,Boal,Flamengo Esports,top,2,4,4,17571,395.0,Split 1,1.5
2022-03-12 17:05:05,Sting,Flamengo Esports,jng,5,6,7,15135,264.0,Split 1,2.0
2022-03-12 17:05:05,Tutsz,Flamengo Esports,mid,4,4,8,16191,346.0,Split 1,3.0
2022-03-12 17:05:05,Flare,Flamengo Esports,bot,4,1,5,19803,468.0,Split 1,9.0
2022-03-12 17:05:05,Kuri,Flamengo Esports,sup,0,7,11,9103,45.0,Split 1,1.57
2022-03-12 17:05:05,Edger,Rensga eSports,top,6,4,5,20282,390.0,Split 1,2.75
2022-03-12 17:05:05,Minerva,Rensga eSports,jng,4,2,16,16999,273.0,Split 1,10.0
2022-03-12 17:05:05,Goku,Rensga eSports,mid,4,4,11,16226,312.0,Split 1,3.75
2022-03-12 17:05:05,NinjaKiwi,Rensga eSports,bot,8,1,10,22565,481.0,Split 1,18.0
2022-03-12 17:05:05,Mocha,Rensga eSports,sup,0,4,14,10188,36.0,Split 1,3.5
2022-03-12 17:05:05,,Flamengo Esports,team,15,22,35,77803,,Split 1,2.27
2022-03-12 17:05:05,,Rensga eSports,team,22,15,56,86260,,Split 1,5.2
2022-03-12 18:16:50,Robo,LOUD,top,2,6,4,18467,422.0,Split 1,1.0
2022-03-12 18:16:50,Tay,LOUD,jng,1,4,7,13914,265.0,Split 1,2.0
2022-03-12 18:16:50,tinowns,LOUD,mid,8,1,4,18363,361.0,Split 1,12.0
2022-03-12 18:16:50,DudsTheBoy,LOUD,bot,3,4,3,17966,421.0,Split 1,1.5
2022-03-12 18:16:50,Ceos,LOUD,sup,0,5,6,8883,43.0,Split 1,1.2
2022-03-12 18:16:50,Parang,KaBuM! e-Sports,top,5,3,3,18496,349.0,Split 1,2.67
2022-03-12 18:16:50,Wiz,KaBuM! e-Sports,jng,4,1,7,15705,216.0,Split 1,11.0
2022-03-12 18:16:50,Hauz,KaBuM! e-Sports,mid,3,4,6,17280,356.0,Split 1,2.25
2022-03-12 18:16:50,Disave,KaBuM! e-Sports,bot,7,2,5,21158,456.0,Split 1,6.0
2022-03-12 18:16:50,Scuro,KaBuM! e-Sports,sup,1,4,12,10794,39.0,Split 1,3.25
2022-03-12 18:16:50,,LOUD,team,14,20,24,77593,,Split 1,1.9
2022-03-12 18:16:50,,KaBuM! e-Sports,team,20,14,33,83433,,Split 1,3.79
2022-03-12 19:30:15,fNb,FURIA,top,1,0,9,14287,304.0,Split 1,inf
2022-03-12 19:30:15,Ranger,FURIA,jng,2,3,7,13314,234.0,Split 1,3.0
2022-03-12 19:30:15,Envy,FURIA,mid,7,1,6,17230,340.0,Split 1,13.0
2022-03-12 19:30:15,Netuno,FURIA,bot,2,0,7,17349,391.0,Split 1,inf
2022-03-12 19:30:15,RedBert,FURIA,sup,1,1,8,9089,39.0,Split 1,9.0
2022-03-12 19:30:15,Guigo,RED Canids,top,2,2,2,15216,312.0,Split 1,2.0
2022-03-12 19:30:15,Aegis,RED Canids,jng,1,3,2,13640,303.0,Split 1,1.0
2022-03-12 19:30:15,Avenger,RED Canids,mid,0,4,2,12858,328.0,Split 1,0.5
2022-03-12 19:30:15,TitaN,RED Canids,bot,2,1,1,15105,337.0,Split 1,3.0
2022-03-12 19:30:15,Jojo,RED Canids,sup,0,3,2,7497,38.0,Split 1,0.67
2022-03-12 19:30:15,,FURIA,team,13,5,37,71269,,Split 1,10.0
2022-03-12 19:30:15,,RED Canids,team,5,13,9,64316,,Split 1,1.08
2022-03-12 20:41:43,Tyrin,INTZ,top,0,4,0,9328,210.0,Split 1,0.0
2022-03-12 20:41:43,Yampi,INTZ,jng,0,5,3,8990,185.0,Split 1,0.6
2022-03-12 20:41:43,Kick,INTZ,mid,2,2,2,7732,147.0,Split 1,2.0
2022-03-12 20:41:43,micaO,INTZ,bot,1,2,2,10880,268.0,Split 1,1.5
2022-03-12 20:41:43,Decoy,INTZ,sup,1,3,2,5778,32.0,Split 1,1.0
2022-03-12 20:41:43,Wizer,paiN Gaming,top,6,0,5,14986,290.0,Split 1,inf
2022-03-12 20:41:43,CarioK,paiN Gaming,jng,5,0,8,11416,171.0,Split 1,inf
2022-03-12 20:41:43,dyNquedo,paiN Gaming,mid,3,1,5,10284,217.0,Split 1,8.0
2022-03-12 20:41:43,Trigo,paiN Gaming,bot,2,2,4,10625,230.0,Split 1,3.0
2022-03-12 20:41:43,Damage,paiN Gaming,sup,0,1,9,6395,35.0,Split 1,9.0
2022-03-12 20:41:43,,INTZ,team,4,16,9,42708,,Split 1,0.81
2022-03-12 20:41:43,,paiN Gaming,team,16,4,31,53706,,Split 1,11.75
2022-03-13 15:45:01,Parang,KaBuM! e-Sports,top,7,9,13,14974,213.0,Split 1,2.22
2022-03-13 15:45:01,Wiz,KaBuM! e-Sports,jng,7,7,10,13400,210.0,Split 1,2.43
2022-03-13 15:45:01,Hauz,KaBuM! e-Sports,mid,6,8,16,13437,212.0,Split 1,2.75
2022-03-13 15:45:01,Disave,KaBuM! e-Sports,bot,10,2,14,18693,324.0,Split 1,12.0
2022-03-13 15:45:01,Scuro,KaBuM! e-Sports,sup,1,5,14,8168,37.0,Split 1,3.0
2022-03-13 15:45:01,DoRun,Netshoes Miners,top,10,4,11,16542,218.0,Split 1,5.25
2022-03-13 15:45:01,Croc,Netshoes Miners,jng,4,9,13,12436,186.0,Split 1,1.89
2022-03-13 15:45:01,Anyyy,Netshoes Miners,mid,7,4,15,15249,286.0,Split 1,5.5
2022-03-13 15:45:01,Celo,Netshoes Miners,bot,9,8,12,17154,303.0,Split 1,2.62
2022-03-13 15:45:01,Hawk,Netshoes Miners,sup,1,6,21,8974,29.0,Split 1,3.67
2022-03-13 15:45:01,,KaBuM! e-Sports,team,31,31,67,68672,,Split 1,3.16
2022-03-13 15:45:01,,Netshoes Miners,team,31,31,72,70355,,Split 1,3.32
2022-03-13 17:01:13,Trap,Rensga eSports,top,8,3,2,15012,260.0,Split 1,3.33
2022-03-13 17:01:13,Minerva,Rensga eSports,jng,0,4,4,9880,178.0,Split 1,1.0
2022-03-13 17:01:13,Goku,Rensga eSports,mid,2,1,7,10744,217.0,Split 1,9.0
2022-03-13 17:01:13,NinjaKiwi,Rensga eSports,bot,2,3,5,12360,269.0,Split 1,2.33
2022-03-13 17:01:13,Mocha,Rensga eSports,sup,0,3,8,7098,17.0,Split 1,2.67
2022-03-13 17:01:13,Tyrin,INTZ,top,5,2,5,11041,213.0,Split 1,5.0
2022-03-13 17:01:13,Yampi,INTZ,jng,1,4,9,8387,143.0,Split 1,2.5
2022-03-13 17:01:13,Kick,INTZ,mid,2,2,9,9923,202.0,Split 1,5.5
2022-03-13 17:01:13,micaO,INTZ,bot,4,1,4,12577,263.0,Split 1,8.0
2022-03-13 17:01:13,Decoy,INTZ,sup,2,3,10,7356,22.0,Split 1,4.0
2022-03-13 17:01:13,,Rensga eSports,team,12,14,26,55094,,Split 1,2.71
2022-03-13 17:01:13,,INTZ,team,14,12,37,49284,,Split 1,4.25
2022-03-13 17:58:30,Guigo,RED Canids,top,3,4,3,11874,206.0,Split 1,1.5
2022-03-13 17:58:30,Aegis,RED Canids,jng,2,2,2,9944,199.0,Split 1,2.0
2022-03-13 17:58:30,Avenger,RED Canids,mid,1,4,3,8580,193.0,Split 1,1.0
2022-03-13 17:58:30,TitaN,RED Canids,bot,0,3,1,8842,208.0,Split 1,0.33
2022-03-13 17:58:30,Jojo,RED Canids,sup,1,6,3,5673,28.0,Split 1,0.67
2022-03-13 17:58:30,Boal,Flamengo Esports,top,3,3,8,10265,204.0,Split 1,3.67
2022-03-13 17:58:30,Sting,Flamengo Esports,jng,3,1,10,9521,150.0,Split 1,13.0
2022-03-13 17:58:30,Tutsz,Flamengo Esports,mid,5,0,8,11182,209.0,Split 1,inf
2022-03-13 17:58:30,Flare,Flamengo Esports,bot,6,1,9,12701,209.0,Split 1,15.0
2022-03-13 17:58:30,Kuri,Flamengo Esports,sup,2,2,10,6932,34.0,Split 1,6.0
2022-03-13 17:58:30,,RED Canids,team,7,19,12,44913,,Split 1,1.0
2022-03-13 17:58:30,,Flamengo Esports,team,19,7,45,50601,,Split 1,9.14
2022-03-13 18:44:29,Wizer,paiN Gaming,top,5,3,10,17570,345.0,Split 1,5.0
2022-03-13 18:44:29,CarioK,paiN Gaming,jng,3,5,11,12707,173.0,Split 1,2.8
2022-03-13 18:44:29,dyNquedo,paiN Gaming,mid,3,4,7,14435,270.0,Split 1,2.5
2022-03-13 18:44:29,Trigo,paiN Gaming,bot,8,1,9,18819,373.0,Split 1,17.0
2022-03-13 18:44:29,Damage,paiN Gaming,sup,3,4,13,10702,49.0,Split 1,4.0
2022-03-13 18:44:29,Robo,LOUD,top,2,6,6,12940,272.0,Split 1,1.33
2022-03-13 18:44:29,Tay,LOUD,jng,7,4,5,12737,212.0,Split 1,3.0
2022-03-13 18:44:29,tinowns,LOUD,mid,5,4,7,15980,341.0,Split 1,3.0
2022-03-13 18:44:29,DudsTheBoy,LOUD,bot,2,5,5,16331,368.0,Split 1,1.4
2022-03-13 18:44:29,Ceos,LOUD,sup,1,4,11,8218,32.0,Split 1,3.0
2022-03-13 18:44:29,,paiN Gaming,team,22,17,50,74233,,Split 1,4.24
2022-03-13 18:44:29,,LOUD,team,17,23,34,66206,,Split 1,2.22
2022-03-13 20:13:00,Kiari,Liberty,top,4,2,3,16210,329.0,Split 1,3.5
2022-03-13 20:13:00,Disamis,Liberty,jng,5,2,6,14240,228.0,Split 1,5.5
2022-03-13 20:13:00,Krastyel,Liberty,mid,1,0,8,13137,281.0,Split 1,inf
2022-03-13 20:13:00,Matsukaze,Liberty,bot,4,0,7,17077,336.0,Split 1,inf
2022-03-13 20:13:00,Wos,Liberty,sup,0,1,10,9012,32.0,Split 1,10.0
2022-03-13 20:13:00,fNb,FURIA,top,2,3,2,17235,379.0,Split 1,1.33
2022-03-13 20:13:00,Ranger,FURIA,jng,0,4,0,11211,228.0,Split 1,0.0
2022-03-13 20:13:00,Envy,FURIA,mid,2,0,2,14578,342.0,Split 1,inf
2022-03-13 20:13:00,Netuno,FURIA,bot,1,1,1,15795,380.0,Split 1,2.0
2022-03-13 20:13:00,RedBert,FURIA,sup,0,6,3,8011,23.0,Split 1,0.5
2022-03-13 20:13:00,,Liberty,team,14,5,34,69676,,Split 1,9.6
2022-03-13 20:13:00,,FURIA,team,5,14,8,66830,,Split 1,0.93
2022-03-19 15:44:44,Wizer,paiN Gaming,top,3,5,10,14138,270.0,Split 1,2.6
2022-03-19 15:44:44,CarioK,paiN Gaming,jng,2,3,9,10965,194.0,Split 1,3.67
2022-03-19 15:44:44,dyNquedo,paiN Gaming,mid,5,0,6,13339,255.0,Split 1,inf
2022-03-19 15:44:44,Trigo,paiN Gaming,bot,7,0,6,15244,306.0,Split 1,inf
2022-03-19 15:44:44,Damage,paiN Gaming,sup,0,1,5,6999,36.0,Split 1,5.0
2022-03-19 15:44:44,Trap,Rensga eSports,top,1,5,4,12525,275.0,Split 1,1.0
2022-03-19 15:44:44,Minerva,Rensga eSports,jng,5,4,2,11093,191.0,Split 1,1.75
2022-03-19 15:44:44,Goku,Rensga eSports,mid,1,3,2,10709,265.0,Split 1,1.0
2022-03-19 15:44:44,NinjaKiwi,Rensga eSports,bot,2,2,3,11951,293.0,Split 1,2.5
2022-03-19 15:44:44,Mocha,Rensga eSports,sup,0,3,5,6363,38.0,Split 1,1.67
2022-03-19 15:44:44,,paiN Gaming,team,17,9,36,60685,,Split 1,5.89
2022-03-19 15:44:44,,Rensga eSports,team,9,17,16,52641,,Split 1,1.47
2022-03-19 16:59:51,fNb,FURIA,top,1,3,1,10177,227.0,Split 1,0.67
2022-03-19 16:59:51,Ranger,FURIA,jng,1,5,2,9595,198.0,Split 1,0.6
2022-03-19 16:59:51,Envy,FURIA,mid,1,2,2,10164,225.0,Split 1,1.5
2022-03-19 16:59:51,Netuno,FURIA,bot,0,2,2,10641,270.0,Split 1,1.0
2022-03-19 16:59:51,RedBert,FURIA,sup,0,4,1,5793,33.0,Split 1,0.25
2022-03-19 16:59:51,Parang,KaBuM! e-Sports,top,4,1,6,11799,220.0,Split 1,10.0
2022-03-19 16:59:51,Wiz,KaBuM! e-Sports,jng,2,0,13,10527,156.0,Split 1,inf
2022-03-19 16:59:51,Hauz,KaBuM! e-Sports,mid,4,1,9,12146,234.0,Split 1,13.0
2022-03-19 16:59:51,Disave,KaBuM! e-Sports,bot,5,0,8,14340,294.0,Split 1,inf
2022-03-19 16:59:51,Scuro,KaBuM! e-Sports,sup,1,1,11,7046,32.0,Split 1,12.0
2022-03-19 16:59:51,,FURIA,team,3,16,8,46370,,Split 1,0.69
2022-03-19 16:59:51,,KaBuM! e-Sports,team,16,3,47,55858,,Split 1,21.0
2022-03-19 17:58:57,Mito,Flamengo Esports,top,0,3,2,8287,199.0,Split 1,0.67
2022-03-19 17:58:57,asta,Flamengo Esports,jng,2,4,1,8383,158.0,Split 1,0.75
2022-03-19 17:58:57,Tutsz,Flamengo Esports,mid,2,1,1,10175,222.0,Split 1,3.0
2022-03-19 17:58:57,Flare,Flamengo Esports,bot,0,2,0,9623,246.0,Split 1,0.0
2022-03-19 17:58:57,Gyeong,Flamengo Esports,sup,0,5,3,5592,36.0,Split 1,0.6
2022-03-19 17:58:57,Kiari,Liberty,top,1,2,7,12114,239.0,Split 1,4.0
2022-03-19 17:58:57,Disamis,Liberty,jng,5,0,7,11081,176.0,Split 1,inf
2022-03-19 17:58:57,Krastyel,Liberty,mid,4,1,5,12205,268.0,Split 1,9.0
2022-03-19 17:58:57,Matsukaze,Liberty,bot,4,1,5,11353,220.0,Split 1,9.0
2022-03-19 17:58:57,Wos,Liberty,sup,1,0,11,6935,10.0,Split 1,inf
2022-03-19 17:58:57,,Flamengo Esports,team,4,15,7,42060,,Split 1,0.73
2022-03-19 17:58:57,,Liberty,team,15,4,35,53688,,Split 1,12.5
2022-03-19 18:58:50,Tyrin,INTZ,top,2,5,4,12899,275.0,Split 1,1.2
2022-03-19 18:58:50,Yampi,INTZ,jng,6,3,8,13249,195.0,Split 1,4.67
2022-03-19 18:58:50,Kick,INTZ,mid,4,2,5,15014,317.0,Split 1,4.5
2022-03-19 18:58:50,micaO,INTZ,bot,3,2,8,16620,344.0,Split 1,5.5
2022-03-19 18:58:50,Decoy,INTZ,sup,0,2,14,9138,55.0,Split 1,7.0
2022-03-19 18:58:50,Guigo,RED Canids,top,1,3,5,13939,292.0,Split 1,2.0
2022-03-19 18:58:50,Aegis,RED Canids,jng,5,2,8,14833,252.0,Split 1,6.5
2022-03-19 18:58:50,Grevthar,RED Canids,mid,5,3,5,15361,300.0,Split 1,3.33
2022-03-19 18:58:50,TitaN,RED Canids,bot,1,1,9,16385,364.0,Split 1,10.0
2022-03-19 18:58:50,Jojo,RED Canids,sup,2,6,7,9645,42.0,Split 1,1.5
2022-03-19 18:58:50,,INTZ,team,15,14,39,66920,,Split 1,3.86
2022-03-19 18:58:50,,RED Canids,team,14,15,34,70163,,Split 1,3.2
2022-03-19 20:02:12,Robo,LOUD,top,1,5,1,12191,274.0,Split 1,0.4
2022-03-19 20:02:12,Tay,LOUD,jng,0,4,2,8127,141.0,Split 1,0.5
2022-03-19 20:02:12,tinowns,LOUD,mid,2,2,2,12352,273.0,Split 1,2.0
2022-03-19 20:02:12,DudsTheBoy,LOUD,bot,3,5,1,12481,280.0,Split 1,0.8
2022-03-19 20:02:12,Ceos,LOUD,sup,0,5,3,6585,41.0,Split 1,0.6
2022-03-19 20:02:12,DoRun,Netshoes Miners,top,8,1,3,12812,232.0,Split 1,11.0
2022-03-19 20:02:12,Croc,Netshoes Miners,jng,8,2,9,15823,263.0,Split 1,8.5
2022-03-19 20:02:12,Anyyy,Netshoes Miners,mid,2,0,11,13489,308.0,Split 1,inf
2022-03-19 20:02:12,Celo,Netshoes Miners,bot,2,2,10,12035,241.0,Split 1,6.0
2022-03-19 20:02:12,Hawk,Netshoes Miners,sup,1,1,12,7833,32.0,Split 1,13.0
2022-03-19 20:02:12,,LOUD,team,6,21,9,51736,,Split 1,0.71
2022-03-19 20:02:12,,Netshoes Miners,team,21,6,45,61992,,Split 1,11.0
2022-03-20 15:45:58,Kiari,Liberty,top,6,1,3,12436,215.0,Split 1,9.0
2022-03-20 15:45:58,Disamis,Liberty,jng,5,1,9,10488,152.0,Split 1,14.0
2022-03-20 15:45:58,Krastyel,Liberty,mid,2,2,11,10110,209.0,Split 1,6.5
2022-03-20 15:45:58,Matsukaze,Liberty,bot,4,0,9,10254,192.0,Split 1,inf
2022-03-20 15:45:58,Wos,Liberty,sup,0,3,12,6156,27.0,Split 1,4.0
2022-03-20 15:45:58,Tyrin,INTZ,top,1,5,1,9017,211.0,Split 1,0.4
2022-03-20 15:45:58,Yampi,INTZ,jng,2,5,4,7897,131.0,Split 1,1.2
2022-03-20 15:45:58,Kick,INTZ,mid,1,3,1,8645,214.0,Split 1,0.67
2022-03-20 15:45:58,micaO,INTZ,bot,2,3,4,8741,199.0,Split 1,2.0
2022-03-20 15:45:58,Decoy,INTZ,sup,1,1,5,5399,8.0,Split 1,6.0
