date,teamname,split,result,totalgold,teamkills,teamdeaths,towers,dragons,barons
2020-06-06 18:19:07,Santos e-Sports,Split 2,1,9127,14,7,,,
2020-06-06 18:19:07,Vivo Keyd,Split 2,0,11248,7,14,,,
2020-06-06 18:19:07,Vivo Keyd,Split 2,0,9905,7,14,,,
2020-06-06 18:19:07,Vivo Keyd,Split 2,0,11427,7,14,,,
2020-06-06 18:19:07,Vivo Keyd,Split 2,0,11692,7,14,,,
2020-06-06 18:19:07,Vivo Keyd,Split 2,0,6371,7,14,,,
2020-06-06 18:19:07,Santos e-Sports,Split 2,1,59709,14,7,9.0,3.0,2.0
2020-06-06 18:19:07,Vivo Keyd,Split 2,0,50643,7,14,3.0,1.0,0.0
2020-06-06 19:20:34,Prodigy Esports,Split 2,0,17161,19,20,,,
2020-06-06 19:20:34,Prodigy Esports,Split 2,0,14118,19,20,,,
2020-06-06 19:20:34,Prodigy Esports,Split 2,0,17929,19,20,,,
2020-06-06 19:20:34,Prodigy Esports,Split 2,0,11834,19,20,,,
2020-06-06 19:20:34,Prodigy Esports,Split 2,0,12636,19,20,,,
2020-06-06 19:20:34,KaBuM! e-Sports,Split 2,1,14839,20,19,,,
2020-06-06 19:20:34,KaBuM! e-Sports,Split 2,1,13962,20,19,,,
2020-06-06 19:20:34,KaBuM! e-Sports,Split 2,1,16620,20,19,,,
2020-06-06 19:20:34,KaBuM! e-Sports,Split 2,1,22454,20,19,,,
2020-06-06 19:20:34,KaBuM! e-Sports,Split 2,1,9122,20,19,,,
2020-06-06 19:20:34,Prodigy Esports,Split 2,0,73678,19,20,10.0,4.0,2.0
2020-06-06 19:20:34,KaBuM! e-Sports,Split 2,1,76997,20,19,7.0,3.0,1.0
2020-06-07 15:39:00,Flamengo Esports,Split 2,0,9908,8,12,,,
2020-06-07 15:39:00,Flamengo Esports,Split 2,0,9281,8,12,,,
2020-06-07 15:39:00,Flamengo Esports,Split 2,0,10728,8,12,,,
2020-06-07 15:39:00,Flamengo Esports,Split 2,0,9856,8,12,,,
2020-06-07 15:39:00,Flamengo Esports,Split 2,0,5844,8,12,,,
2020-06-07 15:39:00,INTZ,Split 2,1,12330,12,8,,,
2020-06-07 15:39:00,INTZ,Split 2,1,8931,12,8,,,
2020-06-07 15:39:00,INTZ,Split 2,1,11208,12,8,,,
2020-06-07 15:39:00,INTZ,Split 2,1,11538,12,8,,,
2020-06-07 15:39:00,INTZ,Split 2,1,7451,12,8,,,
2020-06-07 15:39:00,Flamengo Esports,Split 2,0,45617,8,12,3.0,2.0,0.0
2020-06-07 15:39:00,INTZ,Split 2,1,51458,12,8,7.0,3.0,1.0
2020-06-07 16:51:14,FURIA Esports,Split 2,0,9852,11,20,,,
2020-06-07 16:51:14,FURIA Esports,Split 2,0,9735,11,20,,,
2020-06-07 16:51:14,FURIA Esports,Split 2,0,10073,11,20,,,
2020-06-07 16:51:14,FURIA Esports,Split 2,0,10822,11,20,,,
2020-06-07 16:51:14,FURIA Esports,Split 2,0,7324,11,20,,,
2020-06-07 16:51:14,Prodigy Esports,Split 2,1,15947,20,11,,,
2020-06-07 16:51:14,Prodigy Esports,Split 2,1,10798,20,11,,,
2020-06-07 16:51:14,Prodigy Esports,Split 2,1,9674,20,11,,,
2020-06-07 16:51:14,Prodigy Esports,Split 2,1,12571,20,11,,,
2020-06-07 16:51:14,Prodigy Esports,Split 2,1,7365,20,11,,,
2020-06-07 16:51:14,FURIA Esports,Split 2,0,47806,11,20,3.0,1.0,0.0
2020-06-07 16:51:14,Prodigy Esports,Split 2,1,56355,20,11,8.0,3.0,1.0
2020-06-07 17:49:05,Vivo Keyd,Split 2,0,12601,4,23,,,
2020-06-07 17:49:05,Vivo Keyd,Split 2,0,10392,4,23,,,
2020-06-07 17:49:05,Vivo Keyd,Split 2,0,11326,4,23,,,
2020-06-07 17:49:05,Vivo Keyd,Split 2,0,10431,4,23,,,
2020-06-07 17:49:05,Vivo Keyd,Split 2,0,6521,4,23,,,
2020-06-07 17:49:05,KaBuM! e-Sports,Split 2,1,12256,23,4,,,
2020-06-07 17:49:05,KaBuM! e-Sports,Split 2,1,13678,23,4,,,
2020-06-07 17:49:05,KaBuM! e-Sports,Split 2,1,13799,23,4,,,
2020-06-07 17:49:05,KaBuM! e-Sports,Split 2,1,10475,23,4,,,
2020-06-07 17:49:05,KaBuM! e-Sports,Split 2,1,11087,23,4,,,
2020-06-07 17:49:05,Vivo Keyd,Split 2,0,51271,4,23,4.0,1.0,1.0
2020-06-07 17:49:05,KaBuM! e-Sports,Split 2,1,61295,23,4,8.0,4.0,1.0
2020-06-07 18:46:12,Santos e-Sports,Split 2,1,12720,18,10,,,
2020-06-07 18:46:12,Santos e-Sports,Split 2,1,11367,18,10,,,
2020-06-07 18:46:12,Santos e-Sports,Split 2,1,13310,18,10,,,
2020-06-07 18:46:12,Santos e-Sports,Split 2,1,12293,18,10,,,
2020-06-07 18:46:12,Santos e-Sports,Split 2,1,7595,18,10,,,
2020-06-07 18:46:12,paiN Gaming,Split 2,0,9905,10,19,,,
2020-06-07 18:46:12,paiN Gaming,Split 2,0,9144,10,19,,,
2020-06-07 18:46:12,paiN Gaming,Split 2,0,11545,10,19,,,
2020-06-07 18:46:12,paiN Gaming,Split 2,0,12609,10,19,,,
2020-06-07 18:46:12,paiN Gaming,Split 2,0,7096,10,19,,,
2020-06-07 18:46:12,Santos e-Sports,Split 2,1,57285,18,10,9.0,4.0,1.0
2020-06-07 18:46:12,paiN Gaming,Split 2,0,50299,10,19,3.0,0.0,0.0
2020-06-13 15:12:32,Vivo Keyd,Split 2,1,10766,10,4,,,
2020-06-13 15:12:32,Vivo Keyd,Split 2,1,11921,10,4,,,
2020-06-13 15:12:32,Vivo Keyd,Split 2,1,13923,10,4,,,
2020-06-13 15:12:32,Vivo Keyd,Split 2,1,13692,10,4,,,
2020-06-13 15:12:32,Vivo Keyd,Split 2,1,7645,10,4,,,
2020-06-13 15:12:32,Prodigy Esports,Split 2,0,11767,4,10,,,
2020-06-13 15:12:32,Prodigy Esports,Split 2,0,8398,4,10,,,
2020-06-13 15:12:32,Prodigy Esports,Split 2,0,11359,4,10,,,
2020-06-13 15:12:32,Prodigy Esports,Split 2,0,10607,4,10,,,
2020-06-13 15:12:32,Prodigy Esports,Split 2,0,6297,4,10,,,
2020-06-13 15:12:32,Vivo Keyd,Split 2,1,57947,10,4,7.0,4.0,2.0
2020-06-13 15:12:32,Prodigy Esports,Split 2,0,48428,4,10,2.0,1.0,0.0
2020-06-13 16:52:02,KaBuM! e-Sports,Split 2,0,15964,19,17,,,
2020-06-13 16:52:02,KaBuM! e-Sports,Split 2,0,10749,19,17,,,
2020-06-13 16:52:02,KaBuM! e-Sports,Split 2,0,13099,19,17,,,
2020-06-13 16:52:02,KaBuM! e-Sports,Split 2,0,13188,19,17,,,
2020-06-13 16:52:02,KaBuM! e-Sports,Split 2,0,6367,19,17,,,
2020-06-13 16:52:02,Santos e-Sports,Split 2,1,12294,17,19,,,
2020-06-13 16:52:02,Santos e-Sports,Split 2,1,11163,17,19,,,
2020-06-13 16:52:02,Santos e-Sports,Split 2,1,14140,17,19,,,
2020-06-13 16:52:02,Santos e-Sports,Split 2,1,15816,17,19,,,
2020-06-13 16:52:02,Santos e-Sports,Split 2,1,7713,17,19,,,
2020-06-13 16:52:02,KaBuM! e-Sports,Split 2,0,59367,19,17,3.0,1.0,0.0
2020-06-13 16:52:02,Santos e-Sports,Split 2,1,61126,17,19,9.0,4.0,1.0
2020-06-13 17:50:55,INTZ,Split 2,0,9915,3,18,,,
2020-06-13 17:50:55,INTZ,Split 2,0,7494,3,18,,,
2020-06-13 17:50:55,INTZ,Split 2,0,9177,3,18,,,
2020-06-13 17:50:55,INTZ,Split 2,0,9640,3,18,,,
2020-06-13 17:50:55,INTZ,Split 2,0,5495,3,18,,,
2020-06-13 17:50:55,paiN Gaming,Split 2,1,11599,18,3,,,
2020-06-13 17:50:55,paiN Gaming,Split 2,1,11677,18,3,,,
2020-06-13 17:50:55,paiN Gaming,Split 2,1,10914,18,3,,,
2020-06-13 17:50:55,paiN Gaming,Split 2,1,14232,18,3,,,
2020-06-13 17:50:55,paiN Gaming,Split 2,1,6825,18,3,,,
2020-06-13 17:50:55,INTZ,Split 2,0,41721,3,18,1.0,0.0,0.0
2020-06-13 17:50:55,paiN Gaming,Split 2,1,55247,18,3,10.0,4.0,0.0
2020-06-13 18:49:12,Flamengo Esports,Split 2,0,9785,7,21,,,
2020-06-13 18:49:12,Flamengo Esports,Split 2,0,8590,7,21,,,
2020-06-13 18:49:12,Flamengo Esports,Split 2,0,11094,7,21,,,
2020-06-13 18:49:12,Flamengo Esports,Split 2,0,11188,7,21,,,
2020-06-13 18:49:12,Flamengo Esports,Split 2,0,6411,7,21,,,
2020-06-13 18:49:12,FURIA Esports,Split 2,1,13043,21,7,,,
2020-06-13 18:49:12,FURIA Esports,Split 2,1,10530,21,7,,,
2020-06-13 18:49:12,FURIA Esports,Split 2,1,14125,21,7,,,
2020-06-13 18:49:12,FURIA Esports,Split 2,1,13621,21,7,,,
2020-06-13 18:49:12,FURIA Esports,Split 2,1,7944,21,7,,,
2020-06-13 18:49:12,Flamengo Esports,Split 2,0,47068,7,21,2.0,1.0,0.0
2020-06-13 18:49:12,FURIA Esports,Split 2,1,59263,21,7,9.0,4.0,1.0
2020-06-14 15:48:44,INTZ,Split 2,0,10458,7,14,,,
2020-06-14 15:48:44,INTZ,Split 2,0,10084,7,14,,,
2020-06-14 15:48:44,INTZ,Split 2,0,11463,7,14,,,
2020-06-14 15:48:44,INTZ,Split 2,0,13021,7,14,,,
2020-06-14 15:48:44,INTZ,Split 2,0,7024,7,14,,,
2020-06-14 15:48:44,Santos e-Sports,Split 2,1,15313,14,7,,,
2020-06-14 15:48:44,Santos e-Sports,Split 2,1,10358,14,7,,,
2020-06-14 15:48:44,Santos e-Sports,Split 2,1,13777,14,7,,,
2020-06-14 15:48:44,Santos e-Sports,Split 2,1,13167,14,7,,,
2020-06-14 15:48:44,Santos e-Sports,Split 2,1,8234,14,7,,,
2020-06-14 15:48:44,INTZ,Split 2,0,52050,7,14,3.0,1.0,0.0
2020-06-14 15:48:44,Santos e-Sports,Split 2,1,60849,14,7,9.0,4.0,2.0
2020-06-14 16:53:59,paiN Gaming,Split 2,1,12715,17,6,,,
2020-06-14 16:53:59,paiN Gaming,Split 2,1,10339,17,6,,,
2020-06-14 16:53:59,paiN Gaming,Split 2,1,13807,17,6,,,
2020-06-14 16:53:59,paiN Gaming,Split 2,1,12938,17,6,,,
2020-06-14 16:53:59,paiN Gaming,Split 2,1,7657,17,6,,,
2020-06-14 16:53:59,Vivo Keyd,Split 2,0,9198,6,17,,,
2020-06-14 16:53:59,Vivo Keyd,Split 2,0,9556,6,17,,,
2020-06-14 16:53:59,Vivo Keyd,Split 2,0,8866,6,17,,,
2020-06-14 16:53:59,Vivo Keyd,Split 2,0,9649,6,17,,,
2020-06-14 16:53:59,Vivo Keyd,Split 2,0,5764,6,17,,,
2020-06-14 16:53:59,paiN Gaming,Split 2,1,57456,17,6,11.0,4.0,1.0
2020-06-14 16:53:59,Vivo Keyd,Split 2,0,43033,6,17,0.0,0.0,0.0
2020-06-14 17:49:34,Prodigy Esports,Split 2,0,12334,12,17,,,
2020-06-14 17:49:34,Prodigy Esports,Split 2,0,10892,12,17,,,
2020-06-14 17:49:34,Prodigy Esports,Split 2,0,8581,12,17,,,
2020-06-14 17:49:34,Prodigy Esports,Split 2,0,10645,12,17,,,
2020-06-14 17:49:34,Prodigy Esports,Split 2,0,6042,12,17,,,
2020-06-14 17:49:34,Flamengo Esports,Split 2,1,11211,17,12,,,
2020-06-14 17:49:34,Flamengo Esports,Split 2,1,11058,17,12,,,
2020-06-14 17:49:34,Flamengo Esports,Split 2,1,11835,17,12,,,
2020-06-14 17:49:34,Flamengo Esports,Split 2,1,14222,17,12,,,
2020-06-14 17:49:34,Flamengo Esports,Split 2,1,6721,17,12,,,
2020-06-14 17:49:34,Prodigy Esports,Split 2,0,48494,12,17,4.0,1.0,0.0
2020-06-14 17:49:34,Flamengo Esports,Split 2,1,55047,17,12,7.0,3.0,0.0
2020-06-14 18:46:33,FURIA Esports,Split 2,0,17006,20,29,,,
2020-06-14 18:46:33,FURIA Esports,Split 2,0,14312,20,29,,,
2020-06-14 18:46:33,FURIA Esports,Split 2,0,19683,20,29,,,
2020-06-14 18:46:33,FURIA Esports,Split 2,0,14451,20,29,,,
2020-06-14 18:46:33,FURIA Esports,Split 2,0,13088,20,29,,,
2020-06-14 18:46:33,KaBuM! e-Sports,Split 2,1,20638,29,20,,,
2020-06-14 18:46:33,KaBuM! e-Sports,Split 2,1,13280,29,20,,,
2020-06-14 18:46:33,KaBuM! e-Sports,Split 2,1,19757,29,20,,,
2020-06-14 18:46:33,KaBuM! e-Sports,Split 2,1,20929,29,20,,,
2020-06-14 18:46:33,KaBuM! e-Sports,Split 2,1,11047,29,20,,,
2020-06-14 18:46:33,FURIA Esports,Split 2,0,78540,20,29,4.0,2.0,1.0
2020-06-14 18:46:33,KaBuM! e-Sports,Split 2,1,85651,29,20,10.0,4.0,1.0
2020-06-20 15:29:59,Santos e-Sports,Split 2,0,13403,15,31,,,
2020-06-20 15:29:59,Santos e-Sports,Split 2,0,10332,15,31,,,
2020-06-20 15:29:59,Santos e-Sports,Split 2,0,15344,15,31,,,
2020-06-20 15:29:59,Santos e-Sports,Split 2,0,11277,15,31,,,
2020-06-20 15:29:59,Santos e-Sports,Split 2,0,7770,15,31,,,
2020-06-20 15:29:59,FURIA Esports,Split 2,1,12634,31,15,,,
2020-06-20 15:29:59,FURIA Esports,Split 2,1,12534,31,15,,,
2020-06-20 15:29:59,FURIA Esports,Split 2,1,15402,31,15,,,
2020-06-20 15:29:59,FURIA Esports,Split 2,1,16701,31,15,,,
2020-06-20 15:29:59,FURIA Esports,Split 2,1,7657,31,15,,,
2020-06-20 15:29:59,Santos e-Sports,Split 2,0,58126,15,31,5.0,3.0,1.0
2020-06-20 15:29:59,FURIA Esports,Split 2,1,64928,31,15,7.0,2.0,1.0
2020-06-20 17:07:06,Flamengo Esports,Split 2,1,13215,17,13,,,
2020-06-20 17:07:06,Flamengo Esports,Split 2,1,11240,17,13,,,
2020-06-20 17:07:06,Flamengo Esports,Split 2,1,12784,17,13,,,
2020-06-20 17:07:06,Flamengo Esports,Split 2,1,16667,17,13,,,
2020-06-20 17:07:06,Flamengo Esports,Split 2,1,8871,17,13,,,
2020-06-20 17:07:06,Vivo Keyd,Split 2,0,10783,13,17,,,
2020-06-20 17:07:06,Vivo Keyd,Split 2,0,10150,13,17,,,
2020-06-20 17:07:06,Vivo Keyd,Split 2,0,14730,13,17,,,
2020-06-20 17:07:06,Vivo Keyd,Split 2,0,12974,13,17,,,
2020-06-20 17:07:06,Vivo Keyd,Split 2,0,6675,13,17,,,
2020-06-20 17:07:06,Flamengo Esports,Split 2,1,62777,17,13,8.0,1.0,2.0
2020-06-20 17:07:06,Vivo Keyd,Split 2,0,55312,13,17,4.0,4.0,0.0
2020-06-20 18:08:58,KaBuM! e-Sports,Split 2,0,15774,12,21,,,
2020-06-20 18:08:58,KaBuM! e-Sports,Split 2,0,12341,12,21,,,
2020-06-20 18:08:58,KaBuM! e-Sports,Split 2,0,17901,12,21,,,
2020-06-20 18:08:58,KaBuM! e-Sports,Split 2,0,17043,12,21,,,
2020-06-20 18:08:58,KaBuM! e-Sports,Split 2,0,8535,12,21,,,
2020-06-20 18:08:58,paiN Gaming,Split 2,1,20496,21,12,,,
2020-06-20 18:08:58,paiN Gaming,Split 2,1,14259,21,12,,,
2020-06-20 18:08:58,paiN Gaming,Split 2,1,16652,21,12,,,
2020-06-20 18:08:58,paiN Gaming,Split 2,1,19264,21,12,,,
2020-06-20 18:08:58,paiN Gaming,Split 2,1,10637,21,12,,,
2020-06-20 18:08:58,KaBuM! e-Sports,Split 2,0,71594,12,21,4.0,3.0,0.0
2020-06-20 18:08:58,paiN Gaming,Split 2,1,81308,21,12,9.0,4.0,3.0
2020-06-20 19:21:46,INTZ,Split 2,1,14712,11,8,,,
2020-06-20 19:21:46,INTZ,Split 2,1,9853,11,8,,,
2020-06-20 19:21:46,INTZ,Split 2,1,15397,11,8,,,
2020-06-20 19:21:46,INTZ,Split 2,1,14105,11,8,,,
2020-06-20 19:21:46,INTZ,Split 2,1,7478,11,8,,,
2020-06-20 19:21:46,Prodigy Esports,Split 2,0,11329,8,11,,,
2020-06-20 19:21:46,Prodigy Esports,Split 2,0,9836,8,11,,,
2020-06-20 19:21:46,Prodigy Esports,Split 2,0,11612,8,11,,,
2020-06-20 19:21:46,Prodigy Esports,Split 2,0,12324,8,11,,,
2020-06-20 19:21:46,Prodigy Esports,Split 2,0,6647,8,11,,,
2020-06-20 19:21:46,INTZ,Split 2,1,61545,11,8,9.0,2.0,1.0
2020-06-20 19:21:46,Prodigy Esports,Split 2,0,51748,8,11,3.0,3.0,0.0
2020-06-21 15:19:14,KaBuM! e-Sports,Split 2,0,10439,10,21,,,
2020-06-21 15:19:14,KaBuM! e-Sports,Split 2,0,11214,10,21,,,
2020-06-21 15:19:14,KaBuM! e-Sports,Split 2,0,10969,10,21,,,
2020-06-21 15:19:14,KaBuM! e-Sports,Split 2,0,10672,10,21,,,
2020-06-21 15:19:14,KaBuM! e-Sports,Split 2,0,5922,10,21,,,
2020-06-21 15:19:14,Flamengo Esports,Split 2,1,14111,21,10,,,
2020-06-21 15:19:14,Flamengo Esports,Split 2,1,9900,21,10,,,
2020-06-21 15:19:14,Flamengo Esports,Split 2,1,11562,21,10,,,
2020-06-21 15:19:14,Flamengo Esports,Split 2,1,13122,21,10,,,
2020-06-21 15:19:14,Flamengo Esports,Split 2,1,7556,21,10,,,
2020-06-21 15:19:14,KaBuM! e-Sports,Split 2,0,49216,10,21,6.0,0.0,0.0
2020-06-21 15:19:14,Flamengo Esports,Split 2,1,56251,21,10,10.0,4.0,1.0
2020-06-21 16:54:58,Prodigy Esports,Split 2,0,9569,10,16,,,
2020-06-21 16:54:58,Prodigy Esports,Split 2,0,7975,10,16,,,
2020-06-21 16:54:58,Prodigy Esports,Split 2,0,9478,10,16,,,
2020-06-21 16:54:58,Prodigy Esports,Split 2,0,9787,10,16,,,
2020-06-21 16:54:58,Prodigy Esports,Split 2,0,6014,10,16,,,
2020-06-21 16:54:58,Santos e-Sports,Split 2,1,10187,16,10,,,
2020-06-21 16:54:58,Santos e-Sports,Split 2,1,11228,16,10,,,
2020-06-21 16:54:58,Santos e-Sports,Split 2,1,9456,16,10,,,
2020-06-21 16:54:58,Santos e-Sports,Split 2,1,11256,16,10,,,
2020-06-21 16:54:58,Santos e-Sports,Split 2,1,7954,16,10,,,
2020-06-21 16:54:58,Prodigy Esports,Split 2,0,42823,10,16,3.0,2.0,0.0
2020-06-21 16:54:58,Santos e-Sports,Split 2,1,50081,16,10,8.0,2.0,1.0
2020-06-21 17:48:39,paiN Gaming,Split 2,1,14795,21,5,,,
2020-06-21 17:48:39,paiN Gaming,Split 2,1,12603,21,5,,,
2020-06-21 17:48:39,paiN Gaming,Split 2,1,13247,21,5,,,
2020-06-21 17:48:39,paiN Gaming,Split 2,1,15806,21,5,,,
2020-06-21 17:48:39,paiN Gaming,Split 2,1,8784,21,5,,,
2020-06-21 17:48:39,FURIA Esports,Split 2,0,10563,5,21,,,
2020-06-21 17:48:39,FURIA Esports,Split 2,0,8145,5,21,,,
2020-06-21 17:48:39,FURIA Esports,Split 2,0,12482,5,21,,,
2020-06-21 17:48:39,FURIA Esports,Split 2,0,11944,5,21,,,
2020-06-21 17:48:39,FURIA Esports,Split 2,0,6620,5,21,,,
2020-06-21 17:48:39,paiN Gaming,Split 2,1,65235,21,5,11.0,4.0,0.0
2020-06-21 17:48:39,FURIA Esports,Split 2,0,49754,5,21,0.0,0.0,1.0
2020-06-21 18:47:11,Vivo Keyd,Split 2,1,12994,20,9,,,
2020-06-21 18:47:11,Vivo Keyd,Split 2,1,12101,20,9,,,
2020-06-21 18:47:11,Vivo Keyd,Split 2,1,14340,20,9,,,
2020-06-21 18:47:11,Vivo Keyd,Split 2,1,14322,20,9,,,
2020-06-21 18:47:11,Vivo Keyd,Split 2,1,8270,20,9,,,
2020-06-21 18:47:11,INTZ,Split 2,0,15286,9,20,,,
2020-06-21 18:47:11,INTZ,Split 2,0,9582,9,20,,,
2020-06-21 18:47:11,INTZ,Split 2,0,11433,9,20,,,
2020-06-21 18:47:11,INTZ,Split 2,0,11791,9,20,,,
2020-06-21 18:47:11,INTZ,Split 2,0,6402,9,20,,,
2020-06-21 18:47:11,Vivo Keyd,Split 2,1,62027,20,9,8.0,2.0,1.0
2020-06-21 18:47:11,INTZ,Split 2,0,54494,9,20,3.0,3.0,0.0
2020-06-27 14:57:10,paiN Gaming,Split 2,1,14934,16,16,,,
2020-06-27 14:57:10,paiN Gaming,Split 2,1,13456,16,16,,,
2020-06-27 14:57:10,paiN Gaming,Split 2,1,14485,16,16,,,
2020-06-27 14:57:10,paiN Gaming,Split 2,1,16022,16,16,,,
2020-06-27 14:57:10,paiN Gaming,Split 2,1,8148,16,16,,,
2020-06-27 14:57:10,Prodigy Esports,Split 2,0,13354,16,16,,,
2020-06-27 14:57:10,Prodigy Esports,Split 2,0,11064,16,16,,,
2020-06-27 14:57:10,Prodigy Esports,Split 2,0,13275,16,16,,,
2020-06-27 14:57:10,Prodigy Esports,Split 2,0,13814,16,16,,,
2020-06-27 14:57:10,Prodigy Esports,Split 2,0,7281,16,16,,,
2020-06-27 14:57:10,paiN Gaming,Split 2,1,67045,16,16,8.0,1.0,1.0
2020-06-27 14:57:10,Prodigy Esports,Split 2,0,58788,16,16,3.0,4.0,0.0
2020-06-27 16:57:03,INTZ,Split 2,1,11789,17,4,,,
2020-06-27 16:57:03,INTZ,Split 2,1,10658,17,4,,,
2020-06-27 16:57:03,INTZ,Split 2,1,11973,17,4,,,
2020-06-27 16:57:03,INTZ,Split 2,1,12775,17,4,,,
2020-06-27 16:57:03,INTZ,Split 2,1,7261,17,4,,,
2020-06-27 16:57:03,KaBuM! e-Sports,Split 2,0,8390,4,17,,,
2020-06-27 16:57:03,KaBuM! e-Sports,Split 2,0,8155,4,17,,,
2020-06-27 16:57:03,KaBuM! e-Sports,Split 2,0,9946,4,17,,,
2020-06-27 16:57:03,KaBuM! e-Sports,Split 2,0,10557,4,17,,,
2020-06-27 16:57:03,KaBuM! e-Sports,Split 2,0,5910,4,17,,,
2020-06-27 16:57:03,INTZ,Split 2,1,54456,17,4,11.0,2.0,1.0
2020-06-27 16:57:03,KaBuM! e-Sports,Split 2,0,42958,4,17,1.0,2.0,0.0
2020-06-27 17:56:22,Flamengo Esports,Split 2,1,16049,31,16,,,
2020-06-27 17:56:22,Flamengo Esports,Split 2,1,12173,31,16,,,
2020-06-27 17:56:22,Flamengo Esports,Split 2,1,15416,31,16,,,
2020-06-27 17:56:22,Flamengo Esports,Split 2,1,17814,31,16,,,
2020-06-27 17:56:22,Flamengo Esports,Split 2,1,8267,31,16,,,
2020-06-27 17:56:22,Santos e-Sports,Split 2,0,11222,16,32,,,
2020-06-27 17:56:22,Santos e-Sports,Split 2,0,10791,16,32,,,
2020-06-27 17:56:22,Santos e-Sports,Split 2,0,15968,16,32,,,
2020-06-27 17:56:22,Santos e-Sports,Split 2,0,12269,16,32,,,
2020-06-27 17:56:22,Santos e-Sports,Split 2,0,7444,16,32,,,
2020-06-27 17:56:22,Flamengo Esports,Split 2,1,69719,31,16,9.0,4.0,0.0
2020-06-27 17:56:22,Santos e-Sports,Split 2,0,57694,16,32,3.0,2.0,0.0
2020-06-27 19:00:48,FURIA Esports,Split 2,1,17093,13,4,,,
2020-06-27 19:00:48,FURIA Esports,Split 2,1,10199,13,4,,,
2020-06-27 19:00:48,FURIA Esports,Split 2,1,13199,13,4,,,
2020-06-27 19:00:48,FURIA Esports,Split 2,1,14127,13,4,,,
2020-06-27 19:00:48,FURIA Esports,Split 2,1,7893,13,4,,,
2020-06-27 19:00:48,Vivo Keyd,Split 2,0,11897,4,13,,,
2020-06-27 19:00:48,Vivo Keyd,Split 2,0,10846,4,13,,,
2020-06-27 19:00:48,Vivo Keyd,Split 2,0,14474,4,13,,,
2020-06-27 19:00:48,Vivo Keyd,Split 2,0,11364,4,13,,,
2020-06-27 19:00:48,Vivo Keyd,Split 2,0,6564,4,13,,,
2020-06-27 19:00:48,FURIA Esports,Split 2,1,62511,13,4,10.0,4.0,1.0
2020-06-27 19:00:48,Vivo Keyd,Split 2,0,55145,4,13,4.0,0.0,0.0
2020-06-28 15:44:02,Flamengo Esports,Split 2,0,13212,17,24,,,
2020-06-28 15:44:02,Flamengo Esports,Split 2,0,13351,17,24,,,
2020-06-28 15:44:02,Flamengo Esports,Split 2,0,14750,17,24,,,
2020-06-28 15:44:02,Flamengo Esports,Split 2,0,16749,17,24,,,
2020-06-28 15:44:02,Flamengo Esports,Split 2,0,8355,17,24,,,
2020-06-28 15:44:02,paiN Gaming,Split 2,1,15611,24,17,,,
2020-06-28 15:44:02,paiN Gaming,Split 2,1,15978,24,17,,,
2020-06-28 15:44:02,paiN Gaming,Split 2,1,15080,24,17,,,
2020-06-28 15:44:02,paiN Gaming,Split 2,1,15914,24,17,,,
2020-06-28 15:44:02,paiN Gaming,Split 2,1,9423,24,17,,,
2020-06-28 15:44:02,Flamengo Esports,Split 2,0,66417,17,24,5.0,2.0,1.0
2020-06-28 15:44:02,paiN Gaming,Split 2,1,72006,24,17,9.0,4.0,1.0
2020-06-28 17:08:46,Vivo Keyd,Split 2,0,8259,8,17,,,
2020-06-28 17:08:46,Vivo Keyd,Split 2,0,8105,8,17,,,
2020-06-28 17:08:46,Vivo Keyd,Split 2,0,8777,8,17,,,
2020-06-28 17:08:46,Vivo Keyd,Split 2,0,8929,8,17,,,
2020-06-28 17:08:46,Vivo Keyd,Split 2,0,5920,8,17,,,
2020-06-28 17:08:46,Santos e-Sports,Split 2,1,13180,17,8,,,
2020-06-28 17:08:46,Santos e-Sports,Split 2,1,10286,17,8,,,
2020-06-28 17:08:46,Santos e-Sports,Split 2,1,12316,17,8,,,
2020-06-28 17:08:46,Santos e-Sports,Split 2,1,10428,17,8,,,
2020-06-28 17:08:46,Santos e-Sports,Split 2,1,6400,17,8,,,
2020-06-28 17:08:46,Vivo Keyd,Split 2,0,39990,8,17,0.0,0.0,0.0
2020-06-28 17:08:46,Santos e-Sports,Split 2,1,52610,17,8,10.0,4.0,1.0
2020-06-28 18:03:03,INTZ,Split 2,1,9796,13,4,,,
2020-06-28 18:03:03,INTZ,Split 2,1,10777,13,4,,,
2020-06-28 18:03:03,INTZ,Split 2,1,12910,13,4,,,
2020-06-28 18:03:03,INTZ,Split 2,1,13065,13,4,,,
2020-06-28 18:03:03,INTZ,Split 2,1,8880,13,4,,,
2020-06-28 18:03:03,FURIA Esports,Split 2,0,9312,4,13,,,
2020-06-28 18:03:03,FURIA Esports,Split 2,0,8459,4,13,,,
2020-06-28 18:03:03,FURIA Esports,Split 2,0,11533,4,13,,,
2020-06-28 18:03:03,FURIA Esports,Split 2,0,10692,4,13,,,
2020-06-28 18:03:03,FURIA Esports,Split 2,0,6025,4,13,,,
2020-06-28 18:03:03,INTZ,Split 2,1,55428,13,4,8.0,3.0,1.0
2020-06-28 18:03:03,FURIA Esports,Split 2,0,46021,4,13,3.0,1.0,0.0
2020-06-28 19:01:05,KaBuM! e-Sports,Split 2,1,12792,17,8,,,
2020-06-28 19:01:05,KaBuM! e-Sports,Split 2,1,12104,17,8,,,
2020-06-28 19:01:05,KaBuM! e-Sports,Split 2,1,12222,17,8,,,
