date,teamname,split,result,totalgold,teamkills,teamdeaths,towers,dragons,barons
2019-03-09 16:02:31,CNB e-Sports Club,Split 1,1,16998,17,11,,,
2019-03-09 16:02:31,CNB e-Sports Club,Split 1,1,9871,17,11,,,
2019-03-09 16:02:31,Vivo Keyd,Split 1,0,66607,11,17,7.0,1.0,1.0
2019-03-09 16:02:31,CNB e-Sports Club,Split 1,1,66790,17,11,7.0,3.0,1.0
2019-03-09 17:10:21,Flamengo Esports,Split 1,1,16464,10,5,,,
2019-03-09 17:10:21,Flamengo Esports,Split 1,1,13231,10,5,,,
2019-03-09 17:10:21,Flamengo Esports,Split 1,1,14148,10,5,,,
2019-03-09 17:10:21,Flamengo Esports,Split 1,1,17744,10,5,,,
2019-03-09 17:10:21,Flamengo Esports,Split 1,1,9766,10,5,,,
2019-03-09 17:10:21,ProGaming Esports,Split 1,0,12992,5,10,,,
2019-03-09 17:10:21,ProGaming Esports,Split 1,0,9469,5,10,,,
2019-03-09 17:10:21,ProGaming Esports,Split 1,0,13858,5,10,,,
2019-03-09 17:10:21,ProGaming Esports,Split 1,0,14870,5,10,,,
2019-03-09 17:10:21,ProGaming Esports,Split 1,0,7836,5,10,,,
2019-03-09 17:10:21,Flamengo Esports,Split 1,1,71353,10,5,11.0,4.0,2.0
2019-03-09 17:10:21,ProGaming Esports,Split 1,0,59025,5,10,1.0,0.0,0.0
2019-03-09 18:15:05,Uppercut esports,Split 1,0,12595,13,11,,,
2019-03-09 18:15:05,Uppercut esports,Split 1,0,10915,13,11,,,
2019-03-09 18:15:05,Uppercut esports,Split 1,0,13246,13,11,,,
2019-03-09 18:15:05,Uppercut esports,Split 1,0,12592,13,11,,,
2019-03-09 18:15:05,Uppercut esports,Split 1,0,8161,13,11,,,
2019-03-09 18:15:05,KaBuM! e-Sports,Split 1,1,12915,11,13,,,
2019-03-09 18:15:05,KaBuM! e-Sports,Split 1,1,9623,11,13,,,
2019-03-09 18:15:05,KaBuM! e-Sports,Split 1,1,13813,11,13,,,
2019-03-09 18:15:05,KaBuM! e-Sports,Split 1,1,13595,11,13,,,
2019-03-09 18:15:05,KaBuM! e-Sports,Split 1,1,7504,11,13,,,
2019-03-09 18:15:05,Uppercut esports,Split 1,0,57509,13,11,5.0,3.0,2.0
2019-03-09 18:15:05,KaBuM! e-Sports,Split 1,1,57450,11,13,9.0,1.0,0.0
2019-03-09 19:07:10,INTZ,Split 1,1,13121,22,14,,,
2019-03-09 19:07:10,INTZ,Split 1,1,16248,22,14,,,
2019-03-09 19:07:10,INTZ,Split 1,1,17086,22,14,,,
2019-03-09 19:07:10,INTZ,Split 1,1,18495,22,14,,,
2019-03-09 19:07:10,INTZ,Split 1,1,11062,22,14,,,
2019-03-09 19:07:10,Redemption eSports Porto Alegre,Split 1,0,12957,14,22,,,
2019-03-09 19:07:10,Redemption eSports Porto Alegre,Split 1,0,11054,14,22,,,
2019-03-09 19:07:10,Redemption eSports Porto Alegre,Split 1,0,17655,14,22,,,
2019-03-09 19:07:10,Redemption eSports Porto Alegre,Split 1,0,19157,14,22,,,
2019-03-09 19:07:10,Redemption eSports Porto Alegre,Split 1,0,10154,14,22,,,
2019-03-09 19:07:10,INTZ,Split 1,1,76012,22,14,11.0,3.0,2.0
2019-03-09 19:07:10,Redemption eSports Porto Alegre,Split 1,0,70977,14,22,5.0,2.0,1.0
2019-03-10 16:03:44,Flamengo Esports,Split 1,1,12715,20,9,,,
2019-03-10 16:03:44,Flamengo Esports,Split 1,1,13076,20,9,,,
2019-03-10 16:03:44,Flamengo Esports,Split 1,1,13655,20,9,,,
2019-03-10 16:03:44,Flamengo Esports,Split 1,1,16364,20,9,,,
2019-03-10 16:03:44,Flamengo Esports,Split 1,1,9477,20,9,,,
2019-03-10 16:03:44,Uppercut esports,Split 1,0,10212,9,20,,,
2019-03-10 16:03:44,Uppercut esports,Split 1,0,9288,9,20,,,
2019-03-10 16:03:44,Uppercut esports,Split 1,0,14682,9,20,,,
2019-03-10 16:03:44,Uppercut esports,Split 1,0,13006,9,20,,,
2019-03-10 16:03:44,Uppercut esports,Split 1,0,7600,9,20,,,
2019-03-10 16:03:44,Flamengo Esports,Split 1,1,65287,20,9,9.0,5.0,1.0
2019-03-10 16:03:44,Uppercut esports,Split 1,0,54788,9,20,2.0,0.0,0.0
2019-03-10 17:05:54,Redemption eSports Porto Alegre,Split 1,1,11253,10,5,,,
2019-03-10 17:05:54,Redemption eSports Porto Alegre,Split 1,1,10845,10,5,,,
2019-03-10 17:05:54,Redemption eSports Porto Alegre,Split 1,1,11440,10,5,,,
2019-03-10 17:05:54,Redemption eSports Porto Alegre,Split 1,1,11263,10,5,,,
2019-03-10 17:05:54,Redemption eSports Porto Alegre,Split 1,1,7590,10,5,,,
2019-03-10 17:05:54,CNB e-Sports Club,Split 1,0,8706,4,10,,,
2019-03-10 17:05:54,CNB e-Sports Club,Split 1,0,9469,4,10,,,
2019-03-10 17:05:54,CNB e-Sports Club,Split 1,0,9646,4,10,,,
2019-03-10 17:05:54,CNB e-Sports Club,Split 1,0,8874,4,10,,,
2019-03-10 17:05:54,CNB e-Sports Club,Split 1,0,5791,4,10,,,
2019-03-10 17:05:54,Redemption eSports Porto Alegre,Split 1,1,52391,10,5,8.0,4.0,1.0
2019-03-10 17:05:54,CNB e-Sports Club,Split 1,0,42486,4,10,1.0,0.0,0.0
2019-03-10 18:03:57,KaBuM! e-Sports,Split 1,1,12166,21,12,,,
2019-03-10 18:03:57,KaBuM! e-Sports,Split 1,1,12838,21,12,,,
2019-03-10 18:03:57,KaBuM! e-Sports,Split 1,1,14971,21,12,,,
2019-03-10 18:03:57,KaBuM! e-Sports,Split 1,1,16949,21,12,,,
2019-03-10 18:03:57,KaBuM! e-Sports,Split 1,1,8992,21,12,,,
2019-03-10 18:03:57,Vivo Keyd,Split 1,0,12702,12,21,,,
2019-03-10 18:03:57,Vivo Keyd,Split 1,0,9835,12,21,,,
2019-03-10 18:03:57,Vivo Keyd,Split 1,0,12739,12,21,,,
2019-03-10 18:03:57,Vivo Keyd,Split 1,0,13816,12,21,,,
2019-03-10 18:03:57,Vivo Keyd,Split 1,0,7298,12,21,,,
2019-03-10 18:03:57,KaBuM! e-Sports,Split 1,1,65916,21,12,8.0,5.0,1.0
2019-03-10 18:03:57,Vivo Keyd,Split 1,0,56390,12,21,4.0,0.0,0.0
2019-03-10 19:09:48,INTZ,Split 1,1,12838,15,8,,,
2019-03-10 19:09:48,INTZ,Split 1,1,13460,15,8,,,
2019-03-10 19:09:48,INTZ,Split 1,1,14971,15,8,,,
2019-03-10 19:09:48,INTZ,Split 1,1,15275,15,8,,,
2019-03-10 19:09:48,INTZ,Split 1,1,9688,15,8,,,
2019-03-10 19:09:48,ProGaming Esports,Split 1,0,11114,8,15,,,
2019-03-10 19:09:48,ProGaming Esports,Split 1,0,9990,8,15,,,
2019-03-10 19:09:48,ProGaming Esports,Split 1,0,13128,8,15,,,
2019-03-10 19:09:48,ProGaming Esports,Split 1,0,14036,8,15,,,
2019-03-10 19:09:48,ProGaming Esports,Split 1,0,7826,8,15,,,
2019-03-10 19:09:48,INTZ,Split 1,1,66232,15,8,11.0,3.0,1.0
2019-03-10 19:09:48,ProGaming Esports,Split 1,0,56094,8,15,2.0,0.0,0.0
2019-03-16 15:59:46,Vivo Keyd,Split 1,0,20332,24,32,,,
2019-03-16 15:59:46,Vivo Keyd,Split 1,0,16498,24,32,,,
2019-03-16 15:59:46,Vivo Keyd,Split 1,0,19107,24,32,,,
2019-03-16 15:59:46,Vivo Keyd,Split 1,0,23344,24,32,,,
2019-03-16 15:59:46,Vivo Keyd,Split 1,0,13722,24,32,,,
2019-03-16 15:59:46,INTZ,Split 1,1,21312,32,24,,,
2019-03-16 15:59:46,INTZ,Split 1,1,17992,32,24,,,
2019-03-16 15:59:46,INTZ,Split 1,1,17839,32,24,,,
2019-03-16 15:59:46,INTZ,Split 1,1,25999,32,24,,,
2019-03-16 15:59:46,INTZ,Split 1,1,12786,32,24,,,
2019-03-16 15:59:46,Vivo Keyd,Split 1,0,93003,24,32,10.0,4.0,3.0
2019-03-16 15:59:46,INTZ,Split 1,1,95928,32,24,7.0,2.0,0.0
2019-03-16 17:28:24,CNB e-Sports Club,Split 1,1,14444,12,13,,,
2019-03-16 17:28:24,CNB e-Sports Club,Split 1,1,11574,12,13,,,
2019-03-16 17:28:24,CNB e-Sports Club,Split 1,1,14502,12,13,,,
2019-03-16 17:28:24,CNB e-Sports Club,Split 1,1,18895,12,13,,,
2019-03-16 17:28:24,CNB e-Sports Club,Split 1,1,10978,12,13,,,
2019-03-16 17:28:24,KaBuM! e-Sports,Split 1,0,15598,13,12,,,
2019-03-16 17:28:24,KaBuM! e-Sports,Split 1,0,12086,13,12,,,
2019-03-16 17:28:24,KaBuM! e-Sports,Split 1,0,13833,13,12,,,
2019-03-16 17:28:24,KaBuM! e-Sports,Split 1,0,15751,13,12,,,
2019-03-16 17:28:24,KaBuM! e-Sports,Split 1,0,9160,13,12,,,
2019-03-16 17:28:24,CNB e-Sports Club,Split 1,1,70393,12,13,10.0,4.0,2.0
2019-03-16 17:28:24,KaBuM! e-Sports,Split 1,0,66428,13,12,8.0,1.0,0.0
2019-03-16 18:33:21,Uppercut esports,Split 1,1,10842,9,4,,,
2019-03-16 18:33:21,Uppercut esports,Split 1,1,9930,9,4,,,
2019-03-16 18:33:21,Uppercut esports,Split 1,1,12026,9,4,,,
2019-03-16 18:33:21,Uppercut esports,Split 1,1,15177,9,4,,,
2019-03-16 18:33:21,Uppercut esports,Split 1,1,7923,9,4,,,
2019-03-16 18:33:21,ProGaming Esports,Split 1,0,11054,4,9,,,
2019-03-16 18:33:21,ProGaming Esports,Split 1,0,8318,4,9,,,
2019-03-16 18:33:21,ProGaming Esports,Split 1,0,10448,4,9,,,
2019-03-16 18:33:21,ProGaming Esports,Split 1,0,11765,4,9,,,
2019-03-16 18:33:21,ProGaming Esports,Split 1,0,7292,4,9,,,
2019-03-16 18:33:21,Uppercut esports,Split 1,1,55898,9,4,11.0,5.0,1.0
2019-03-16 18:33:21,ProGaming Esports,Split 1,0,48877,4,9,3.0,0.0,0.0
2019-03-16 19:36:15,Flamengo Esports,Split 1,1,15570,21,16,,,
2019-03-16 19:36:15,Flamengo Esports,Split 1,1,16570,21,16,,,
2019-03-16 19:36:15,Flamengo Esports,Split 1,1,17862,21,16,,,
2019-03-16 19:36:15,Flamengo Esports,Split 1,1,20504,21,16,,,
2019-03-16 19:36:15,Flamengo Esports,Split 1,1,11940,21,16,,,
2019-03-16 19:36:15,Redemption eSports Porto Alegre,Split 1,0,22267,16,21,,,
2019-03-16 19:36:15,Redemption eSports Porto Alegre,Split 1,0,11687,16,21,,,
2019-03-16 19:36:15,Redemption eSports Porto Alegre,Split 1,0,15425,16,21,,,
2019-03-16 19:36:15,Redemption eSports Porto Alegre,Split 1,0,17898,16,21,,,
2019-03-16 19:36:15,Redemption eSports Porto Alegre,Split 1,0,10289,16,21,,,
2019-03-16 19:36:15,Flamengo Esports,Split 1,1,82446,21,16,11.0,5.0,3.0
2019-03-16 19:36:15,Redemption eSports Porto Alegre,Split 1,0,77566,16,21,5.0,1.0,0.0
2019-03-17 15:53:17,CNB e-Sports Club,Split 1,1,15351,14,6,,,
2019-03-17 15:53:17,CNB e-Sports Club,Split 1,1,12314,14,6,,,
2019-03-17 15:53:17,CNB e-Sports Club,Split 1,1,18186,14,6,,,
2019-03-17 15:53:17,CNB e-Sports Club,Split 1,1,15921,14,6,,,
2019-03-17 15:53:17,CNB e-Sports Club,Split 1,1,10743,14,6,,,
2019-03-17 15:53:17,Uppercut esports,Split 1,0,14195,6,14,,,
2019-03-17 15:53:17,Uppercut esports,Split 1,0,13871,6,14,,,
2019-03-17 15:53:17,Uppercut esports,Split 1,0,13752,6,14,,,
2019-03-17 15:53:17,Uppercut esports,Split 1,0,16043,6,14,,,
2019-03-17 15:53:17,Uppercut esports,Split 1,0,10924,6,14,,,
2019-03-17 15:53:17,CNB e-Sports Club,Split 1,1,72515,14,6,8.0,2.0,1.0
2019-03-17 15:53:17,Uppercut esports,Split 1,0,68785,6,14,6.0,4.0,1.0
2019-03-17 17:05:31,INTZ,Split 1,0,11307,10,14,,,
2019-03-17 17:05:31,INTZ,Split 1,0,12143,10,14,,,
2019-03-17 17:05:31,INTZ,Split 1,0,12758,10,14,,,
2019-03-17 17:05:31,INTZ,Split 1,0,17079,10,14,,,
2019-03-17 17:05:31,INTZ,Split 1,0,8975,10,14,,,
2019-03-17 17:05:31,Flamengo Esports,Split 1,1,15186,14,10,,,
2019-03-17 17:05:31,Flamengo Esports,Split 1,1,14250,14,10,,,
2019-03-17 17:05:31,Flamengo Esports,Split 1,1,15261,14,10,,,
2019-03-17 17:05:31,Flamengo Esports,Split 1,1,16293,14,10,,,
2019-03-17 17:05:31,Flamengo Esports,Split 1,1,8808,14,10,,,
2019-03-17 17:05:31,INTZ,Split 1,0,62262,10,14,5.0,4.0,0.0
2019-03-17 17:05:31,Flamengo Esports,Split 1,1,69798,14,10,11.0,2.0,1.0
2019-03-17 18:15:39,KaBuM! e-Sports,Split 1,0,14318,13,20,,,
2019-03-17 18:15:39,KaBuM! e-Sports,Split 1,0,13179,13,20,,,
2019-03-17 18:15:39,KaBuM! e-Sports,Split 1,0,17457,13,20,,,
2019-03-17 18:15:39,KaBuM! e-Sports,Split 1,0,16179,13,20,,,
2019-03-17 18:15:39,KaBuM! e-Sports,Split 1,0,9211,13,20,,,
2019-03-17 18:15:39,Redemption eSports Porto Alegre,Split 1,1,17541,20,13,,,
2019-03-17 18:15:39,Redemption eSports Porto Alegre,Split 1,1,13030,20,13,,,
2019-03-17 18:15:39,Redemption eSports Porto Alegre,Split 1,1,16350,20,13,,,
2019-03-17 18:15:39,Redemption eSports Porto Alegre,Split 1,1,16561,20,13,,,
2019-03-17 18:15:39,Redemption eSports Porto Alegre,Split 1,1,9941,20,13,,,
2019-03-17 18:15:39,KaBuM! e-Sports,Split 1,0,70344,13,20,6.0,3.0,1.0
2019-03-17 18:15:39,Redemption eSports Porto Alegre,Split 1,1,73423,20,13,8.0,3.0,1.0
2019-03-17 19:18:31,ProGaming Esports,Split 1,0,14640,11,19,,,
2019-03-17 19:18:31,ProGaming Esports,Split 1,0,11400,11,19,,,
2019-03-17 19:18:31,ProGaming Esports,Split 1,0,15467,11,19,,,
2019-03-17 19:18:31,ProGaming Esports,Split 1,0,14965,11,19,,,
2019-03-17 19:18:31,ProGaming Esports,Split 1,0,8949,11,19,,,
2019-03-17 19:18:31,Vivo Keyd,Split 1,1,16412,19,11,,,
2019-03-17 19:18:31,Vivo Keyd,Split 1,1,15648,19,11,,,
2019-03-17 19:18:31,Vivo Keyd,Split 1,1,14948,19,11,,,
2019-03-17 19:18:31,Vivo Keyd,Split 1,1,18942,19,11,,,
2019-03-17 19:18:31,Vivo Keyd,Split 1,1,11944,19,11,,,
2019-03-17 19:18:31,ProGaming Esports,Split 1,0,65421,11,19,4.0,0.0,0.0
2019-03-17 19:18:31,Vivo Keyd,Split 1,1,77894,19,11,9.0,4.0,2.0
2019-03-23 15:36:07,KaBuM! e-Sports,Split 1,0,8225,3,16,,,
2019-03-23 15:36:07,KaBuM! e-Sports,Split 1,0,6844,3,16,,,
2019-03-23 15:36:07,KaBuM! e-Sports,Split 1,0,7418,3,16,,,
2019-03-23 15:36:07,KaBuM! e-Sports,Split 1,0,8559,3,16,,,
2019-03-23 15:36:07,KaBuM! e-Sports,Split 1,0,5452,3,16,,,
2019-03-23 15:36:07,INTZ,Split 1,1,11777,16,3,,,
2019-03-23 15:36:07,INTZ,Split 1,1,9861,16,3,,,
2019-03-23 15:36:07,INTZ,Split 1,1,11133,16,3,,,
2019-03-23 15:36:07,INTZ,Split 1,1,11414,16,3,,,
2019-03-23 15:36:07,INTZ,Split 1,1,7133,16,3,,,
2019-03-23 15:36:07,KaBuM! e-Sports,Split 1,0,36498,3,16,2.0,0.0,0.0
2019-03-23 15:36:07,INTZ,Split 1,1,51318,16,3,10.0,3.0,1.0
2019-03-23 17:11:51,Redemption eSports Porto Alegre,Split 1,0,10347,7,16,,,
2019-03-23 17:11:51,Redemption eSports Porto Alegre,Split 1,0,7600,7,16,,,
2019-03-23 17:11:51,Redemption eSports Porto Alegre,Split 1,0,8028,7,16,,,
2019-03-23 17:11:51,Redemption eSports Porto Alegre,Split 1,0,9909,7,16,,,
2019-03-23 17:11:51,Redemption eSports Porto Alegre,Split 1,0,5831,7,16,,,
2019-03-23 17:11:51,Uppercut esports,Split 1,1,12325,16,7,,,
2019-03-23 17:11:51,Uppercut esports,Split 1,1,9552,16,7,,,
2019-03-23 17:11:51,Uppercut esports,Split 1,1,11405,16,7,,,
2019-03-23 17:11:51,Uppercut esports,Split 1,1,12635,16,7,,,
2019-03-23 17:11:51,Uppercut esports,Split 1,1,8152,16,7,,,
2019-03-23 17:11:51,Redemption eSports Porto Alegre,Split 1,0,41715,7,16,2.0,0.0,0.0
2019-03-23 17:11:51,Uppercut esports,Split 1,1,54069,16,7,10.0,3.0,1.0
2019-03-23 17:51:35,CNB e-Sports Club,Split 1,1,13689,25,9,,,
2019-03-23 17:51:35,CNB e-Sports Club,Split 1,1,12777,25,9,,,
2019-03-23 17:51:35,CNB e-Sports Club,Split 1,1,15049,25,9,,,
2019-03-23 17:51:35,CNB e-Sports Club,Split 1,1,16977,25,9,,,
2019-03-23 17:51:35,CNB e-Sports Club,Split 1,1,11249,25,9,,,
2019-03-23 17:51:35,ProGaming Esports,Split 1,0,13440,9,25,,,
2019-03-23 17:51:35,ProGaming Esports,Split 1,0,13356,9,25,,,
2019-03-23 17:51:35,ProGaming Esports,Split 1,0,13113,9,25,,,
2019-03-23 17:51:35,ProGaming Esports,Split 1,0,13777,9,25,,,
2019-03-23 17:51:35,ProGaming Esports,Split 1,0,7911,9,25,,,
2019-03-23 17:51:35,CNB e-Sports Club,Split 1,1,69741,25,9,10.0,2.0,1.0
2019-03-23 17:51:35,ProGaming Esports,Split 1,0,61597,9,25,4.0,3.0,1.0
2019-03-23 18:59:33,Vivo Keyd,Split 1,0,10559,3,15,,,
2019-03-23 18:59:33,Vivo Keyd,Split 1,0,6763,3,15,,,
2019-03-23 18:59:33,Vivo Keyd,Split 1,0,9265,3,15,,,
2019-03-23 18:59:33,Vivo Keyd,Split 1,0,7767,3,15,,,
2019-03-23 18:59:33,Vivo Keyd,Split 1,0,5215,3,15,,,
2019-03-23 18:59:33,Flamengo Esports,Split 1,1,10481,15,3,,,
2019-03-23 18:59:33,Flamengo Esports,Split 1,1,11259,15,3,,,
2019-03-23 18:59:33,Flamengo Esports,Split 1,1,11106,15,3,,,
2019-03-23 18:59:33,Flamengo Esports,Split 1,1,12178,15,3,,,
2019-03-23 18:59:33,Flamengo Esports,Split 1,1,7030,15,3,,,
2019-03-23 18:59:33,Vivo Keyd,Split 1,0,39569,3,15,2.0,1.0,0.0
2019-03-23 18:59:33,Flamengo Esports,Split 1,1,52054,15,3,10.0,3.0,1.0
2019-03-24 15:53:53,ProGaming Esports,Split 1,0,13011,10,11,,,
2019-03-24 15:53:53,ProGaming Esports,Split 1,0,11155,10,11,,,
2019-03-24 15:53:53,ProGaming Esports,Split 1,0,10123,10,11,,,
2019-03-24 15:53:53,ProGaming Esports,Split 1,0,10640,10,11,,,
2019-03-24 15:53:53,ProGaming Esports,Split 1,0,8357,10,11,,,
2019-03-24 15:53:53,KaBuM! e-Sports,Split 1,1,10553,11,10,,,
2019-03-24 15:53:53,KaBuM! e-Sports,Split 1,1,10737,11,10,,,
2019-03-24 15:53:53,KaBuM! e-Sports,Split 1,1,12593,11,10,,,
2019-03-24 15:53:53,KaBuM! e-Sports,Split 1,1,14535,11,10,,,
2019-03-24 15:53:53,KaBuM! e-Sports,Split 1,1,8107,11,10,,,
2019-03-24 15:53:53,ProGaming Esports,Split 1,0,53286,10,11,4.0,0.0,0.0
2019-03-24 15:53:53,KaBuM! e-Sports,Split 1,1,56525,11,10,10.0,3.0,2.0
2019-03-24 16:59:41,Redemption eSports Porto Alegre,Split 1,1,10619,17,13,,,
2019-03-24 16:59:41,Redemption eSports Porto Alegre,Split 1,1,9610,17,13,,,
2019-03-24 16:59:41,Redemption eSports Porto Alegre,Split 1,1,13438,17,13,,,
2019-03-24 16:59:41,Redemption eSports Porto Alegre,Split 1,1,14996,17,13,,,
2019-03-24 16:59:41,Redemption eSports Porto Alegre,Split 1,1,7634,17,13,,,
2019-03-24 16:59:41,Vivo Keyd,Split 1,0,12018,13,17,,,
2019-03-24 16:59:41,Vivo Keyd,Split 1,0,9477,13,17,,,
2019-03-24 16:59:41,Vivo Keyd,Split 1,0,11635,13,17,,,
2019-03-24 16:59:41,Vivo Keyd,Split 1,0,10547,13,17,,,
2019-03-24 16:59:41,Vivo Keyd,Split 1,0,5901,13,17,,,
2019-03-24 16:59:41,Redemption eSports Porto Alegre,Split 1,1,56297,17,13,9.0,1.0,1.0
2019-03-24 16:59:41,Vivo Keyd,Split 1,0,49578,13,17,3.0,3.0,0.0
2019-03-24 17:51:50,Flamengo Esports,Split 1,1,12212,17,6,,,
2019-03-24 17:51:50,Flamengo Esports,Split 1,1,11635,17,6,,,
2019-03-24 17:51:50,Flamengo Esports,Split 1,1,11218,17,6,,,
2019-03-24 17:51:50,Flamengo Esports,Split 1,1,16481,17,6,,,
2019-03-24 17:51:50,Flamengo Esports,Split 1,1,9231,17,6,,,
2019-03-24 17:51:50,CNB e-Sports Club,Split 1,0,9442,6,17,,,
2019-03-24 17:51:50,CNB e-Sports Club,Split 1,0,7865,6,17,,,
2019-03-24 17:51:50,CNB e-Sports Club,Split 1,0,10294,6,17,,,
2019-03-24 17:51:50,CNB e-Sports Club,Split 1,0,10565,6,17,,,
2019-03-24 17:51:50,CNB e-Sports Club,Split 1,0,6065,6,17,,,
2019-03-24 17:51:50,Flamengo Esports,Split 1,1,60777,17,6,11.0,3.0,1.0
2019-03-24 17:51:50,CNB e-Sports Club,Split 1,0,44231,6,17,0.0,1.0,0.0
2019-03-24 18:47:29,INTZ,Split 1,0,8089,4,9,,,
2019-03-24 18:47:29,INTZ,Split 1,0,8313,4,9,,,
2019-03-24 18:47:29,INTZ,Split 1,0,7726,4,9,,,
2019-03-24 18:47:29,INTZ,Split 1,0,9227,4,9,,,
2019-03-24 18:47:29,INTZ,Split 1,0,5793,4,9,,,
2019-03-24 18:47:29,Uppercut esports,Split 1,1,10299,9,4,,,
2019-03-24 18:47:29,Uppercut esports,Split 1,1,9173,9,4,,,
2019-03-24 18:47:29,Uppercut esports,Split 1,1,11691,9,4,,,
2019-03-24 18:47:29,Uppercut esports,Split 1,1,10800,9,4,,,
2019-03-24 18:47:29,Uppercut esports,Split 1,1,6383,9,4,,,
2019-03-24 18:47:29,INTZ,Split 1,0,39148,4,9,1.0,0.0,0.0
2019-03-24 18:47:29,Uppercut esports,Split 1,1,48346,9,4,8.0,3.0,1.0
2019-04-06 15:45:26,Flamengo Esports,,1,14976,11,1,,,
2019-04-06 15:45:26,Flamengo Esports,,1,11619,11,1,,,
2019-04-06 15:45:26,Flamengo Esports,,1,12559,11,1,,,
2019-04-06 15:45:26,Flamengo Esports,,1,14048,11,1,,,
2019-04-06 15:45:26,Flamengo Esports,,1,8386,11,1,,,
2019-04-06 15:45:26,CNB e-Sports Club,,0,11564,1,11,,,
2019-04-06 15:45:26,CNB e-Sports Club,,0,8739,1,11,,,
2019-04-06 15:45:26,CNB e-Sports Club,,0,11238,1,11,,,
2019-04-06 15:45:26,CNB e-Sports Club,,0,9803,1,11,,,
2019-04-06 15:45:26,CNB e-Sports Club,,0,6446,1,11,,,
2019-04-06 15:45:26,Flamengo Esports,,1,61588,11,1,10.0,4.0,1.0
2019-04-06 15:45:26,CNB e-Sports Club,,0,47790,1,11,3.0,0.0,0.0
2019-04-06 16:58:04,CNB e-Sports Club,,0,11267,9,17,,,
2019-04-06 16:58:04,CNB e-Sports Club,,0,9594,9,17,,,
2019-04-06 16:58:04,CNB e-Sports Club,,0,11528,9,17,,,
2019-04-06 16:58:04,CNB e-Sports Club,,0,10726,9,17,,,
2019-04-06 16:58:04,CNB e-Sports Club,,0,6820,9,17,,,
2019-04-06 16:58:04,Flamengo Esports,,1,11618,17,9,,,
2019-04-06 16:58:04,Flamengo Esports,,1,12097,17,9,,,
2019-04-06 16:58:04,Flamengo Esports,,1,12445,17,9,,,
2019-04-06 16:58:04,Flamengo Esports,,1,14809,17,9,,,
2019-04-06 16:58:04,Flamengo Esports,,1,9177,17,9,,,
2019-04-06 16:58:04,CNB e-Sports Club,,0,49935,9,17,2.0,1.0,0.0
2019-04-06 16:58:04,Flamengo Esports,,1,60146,17,9,7.0,3.0,2.0
2019-04-06 17:49:10,Flamengo Esports,,1,14027,19,4,,,
2019-04-06 17:49:10,Flamengo Esports,,1,14076,19,4,,,
2019-04-06 17:49:10,Flamengo Esports,,1,12538,19,4,,,
2019-04-06 17:49:10,Flamengo Esports,,1,16404,19,4,,,
2019-04-06 17:49:10,Flamengo Esports,,1,8931,19,4,,,
2019-04-06 17:49:10,CNB e-Sports Club,,0,11016,4,19,,,
2019-04-06 17:49:10,CNB e-Sports Club,,0,9046,4,19,,,
2019-04-06 17:49:10,CNB e-Sports Club,,0,11554,4,19,,,
2019-04-06 17:49:10,CNB e-Sports Club,,0,10409,4,19,,,
2019-04-06 17:49:10,CNB e-Sports Club,,0,6455,4,19,,,
2019-04-06 17:49:10,Flamengo Esports,,1,65976,19,4,11.0,4.0,1.0
2019-04-06 17:49:10,CNB e-Sports Club,,0,48480,4,19,0.0,0.0,0.0
2019-04-07 15:40:40,INTZ,,1,15474,21,9,,,
2019-04-07 15:40:40,INTZ,,1,15190,21,9,,,
2019-04-07 15:40:40,INTZ,,1,15239,21,9,,,
2019-04-07 15:40:40,INTZ,,1,15361,21,9,,,
2019-04-07 15:40:40,INTZ,,1,10498,21,9,,,
2019-04-07 15:40:40,Redemption eSports Porto Alegre,,0,11400,9,21,,,
2019-04-07 15:40:40,Redemption eSports Porto Alegre,,0,10443,9,21,,,
2019-04-07 15:40:40,Redemption eSports Porto Alegre,,0,12341,9,21,,,
2019-04-07 15:40:40,Redemption eSports Porto Alegre,,0,15021,9,21,,,
2019-04-07 15:40:40,Redemption eSports Porto Alegre,,0,7526,9,21,,,
2019-04-07 15:40:40,INTZ,,1,71762,21,9,11.0,3.0,2.0
2019-04-07 15:40:40,Redemption eSports Porto Alegre,,0,56731,9,21,2.0,2.0,0.0
2019-04-07 17:07:35,INTZ,,1,15630,19,10,,,
2019-04-07 17:07:35,INTZ,,1,12427,19,10,,,
2019-04-07 17:07:35,INTZ,,1,12475,19,10,,,
2019-04-07 17:07:35,INTZ,,1,17540,19,10,,,
2019-04-07 17:07:35,INTZ,,1,9391,19,10,,,
2019-04-07 17:07:35,Redemption eSports Porto Alegre,,0,12725,10,19,,,
2019-04-07 17:07:35,Redemption eSports Porto Alegre,,0,10256,10,19,,,
2019-04-07 17:07:35,Redemption eSports Porto Alegre,,0,11560,10,19,,,
2019-04-07 17:07:35,Redemption eSports Porto Alegre,,0,15597,10,19,,,
2019-04-07 17:07:35,Redemption eSports Porto Alegre,,0,8242,10,19,,,
2019-04-07 17:07:35,INTZ,,1,67463,19,10,11.0,2.0,1.0
2019-04-07 17:07:35,Redemption eSports Porto Alegre,,0,58380,10,19,3.0,2.0,0.0
2019-04-07 17:59:30,INTZ,,0,10109,2,7,,,
2019-04-07 17:59:30,INTZ,,0,8271,2,7,,,
2019-04-07 17:59:30,INTZ,,0,9305,2,7,,,
2019-04-07 17:59:30,INTZ,,0,11546,2,7,,,
