date,playername,teamname,position,kills,deaths,assists,totalgold,total cs,KDA
2018-03-03 19:41:27,,paiN Gaming,team,13,6,44,86596,,9.5
2018-03-03 19:41:27,,ProGaming Esports,team,6,13,22,74919,,2.15
2018-03-03 21:03:48,SkyBart,ProGaming Esports,top,0,1,13,14519,311.0,13.0
2018-03-03 21:03:48,Minerva,ProGaming Esports,jng,2,1,12,13615,217.0,14.0
2018-03-03 21:03:48,Lynkez,ProGaming Esports,mid,5,4,8,16967,360.0,3.25
2018-03-03 21:03:48,Luskka,ProGaming Esports,bot,8,0,6,20431,469.0,inf
2018-03-03 21:03:48,Professor,ProGaming Esports,sup,0,2,13,10869,74.0,6.5
2018-03-03 21:03:48,takeshi,paiN Gaming,top,2,4,3,14394,256.0,1.25
2018-03-03 21:03:48,Tay,paiN Gaming,jng,0,4,8,11995,169.0,2.0
2018-03-03 21:03:48,tinowns,paiN Gaming,mid,3,0,5,15865,347.0,inf
2018-03-03 21:03:48,Matsukaze,paiN Gaming,bot,3,2,4,18064,429.0,3.5
2018-03-03 21:03:48,Loop,paiN Gaming,sup,0,5,6,10588,87.0,1.2
2018-03-03 21:03:48,,ProGaming Esports,team,15,8,52,76401,,8.38
2018-03-03 21:03:48,,paiN Gaming,team,8,15,26,70906,,2.27
2018-03-03 22:08:27,takeshi,paiN Gaming,top,0,2,1,14804,339.0,0.5
2018-03-03 22:08:27,Tay,paiN Gaming,jng,0,2,2,12224,209.0,1.0
2018-03-03 22:08:27,tinowns,paiN Gaming,mid,0,1,2,16481,426.0,2.0
2018-03-03 22:08:27,Matsukaze,paiN Gaming,bot,2,2,0,18816,477.0,1.0
2018-03-03 22:08:27,Loop,paiN Gaming,sup,0,1,1,11051,98.0,1.0
2018-03-03 22:08:27,SkyBart,ProGaming Esports,top,1,0,4,17034,361.0,inf
2018-03-03 22:08:27,Minerva,ProGaming Esports,jng,3,0,4,15500,241.0,inf
2018-03-03 22:08:27,Lynkez,ProGaming Esports,mid,1,1,5,18482,398.0,6.0
2018-03-03 22:08:27,Luskka,ProGaming Esports,bot,3,1,2,22134,523.0,5.0
2018-03-03 22:08:27,Professor,ProGaming Esports,sup,0,0,5,11765,61.0,inf
2018-03-03 22:08:27,,paiN Gaming,team,2,8,6,73376,,1.0
2018-03-03 22:08:27,,ProGaming Esports,team,8,2,20,84915,,14.0
2018-03-04 16:01:06,Robo,CNB e-Sports Club,top,10,2,5,15155,249.0,7.5
2018-03-04 16:01:06,Yampi,CNB e-Sports Club,jng,1,2,15,11479,140.0,8.0
2018-03-04 16:01:06,Rakin,CNB e-Sports Club,mid,4,2,5,14385,288.0,4.5
2018-03-04 16:01:06,pbO,CNB e-Sports Club,bot,3,4,8,14535,281.0,2.75
2018-03-04 16:01:06,Baiano,CNB e-Sports Club,sup,1,1,10,9968,23.0,11.0
2018-03-04 16:01:06,Lactea,Team oNe eSports,top,3,8,5,12795,266.0,1.0
2018-03-04 16:01:06,4LaN,Team oNe eSports,jng,3,2,7,9900,154.0,5.0
2018-03-04 16:01:06,Brucer,Team oNe eSports,mid,3,2,4,13564,348.0,3.5
2018-03-04 16:01:06,Vitin,Team oNe eSports,bot,2,4,6,11475,239.0,2.0
2018-03-04 16:01:06,RedBert,Team oNe eSports,sup,0,3,9,7796,57.0,3.0
2018-03-04 16:01:06,,CNB e-Sports Club,team,19,11,43,65522,,5.64
2018-03-04 16:01:06,,Team oNe eSports,team,11,19,31,55530,,2.21
2018-03-04 17:11:17,Lactea,Team oNe eSports,top,1,5,5,9841,236.0,1.2
2018-03-04 17:11:17,4LaN,Team oNe eSports,jng,1,1,3,8322,138.0,4.0
2018-03-04 17:11:17,Brucer,Team oNe eSports,mid,3,3,1,10549,248.0,1.33
2018-03-04 17:11:17,Vitin,Team oNe eSports,bot,1,3,3,10274,228.0,1.33
2018-03-04 17:11:17,RedBert,Team oNe eSports,sup,0,0,4,6133,21.0,inf
2018-03-04 17:11:17,Robo,CNB e-Sports Club,top,3,2,6,11543,194.0,4.5
2018-03-04 17:11:17,Turtle,CNB e-Sports Club,jng,2,2,3,9951,139.0,2.5
2018-03-04 17:11:17,Rakin,CNB e-Sports Club,mid,3,1,4,12293,257.0,7.0
2018-03-04 17:11:17,pbO,CNB e-Sports Club,bot,3,1,8,12680,247.0,11.0
2018-03-04 17:11:17,Baiano,CNB e-Sports Club,sup,1,0,10,8982,60.0,inf
2018-03-04 17:11:17,,Team oNe eSports,team,6,12,16,45119,,1.83
2018-03-04 17:11:17,,CNB e-Sports Club,team,12,6,31,55449,,7.17
2018-03-04 18:08:27,Yang,Vivo Keyd,top,5,1,4,10953,191.0,9.0
2018-03-04 18:08:27,Revolta,Vivo Keyd,jng,3,1,11,9875,126.0,14.0
2018-03-04 18:08:27,tockers,Vivo Keyd,mid,3,1,8,12235,268.0,11.0
2018-03-04 18:08:27,micaO,Vivo Keyd,bot,4,4,9,12410,209.0,3.25
2018-03-04 18:08:27,Jockster,Vivo Keyd,sup,2,3,10,8381,54.0,4.0
2018-03-04 18:08:27,Zantins,KaBuM! e-Sports,top,0,2,4,9937,214.0,2.0
2018-03-04 18:08:27,Ranger,KaBuM! e-Sports,jng,1,5,6,8738,129.0,1.4
2018-03-04 18:08:27,dyNquedo,KaBuM! e-Sports,mid,0,3,5,8801,191.0,1.67
2018-03-04 18:08:27,TitaN,KaBuM! e-Sports,bot,8,4,1,12704,257.0,2.25
2018-03-04 18:08:27,Riyev,KaBuM! e-Sports,sup,1,3,4,7086,55.0,1.67
2018-03-04 18:08:27,,Vivo Keyd,team,17,10,42,53854,,5.9
2018-03-04 18:08:27,,KaBuM! e-Sports,team,10,17,20,47266,,1.76
2018-03-04 19:15:38,Zantins,KaBuM! e-Sports,top,1,2,1,9504,243.0,1.0
2018-03-04 19:15:38,Ranger,KaBuM! e-Sports,jng,2,4,4,7732,115.0,1.5
2018-03-04 19:15:38,dyNquedo,KaBuM! e-Sports,mid,1,3,1,8737,216.0,0.67
2018-03-04 19:15:38,TitaN,KaBuM! e-Sports,bot,2,4,4,9540,225.0,1.5
2018-03-04 19:15:38,Riyev,KaBuM! e-Sports,sup,2,3,6,6214,20.0,2.67
2018-03-04 19:15:38,Yang,Vivo Keyd,top,3,0,8,10595,216.0,inf
2018-03-04 19:15:38,Revolta,Vivo Keyd,jng,2,0,13,10007,137.0,inf
2018-03-04 19:15:38,tockers,Vivo Keyd,mid,6,2,7,12523,239.0,6.5
2018-03-04 19:15:38,micaO,Vivo Keyd,bot,5,1,9,12800,247.0,14.0
2018-03-04 19:15:38,Jockster,Vivo Keyd,sup,0,5,9,7142,53.0,1.8
2018-03-04 19:15:38,,KaBuM! e-Sports,team,8,16,16,41727,,1.5
2018-03-04 19:15:38,,Vivo Keyd,team,16,8,46,53067,,7.75
2018-03-10 16:00:16,SkyBart,ProGaming Esports,top,1,2,2,10872,259.0,1.5
2018-03-10 16:00:16,Minerva,ProGaming Esports,jng,1,2,4,9107,145.0,2.5
2018-03-10 16:00:16,Goku,ProGaming Esports,mid,2,3,3,12408,300.0,1.67
2018-03-10 16:00:16,Luskka,ProGaming Esports,bot,2,2,3,13602,310.0,2.5
2018-03-10 16:00:16,Professor,ProGaming Esports,sup,0,1,5,8048,68.0,5.0
2018-03-10 16:00:16,Lactea,Team oNe eSports,top,4,0,4,15532,328.0,inf
2018-03-10 16:00:16,4LaN,Team oNe eSports,jng,0,3,2,11563,199.0,0.67
2018-03-10 16:00:16,Brucer,Team oNe eSports,mid,3,1,2,14892,348.0,5.0
2018-03-10 16:00:16,Vitin,Team oNe eSports,bot,3,2,4,15022,335.0,3.5
2018-03-10 16:00:16,RedBert,Team oNe eSports,sup,0,0,9,9615,34.0,inf
2018-03-10 16:00:16,,ProGaming Esports,team,6,10,17,54037,,2.3
2018-03-10 16:00:16,,Team oNe eSports,team,10,6,21,66624,,5.17
2018-03-10 17:10:42,Edger,Team oNe eSports,top,0,1,3,16854,419.0,3.0
2018-03-10 17:10:42,Prb,Team oNe eSports,jng,0,1,7,12939,199.0,7.0
2018-03-10 17:10:42,Brucer,Team oNe eSports,mid,4,1,2,17818,399.0,6.0
2018-03-10 17:10:42,Vitin,Team oNe eSports,bot,2,2,4,17318,388.0,3.0
2018-03-10 17:10:42,RedBert,Team oNe eSports,sup,1,2,6,11385,71.0,3.5
2018-03-10 17:10:42,SkyBart,ProGaming Esports,top,0,1,7,14960,353.0,7.0
2018-03-10 17:10:42,Minerva,ProGaming Esports,jng,0,2,2,11419,193.0,1.0
2018-03-10 17:10:42,Lynkez,ProGaming Esports,mid,5,1,0,18814,465.0,5.0
2018-03-10 17:10:42,Luskka,ProGaming Esports,bot,2,1,1,16689,429.0,3.0
2018-03-10 17:10:42,BocaJR,ProGaming Esports,sup,0,2,3,10156,102.0,1.5
2018-03-10 17:10:42,,Team oNe eSports,team,7,7,22,76314,,4.14
2018-03-10 17:10:42,,ProGaming Esports,team,7,7,13,72038,,2.86
2018-03-10 18:20:52,Robo,CNB e-Sports Club,top,0,1,6,9147,200.0,6.0
2018-03-10 18:20:52,Turtle,CNB e-Sports Club,jng,1,0,10,8350,104.0,inf
2018-03-10 18:20:52,Rakin,CNB e-Sports Club,mid,6,0,5,11654,221.0,inf
2018-03-10 18:20:52,pbO,CNB e-Sports Club,bot,5,1,4,11354,212.0,9.0
2018-03-10 18:20:52,Baiano,CNB e-Sports Club,sup,0,2,11,7161,10.0,5.5
2018-03-10 18:20:52,Yang,Vivo Keyd,top,1,0,0,10790,248.0,inf
2018-03-10 18:20:52,Revolta,Vivo Keyd,jng,1,1,1,7366,132.0,2.0
2018-03-10 18:20:52,tockers,Vivo Keyd,mid,0,3,4,8586,210.0,1.33
2018-03-10 18:20:52,micaO,Vivo Keyd,bot,2,4,1,9191,218.0,0.75
2018-03-10 18:20:52,Jockster,Vivo Keyd,sup,0,4,3,5435,40.0,0.75
2018-03-10 18:20:52,,CNB e-Sports Club,team,12,4,36,47666,,12.0
2018-03-10 18:20:52,,Vivo Keyd,team,4,12,9,41368,,1.08
2018-03-10 19:18:01,Yang,Vivo Keyd,top,2,3,4,12296,267.0,2.0
2018-03-10 19:18:01,Revolta,Vivo Keyd,jng,3,4,4,11109,168.0,1.75
2018-03-10 19:18:01,tockers,Vivo Keyd,mid,2,5,8,13083,288.0,2.0
2018-03-10 19:18:01,micaO,Vivo Keyd,bot,4,5,6,15409,339.0,2.0
2018-03-10 19:18:01,Jockster,Vivo Keyd,sup,1,3,9,10014,80.0,3.33
2018-03-10 19:18:01,Robo,CNB e-Sports Club,top,2,5,14,12753,221.0,3.2
2018-03-10 19:18:01,Yampi,CNB e-Sports Club,jng,1,3,13,11166,168.0,4.67
2018-03-10 19:18:01,Rakin,CNB e-Sports Club,mid,6,1,11,17486,361.0,17.0
2018-03-10 19:18:01,pbO,CNB e-Sports Club,bot,11,1,5,16383,288.0,16.0
2018-03-10 19:18:01,Baiano,CNB e-Sports Club,sup,0,2,16,10199,47.0,8.0
2018-03-10 19:18:01,,Vivo Keyd,team,12,20,31,61911,,2.15
2018-03-10 19:18:01,,CNB e-Sports Club,team,20,12,59,67987,,6.58
2018-03-11 16:01:59,Ayel,INTZ,top,4,3,9,12920,251.0,4.33
2018-03-11 16:01:59,Shini,INTZ,jng,4,5,7,13437,220.0,2.2
2018-03-11 16:01:59,Envy,INTZ,mid,2,3,10,14672,343.0,4.0
2018-03-11 16:01:59,Absolut,INTZ,bot,6,2,6,17621,390.0,6.0
2018-03-11 16:01:59,Zirigui,INTZ,sup,0,6,14,9858,30.0,2.33
2018-03-11 16:01:59,Zantins,KaBuM! e-Sports,top,3,3,12,17416,363.0,5.0
2018-03-11 16:01:59,Ranger,KaBuM! e-Sports,jng,3,4,12,13963,191.0,3.75
2018-03-11 16:01:59,dyNquedo,KaBuM! e-Sports,mid,2,3,15,15096,293.0,5.67
2018-03-11 16:01:59,TitaN,KaBuM! e-Sports,bot,10,3,7,19021,361.0,5.67
2018-03-11 16:01:59,Riyev,KaBuM! e-Sports,sup,1,3,16,12208,111.0,5.67
2018-03-11 16:01:59,,INTZ,team,16,19,46,68508,,3.26
2018-03-11 16:01:59,,KaBuM! e-Sports,team,19,16,62,77704,,5.06
2018-03-11 17:13:21,Zantins,KaBuM! e-Sports,top,2,3,4,11476,235.0,2.0
2018-03-11 17:13:21,Ranger,KaBuM! e-Sports,jng,4,0,3,10114,148.0,inf
2018-03-11 17:13:21,dyNquedo,KaBuM! e-Sports,mid,0,0,8,10262,235.0,inf
2018-03-11 17:13:21,TitaN,KaBuM! e-Sports,bot,3,0,2,12105,268.0,inf
2018-03-11 17:13:21,Riyev,KaBuM! e-Sports,sup,0,0,5,7000,14.0,inf
2018-03-11 17:13:21,Ayel,INTZ,top,0,2,2,8117,203.0,1.0
2018-03-11 17:13:21,Shini,INTZ,jng,1,1,1,7812,143.0,2.0
2018-03-11 17:13:21,Envy,INTZ,mid,2,1,0,10605,257.0,2.0
2018-03-11 17:13:21,Absolut,INTZ,bot,0,1,0,9139,251.0,0.0
2018-03-11 17:13:21,Zirigui,INTZ,sup,0,4,0,5122,42.0,0.0
2018-03-11 17:13:21,,KaBuM! e-Sports,team,9,3,22,50957,,10.33
2018-03-11 17:13:21,,INTZ,team,3,9,3,40795,,0.67
2018-03-11 18:12:01,takeshi,paiN Gaming,top,2,3,3,20250,432.0,1.67
2018-03-11 18:12:01,Tay,paiN Gaming,jng,2,2,0,13981,258.0,1.0
2018-03-11 18:12:01,tinowns,paiN Gaming,mid,1,2,3,17203,436.0,2.0
2018-03-11 18:12:01,Matsukaze,paiN Gaming,bot,1,1,4,19776,518.0,5.0
2018-03-11 18:12:01,Loop,paiN Gaming,sup,0,5,5,10793,90.0,1.0
2018-03-11 18:12:01,Lep,RED Canids,top,2,2,7,18777,426.0,4.5
2018-03-11 18:12:01,Winged,RED Canids,jng,2,1,8,15548,272.0,10.0
2018-03-11 18:12:01,Sky,RED Canids,mid,2,1,9,21886,536.0,11.0
2018-03-11 18:12:01,Sacy,RED Canids,bot,7,1,5,21331,490.0,12.0
2018-03-11 18:12:01,Cabu,RED Canids,sup,0,1,11,11316,64.0,11.0
2018-03-11 18:12:01,,paiN Gaming,team,6,13,15,82003,,1.62
2018-03-11 18:12:01,,RED Canids,team,13,6,40,88858,,8.83
2018-03-11 19:36:07,Lep,RED Canids,top,1,1,7,17078,397.0,8.0
2018-03-11 19:36:07,Winged,RED Canids,jng,2,2,11,14299,236.0,6.5
2018-03-11 19:36:07,Sky,RED Canids,mid,4,1,3,18230,435.0,7.0
2018-03-11 19:36:07,Sacy,RED Canids,bot,6,2,8,18375,374.0,7.0
2018-03-11 19:36:07,Cabu,RED Canids,sup,3,2,11,11174,29.0,7.0
2018-03-11 19:36:07,takeshi,paiN Gaming,top,0,3,8,11946,290.0,2.67
2018-03-11 19:36:07,Tay,paiN Gaming,jng,0,3,6,10078,162.0,2.0
2018-03-11 19:36:07,tinowns,paiN Gaming,mid,3,2,4,16137,425.0,3.5
2018-03-11 19:36:07,Matsukaze,paiN Gaming,bot,3,3,4,14623,358.0,2.33
2018-03-11 19:36:07,Loop,paiN Gaming,sup,2,5,6,8625,72.0,1.6
2018-03-11 19:36:07,,RED Canids,team,16,8,40,79156,,7.0
2018-03-11 19:36:07,,paiN Gaming,team,8,16,28,61409,,2.25
2018-03-17 16:09:01,Robo,CNB e-Sports Club,top,5,7,8,22083,444.0,1.86
2018-03-17 16:09:01,Yampi,CNB e-Sports Club,jng,2,7,10,17513,253.0,1.71
2018-03-17 16:09:01,Rakin,CNB e-Sports Club,mid,5,2,12,25435,573.0,8.5
2018-03-17 16:09:01,pbO,CNB e-Sports Club,bot,9,3,9,26147,544.0,6.0
2018-03-17 16:09:01,Baiano,CNB e-Sports Club,sup,0,8,18,17038,182.0,2.25
2018-03-17 16:09:01,SkyBart,ProGaming Esports,top,3,4,14,18699,364.0,4.25
2018-03-17 16:09:01,Minerva,ProGaming Esports,jng,7,3,13,18835,283.0,6.67
2018-03-17 16:09:01,Goku,ProGaming Esports,mid,8,3,14,23751,508.0,7.33
2018-03-17 16:09:01,Luskka,ProGaming Esports,bot,8,3,14,24451,470.0,7.33
2018-03-17 16:09:01,Professor,ProGaming Esports,sup,1,8,19,14762,104.0,2.5
2018-03-17 16:09:01,,CNB e-Sports Club,team,21,27,57,108216,,2.89
2018-03-17 16:09:01,,ProGaming Esports,team,27,21,74,100498,,4.81
2018-03-17 18:01:41,SkyBart,ProGaming Esports,top,5,2,13,17471,326.0,9.0
2018-03-17 18:01:41,Minerva,ProGaming Esports,jng,2,3,14,10924,140.0,5.33
2018-03-17 18:01:41,Goku,ProGaming Esports,mid,7,2,9,15112,309.0,8.0
2018-03-17 18:01:41,Luskka,ProGaming Esports,bot,7,1,12,14807,282.0,19.0
2018-03-17 18:01:41,Professor,ProGaming Esports,sup,0,2,19,9494,24.0,9.5
2018-03-17 18:01:41,Robo,CNB e-Sports Club,top,2,4,5,11965,254.0,1.75
2018-03-17 18:01:41,Yampi,CNB e-Sports Club,jng,1,4,5,9758,152.0,1.5
2018-03-17 18:01:41,Rakin,CNB e-Sports Club,mid,6,3,4,13053,259.0,3.33
2018-03-17 18:01:41,pbO,CNB e-Sports Club,bot,1,6,6,12101,279.0,1.17
2018-03-17 18:01:41,Baiano,CNB e-Sports Club,sup,0,4,7,7616,63.0,1.75
2018-03-17 18:01:41,,ProGaming Esports,team,21,10,67,67808,,8.8
2018-03-17 18:01:41,,CNB e-Sports Club,team,10,21,27,54493,,1.76
2018-03-17 18:47:21,Robo,CNB e-Sports Club,top,2,1,3,12429,272.0,5.0
2018-03-17 18:47:21,Turtle,CNB e-Sports Club,jng,0,4,9,9730,148.0,2.25
2018-03-17 18:47:21,Rakin,CNB e-Sports Club,mid,8,0,2,14895,297.0,inf
2018-03-17 18:47:21,pbO,CNB e-Sports Club,bot,1,3,4,12055,269.0,1.67
2018-03-17 18:47:21,Baiano,CNB e-Sports Club,sup,0,1,7,8356,70.0,7.0
2018-03-17 18:47:21,SkyBart,ProGaming Esports,top,1,2,1,10446,251.0,1.0
2018-03-17 18:47:21,Minerva,ProGaming Esports,jng,2,0,5,9320,166.0,inf
2018-03-17 18:47:21,Goku,ProGaming Esports,mid,4,4,2,11315,275.0,1.5
2018-03-17 18:47:21,Luskka,ProGaming Esports,bot,1,1,5,9818,235.0,6.0
2018-03-17 18:47:21,Professor,ProGaming Esports,sup,1,4,3,6203,42.0,1.0
2018-03-17 18:47:21,,CNB e-Sports Club,team,11,9,25,57465,,4.0
2018-03-17 18:47:21,,ProGaming Esports,team,9,11,16,47102,,2.27
2018-03-17 19:43:37,SkyBart,ProGaming Esports,top,3,5,16,16040,281.0,3.8
2018-03-17 19:43:37,Minerva,ProGaming Esports,jng,2,4,18,11329,144.0,5.0
2018-03-17 19:43:37,Goku,ProGaming Esports,mid,12,1,8,17677,314.0,20.0
2018-03-17 19:43:37,Luskka,ProGaming Esports,bot,8,2,12,16952,348.0,10.0
2018-03-17 19:43:37,Professor,ProGaming Esports,sup,0,2,16,8664,55.0,8.0
2018-03-17 19:43:37,Robo,CNB e-Sports Club,top,4,7,7,13689,296.0,1.57
2018-03-17 19:43:37,Turtle,CNB e-Sports Club,jng,3,4,7,10678,165.0,2.5
2018-03-17 19:43:37,Rakin,CNB e-Sports Club,mid,4,2,4,13823,332.0,4.0
2018-03-17 19:43:37,pbO,CNB e-Sports Club,bot,3,4,5,12858,288.0,2.0
2018-03-17 19:43:37,Baiano,CNB e-Sports Club,sup,0,8,6,7219,44.0,0.75
2018-03-17 19:43:37,,ProGaming Esports,team,25,14,70,70662,,6.79
2018-03-17 19:43:37,,CNB e-Sports Club,team,14,25,29,58267,,1.72
2018-03-17 20:43:50,Robo,CNB e-Sports Club,top,2,7,18,16192,336.0,2.86
2018-03-17 20:43:50,Turtle,CNB e-Sports Club,jng,2,6,8,11469,153.0,1.67
2018-03-17 20:43:50,Rakin,CNB e-Sports Club,mid,15,2,5,19825,388.0,10.0
2018-03-17 20:43:50,pbO,CNB e-Sports Club,bot,3,3,10,14231,277.0,4.33
2018-03-17 20:43:50,Baiano,CNB e-Sports Club,sup,0,4,17,9398,24.0,4.25
2018-03-17 20:43:50,SkyBart,ProGaming Esports,top,3,5,15,13301,206.0,3.6
2018-03-17 20:43:50,Minerva,ProGaming Esports,jng,2,6,16,12319,154.0,3.0
2018-03-17 20:43:50,Goku,ProGaming Esports,mid,7,3,8,17269,355.0,5.0
2018-03-17 20:43:50,Luskka,ProGaming Esports,bot,8,5,12,17145,316.0,4.0
2018-03-17 20:43:50,Professor,ProGaming Esports,sup,2,3,20,10545,47.0,7.33
2018-03-17 20:43:50,,CNB e-Sports Club,team,22,22,58,71115,,3.64
2018-03-17 20:43:50,,ProGaming Esports,team,22,22,71,70579,,4.23
2018-03-18 16:05:03,Yang,Vivo Keyd,top,2,0,4,14029,287.0,inf
2018-03-18 16:05:03,Revolta,Vivo Keyd,jng,2,0,5,11454,167.0,inf
2018-03-18 16:05:03,tockers,Vivo Keyd,mid,2,1,6,14902,329.0,8.0
2018-03-18 16:05:03,micaO,Vivo Keyd,bot,7,1,5,15715,296.0,12.0
2018-03-18 16:05:03,Jockster,Vivo Keyd,sup,0,2,7,8671,64.0,3.5
2018-03-18 16:05:03,Robo,CNB e-Sports Club,top,1,2,2,11051,251.0,1.5
2018-03-18 16:05:03,Yampi,CNB e-Sports Club,jng,1,4,2,9624,157.0,0.75
2018-03-18 16:05:03,Rakin,CNB e-Sports Club,mid,2,2,2,12005,291.0,2.0
2018-03-18 16:05:03,pbO,CNB e-Sports Club,bot,0,3,3,11576,277.0,1.0
2018-03-18 16:05:03,Baiano,CNB e-Sports Club,sup,0,2,4,7721,33.0,2.0
2018-03-18 16:05:03,,Vivo Keyd,team,13,4,27,64771,,10.0
2018-03-18 16:05:03,,CNB e-Sports Club,team,4,13,13,51977,,1.31
2018-03-18 17:04:15,Robo,CNB e-Sports Club,top,1,8,4,10870,234.0,0.62
2018-03-18 17:04:15,Yampi,CNB e-Sports Club,jng,2,6,3,7620,122.0,0.83
2018-03-18 17:04:15,Rakin,CNB e-Sports Club,mid,2,2,2,9428,233.0,2.0
2018-03-18 17:04:15,pbO,CNB e-Sports Club,bot,1,6,4,8725,203.0,0.83
2018-03-18 17:04:15,Baiano,CNB e-Sports Club,sup,0,1,6,5601,53.0,6.0
2018-03-18 17:04:15,Yang,Vivo Keyd,top,8,0,5,14676,250.0,inf
2018-03-18 17:04:15,Revolta,Vivo Keyd,jng,5,1,12,10987,136.0,17.0
2018-03-18 17:04:15,tockers,Vivo Keyd,mid,4,0,4,13420,291.0,inf
2018-03-18 17:04:15,micaO,Vivo Keyd,bot,5,2,7,12509,237.0,6.0
2018-03-18 17:04:15,Jockster,Vivo Keyd,sup,1,3,12,8261,56.0,4.33
2018-03-18 17:04:15,,CNB e-Sports Club,team,6,23,19,42244,,1.09
2018-03-18 17:04:15,,Vivo Keyd,team,23,6,40,59853,,10.5
2018-03-18 18:00:37,Yang,Vivo Keyd,top,3,4,13,15171,278.0,4.0
2018-03-18 18:00:37,Revolta,Vivo Keyd,jng,4,1,11,14069,210.0,15.0
2018-03-18 18:00:37,tockers,Vivo Keyd,mid,11,3,8,17737,314.0,6.33
2018-03-18 18:00:37,micaO,Vivo Keyd,bot,2,2,10,16613,369.0,6.0
2018-03-18 18:00:37,Jockster,Vivo Keyd,sup,1,7,7,9950,59.0,1.14
2018-03-18 18:00:37,Robo,CNB e-Sports Club,top,2,5,14,12530,253.0,3.2
2018-03-18 18:00:37,Turtle,CNB e-Sports Club,jng,2,9,5,9613,128.0,0.78
2018-03-18 18:00:37,Rakin,CNB e-Sports Club,mid,1,3,12,13837,349.0,4.33
2018-03-18 18:00:37,pbO,CNB e-Sports Club,bot,11,3,5,16195,324.0,5.33
2018-03-18 18:00:37,Baiano,CNB e-Sports Club,sup,1,1,15,9407,91.0,16.0
2018-03-18 18:00:37,,Vivo Keyd,team,21,17,49,73540,,4.12
2018-03-18 18:00:37,,CNB e-Sports Club,team,17,21,51,61582,,3.24
2018-03-24 16:00:57,Lep,RED Canids,top,4,0,1,14039,311.0,inf
2018-03-24 16:00:57,Winged,RED Canids,jng,2,0,5,11175,181.0,inf
2018-03-24 16:00:57,Sky,RED Canids,mid,1,1,8,14236,316.0,9.0
2018-03-24 16:00:57,Sacy,RED Canids,bot,4,1,3,15523,347.0,7.0
2018-03-24 16:00:57,Cabu,RED Canids,sup,0,1,3,8584,67.0,3.0
2018-03-24 16:00:57,Yang,Vivo Keyd,top,2,3,1,12090,268.0,1.0
2018-03-24 16:00:57,Revolta,Vivo Keyd,jng,0,3,2,8222,151.0,0.67
2018-03-24 16:00:57,tockers,Vivo Keyd,mid,0,0,2,10411,293.0,inf
2018-03-24 16:00:57,micaO,Vivo Keyd,bot,1,4,2,10914,294.0,0.75
2018-03-24 16:00:57,Jockster,Vivo Keyd,sup,0,1,3,6763,70.0,3.0
2018-03-24 16:00:57,,RED Canids,team,11,3,20,63557,,10.33
2018-03-24 16:00:57,,Vivo Keyd,team,3,11,10,48400,,1.18
2018-03-24 17:07:34,Lep,RED Canids,top,0,2,1,10407,250.0,0.5
2018-03-24 17:07:34,Winged,RED Canids,jng,0,2,0,9646,184.0,0.0
2018-03-24 17:07:34,Sky,RED Canids,mid,1,2,0,13089,370.0,0.5
2018-03-24 17:07:34,Sacy,RED Canids,bot,1,4,0,12703,349.0,0.25
2018-03-24 17:07:34,Cabu,RED Canids,sup,0,2,1,7767,72.0,0.5
2018-03-24 17:07:34,Yang,Vivo Keyd,top,2,1,6,15246,310.0,8.0
2018-03-24 17:07:34,Revolta,Vivo Keyd,jng,3,0,7,12826,176.0,inf
2018-03-24 17:07:34,tockers,Vivo Keyd,mid,3,0,4,15230,344.0,inf
2018-03-24 17:07:34,micaO,Vivo Keyd,bot,3,1,5,15939,346.0,8.0
2018-03-24 17:07:34,Jockster,Vivo Keyd,sup,1,0,7,10468,98.0,inf
2018-03-24 17:07:34,,RED Canids,team,2,12,2,53612,,0.33
2018-03-24 17:07:34,,Vivo Keyd,team,12,2,29,69709,,20.5
2018-03-24 18:05:33,Yang,Vivo Keyd,top,4,2,4,21958,501.0,4.0
2018-03-24 18:05:33,Revolta,Vivo Keyd,jng,0,4,3,13720,216.0,0.75
2018-03-24 18:05:33,tockers,Vivo Keyd,mid,4,2,4,20158,460.0,4.0
2018-03-24 18:05:33,micaO,Vivo Keyd,bot,3,3,7,22009,532.0,3.33
2018-03-24 18:05:33,Jockster,Vivo Keyd,sup,0,4,8,12168,93.0,2.0
2018-03-24 18:05:33,Lep,RED Canids,top,1,1,7,18466,428.0,8.0
2018-03-24 18:05:33,Winged,RED Canids,jng,2,3,10,14871,205.0,4.0
2018-03-24 18:05:33,Sky,RED Canids,mid,10,1,3,22399,468.0,13.0
2018-03-24 18:05:33,Sacy,RED Canids,bot,2,3,7,20037,468.0,3.0
2018-03-24 18:05:33,Cabu,RED Canids,sup,0,3,10,12375,101.0,3.33
2018-03-24 18:05:33,,Vivo Keyd,team,11,15,26,90013,,2.47
2018-03-24 18:05:33,,RED Canids,team,15,11,37,88148,,4.73
2018-03-24 19:19:52,Lep,RED Canids,top,2,2,11,16767,354.0,6.5
2018-03-24 19:19:52,Winged,RED Canids,jng,1,5,14,15081,255.0,3.0
2018-03-24 19:19:52,Sky,RED Canids,mid,6,2,5,20804,487.0,5.5
2018-03-24 19:19:52,Sacy,RED Canids,bot,9,1,4,20964,471.0,13.0
2018-03-24 19:19:52,Cabu,RED Canids,sup,0,1,13,11760,106.0,13.0
2018-03-24 19:19:52,Yang,Vivo Keyd,top,2,4,6,19013,394.0,2.0
