playername,teamname,position,kills,deaths,assists,totalgold,total cs,KDA
,Netshoes Miners,team,31,31,72,70355,,3.32
Trap,Rensga eSports,top,8,3,2,15012,260.0,3.33
Minerva,Rensga eSports,jng,0,4,4,9880,178.0,1.0
Goku,Rensga eSports,mid,2,1,7,10744,217.0,9.0
NinjaKiwi,Rensga eSports,bot,2,3,5,12360,269.0,2.33
Mocha,Rensga eSports,sup,0,3,8,7098,17.0,2.67
Tyrin,INTZ,top,5,2,5,11041,213.0,5.0
Yampi,INTZ,jng,1,4,9,8387,143.0,2.5
Kick,INTZ,mid,2,2,9,9923,202.0,5.5
micaO,INTZ,bot,4,1,4,12577,263.0,8.0
Decoy,INTZ,sup,2,3,10,7356,22.0,4.0
,Rensga eSports,team,12,14,26,55094,,2.71
,INTZ,team,14,12,37,49284,,4.25
Guigo,RED Canids,top,3,4,3,11874,206.0,1.5
Aegis,RED Canids,jng,2,2,2,9944,199.0,2.0
Avenger,RED Canids,mid,1,4,3,8580,193.0,1.0
TitaN,RED Canids,bot,0,3,1,8842,208.0,0.33
Jojo,RED Canids,sup,1,6,3,5673,28.0,0.67
Boal,Flamengo Esports,top,3,3,8,10265,204.0,3.67
Sting,Flamengo Esports,jng,3,1,10,9521,150.0,13.0
Tutsz,Flamengo Esports,mid,5,0,8,11182,209.0,inf
Flare,Flamengo Esports,bot,6,1,9,12701,209.0,15.0
Kuri,Flamengo Esports,sup,2,2,10,6932,34.0,6.0
,RED Canids,team,7,19,12,44913,,1.0
,Flamengo Esports,team,19,7,45,50601,,9.14
Wizer,paiN Gaming,top,5,3,10,17570,345.0,5.0
CarioK,paiN Gaming,jng,3,5,11,12707,173.0,2.8
dyNquedo,paiN Gaming,mid,3,4,7,14435,270.0,2.5
Trigo,paiN Gaming,bot,8,1,9,18819,373.0,17.0
Damage,paiN Gaming,sup,3,4,13,10702,49.0,4.0
Robo,LOUD,top,2,6,6,12940,272.0,1.33
Tay,LOUD,jng,7,4,5,12737,212.0,3.0
tinowns,LOUD,mid,5,4,7,15980,341.0,3.0
DudsTheBoy,LOUD,bot,2,5,5,16331,368.0,1.4
Ceos,LOUD,sup,1,4,11,8218,32.0,3.0
,paiN Gaming,team,22,17,50,74233,,4.24
,LOUD,team,17,23,34,66206,,2.22
Kiari,Liberty,top,4,2,3,16210,329.0,3.5
Disamis,Liberty,jng,5,2,6,14240,228.0,5.5
Krastyel,Liberty,mid,1,0,8,13137,281.0,inf
Matsukaze,Liberty,bot,4,0,7,17077,336.0,inf
Wos,Liberty,sup,0,1,10,9012,32.0,10.0
fNb,FURIA,top,2,3,2,17235,379.0,1.33
Ranger,FURIA,jng,0,4,0,11211,228.0,0.0
Envy,FURIA,mid,2,0,2,14578,342.0,inf
Netuno,FURIA,bot,1,1,1,15795,380.0,2.0
RedBert,FURIA,sup,0,6,3,8011,23.0,0.5
,Liberty,team,14,5,34,69676,,9.6
,FURIA,team,5,14,8,66830,,0.93
Wizer,paiN Gaming,top,3,5,10,14138,270.0,2.6
CarioK,paiN Gaming,jng,2,3,9,10965,194.0,3.67
dyNquedo,paiN Gaming,mid,5,0,6,13339,255.0,inf
Trigo,paiN Gaming,bot,7,0,6,15244,306.0,inf
Damage,paiN Gaming,sup,0,1,5,6999,36.0,5.0
Trap,Rensga eSports,top,1,5,4,12525,275.0,1.0
Minerva,Rensga eSports,jng,5,4,2,11093,191.0,1.75
Goku,Rensga eSports,mid,1,3,2,10709,265.0,1.0
NinjaKiwi,Rensga eSports,bot,2,2,3,11951,293.0,2.5
Mocha,Rensga eSports,sup,0,3,5,6363,38.0,1.67
,paiN Gaming,team,17,9,36,60685,,5.89
,Rensga eSports,team,9,17,16,52641,,1.47
fNb,FURIA,top,1,3,1,10177,227.0,0.67
Ranger,FURIA,jng,1,5,2,9595,198.0,0.6
Envy,FURIA,mid,1,2,2,10164,225.0,1.5
Netuno,FURIA,bot,0,2,2,10641,270.0,1.0
RedBert,FURIA,sup,0,4,1,5793,33.0,0.25
Parang,KaBuM! e-Sports,top,4,1,6,11799,220.0,10.0
Wiz,KaBuM! e-Sports,jng,2,0,13,10527,156.0,inf
Hauz,KaBuM! e-Sports,mid,4,1,9,12146,234.0,13.0
Disave,KaBuM! e-Sports,bot,5,0,8,14340,294.0,inf
Scuro,KaBuM! e-Sports,sup,1,1,11,7046,32.0,12.0
,FURIA,team,3,16,8,46370,,0.69
,KaBuM! e-Sports,team,16,3,47,55858,,21.0
Mito,Flamengo Esports,top,0,3,2,8287,199.0,0.67
asta,Flamengo Esports,jng,2,4,1,8383,158.0,0.75
Tutsz,Flamengo Esports,mid,2,1,1,10175,222.0,3.0
Flare,Flamengo Esports,bot,0,2,0,9623,246.0,0.0
Gyeong,Flamengo Esports,sup,0,5,3,5592,36.0,0.6
Kiari,Liberty,top,1,2,7,12114,239.0,4.0
Disamis,Liberty,jng,5,0,7,11081,176.0,inf
Krastyel,Liberty,mid,4,1,5,12205,268.0,9.0
Matsukaze,Liberty,bot,4,1,5,11353,220.0,9.0
Wos,Liberty,sup,1,0,11,6935,10.0,inf
,Flamengo Esports,team,4,15,7,42060,,0.73
,Liberty,team,15,4,35,53688,,12.5
Tyrin,INTZ,top,2,5,4,12899,275.0,1.2
Yampi,INTZ,jng,6,3,8,13249,195.0,4.67
Kick,INTZ,mid,4,2,5,15014,317.0,4.5
micaO,INTZ,bot,3,2,8,16620,344.0,5.5
Decoy,INTZ,sup,0,2,14,9138,55.0,7.0
Guigo,RED Canids,top,1,3,5,13939,292.0,2.0
Aegis,RED Canids,jng,5,2,8,14833,252.0,6.5
Grevthar,RED Canids,mid,5,3,5,15361,300.0,3.33
TitaN,RED Canids,bot,1,1,9,16385,364.0,10.0
Jojo,RED Canids,sup,2,6,7,9645,42.0,1.5
,INTZ,team,15,14,39,66920,,3.86
,RED Canids,team,14,15,34,70163,,3.2
Robo,LOUD,top,1,5,1,12191,274.0,0.4
Tay,LOUD,jng,0,4,2,8127,141.0,0.5
tinowns,LOUD,mid,2,2,2,12352,273.0,2.0
DudsTheBoy,LOUD,bot,3,5,1,12481,280.0,0.8
Ceos,LOUD,sup,0,5,3,6585,41.0,0.6
DoRun,Netshoes Miners,top,8,1,3,12812,232.0,11.0
Croc,Netshoes Miners,jng,8,2,9,15823,263.0,8.5
Anyyy,Netshoes Miners,mid,2,0,11,13489,308.0,inf
Celo,Netshoes Miners,bot,2,2,10,12035,241.0,6.0
Hawk,Netshoes Miners,sup,1,1,12,7833,32.0,13.0
,LOUD,team,6,21,9,51736,,0.71
,Netshoes Miners,team,21,6,45,61992,,11.0
Kiari,Liberty,top,6,1,3,12436,215.0,9.0
Disamis,Liberty,jng,5,1,9,10488,152.0,14.0
Krastyel,Liberty,mid,2,2,11,10110,209.0,6.5
Matsukaze,Liberty,bot,4,0,9,10254,192.0,inf
Wos,Liberty,sup,0,3,12,6156,27.0,4.0
Tyrin,INTZ,top,1,5,1,9017,211.0,0.4
Yampi,INTZ,jng,2,5,4,7897,131.0,1.2
Kick,INTZ,mid,1,3,1,8645,214.0,0.67
micaO,INTZ,bot,2,3,4,8741,199.0,2.0
Decoy,INTZ,sup,1,1,5,5399,8.0,6.0
,Liberty,team,17,7,44,49444,,8.71
,INTZ,team,7,17,15,39699,,1.29
Trap,Rensga eSports,top,12,8,6,20695,352.0,2.25
Minerva,Rensga eSports,jng,2,5,11,12120,170.0,2.6
Goku,Rensga eSports,mid,5,6,6,14798,295.0,1.83
NinjaKiwi,Rensga eSports,bot,5,4,10,16450,328.0,3.75
Mocha,Rensga eSports,sup,0,8,10,7934,35.0,1.25
Robo,LOUD,top,5,7,12,17556,310.0,2.43
Tay,LOUD,jng,5,4,14,14030,195.0,4.75
tinowns,LOUD,mid,5,1,19,16744,267.0,24.0
DudsTheBoy,LOUD,bot,15,5,7,20334,306.0,4.4
Ceos,LOUD,sup,0,7,21,9731,39.0,3.0
,Rensga eSports,team,24,31,43,71997,,2.16
,LOUD,team,30,24,73,78395,,4.29
DoRun,Netshoes Miners,top,7,5,4,11667,174.0,2.2
Croc,Netshoes Miners,jng,9,8,7,12899,173.0,2.0
Anyyy,Netshoes Miners,mid,1,5,9,11640,222.0,2.0
Celo,Netshoes Miners,bot,0,6,13,13782,281.0,2.17
Hawk,Netshoes Miners,sup,3,7,6,7651,35.0,1.29
fNb,FURIA,top,5,7,18,14232,215.0,3.29
Ranger,FURIA,jng,9,5,16,13884,196.0,5.0
Envy,FURIA,mid,9,2,17,15474,257.0,13.0
Netuno,FURIA,bot,8,2,13,15271,287.0,10.5
RedBert,FURIA,sup,0,4,22,8272,34.0,5.5
,Netshoes Miners,team,20,31,39,57639,,1.9
,FURIA,team,31,20,86,67133,,5.85
Parang,KaBuM! e-Sports,top,3,0,8,15989,335.0,inf
Wiz,KaBuM! e-Sports,jng,9,2,7,13250,188.0,8.0
Hauz,KaBuM! e-Sports,mid,2,3,4,12904,272.0,2.0
Disave,KaBuM! e-Sports,bot,6,2,8,14480,295.0,7.0
Scuro,KaBuM! e-Sports,sup,0,5,11,7629,37.0,2.2
Mito,Flamengo Esports,top,1,5,6,9808,222.0,1.4
asta,Flamengo Esports,jng,5,2,7,10787,157.0,6.0
Tutsz,Flamengo Esports,mid,1,3,5,11608,288.0,2.0
Flare,Flamengo Esports,bot,2,3,10,13731,290.0,4.0
Gyeong,Flamengo Esports,sup,3,7,6,7042,22.0,1.29
,KaBuM! e-Sports,team,20,12,38,64252,,4.83
,Flamengo Esports,team,12,20,34,52976,,2.3
Guigo,RED Canids,top,1,4,4,9277,216.0,1.25
Aegis,RED Canids,jng,2,3,3,10366,212.0,1.67
Grevthar,RED Canids,mid,0,4,4,9798,238.0,1.0
TitaN,RED Canids,bot,4,4,4,11972,259.0,2.0
Jojo,RED Canids,sup,1,6,6,6362,36.0,1.17
Wizer,paiN Gaming,top,8,0,5,16732,291.0,inf
CarioK,paiN Gaming,jng,2,3,11,10724,189.0,4.33
dyNquedo,paiN Gaming,mid,6,0,11,12476,239.0,inf
Trigo,paiN Gaming,bot,5,0,8,14122,289.0,inf
Damage,paiN Gaming,sup,0,5,14,7396,42.0,2.8
,RED Canids,team,8,21,21,47775,,1.38
,paiN Gaming,team,21,8,49,61450,,8.75
DoRun,Netshoes Miners,top,1,4,3,11265,266.0,1.0
Croc,Netshoes Miners,jng,4,7,3,11129,199.0,1.0
Anyyy,Netshoes Miners,mid,1,1,5,13653,354.0,6.0
Celo,Netshoes Miners,bot,1,3,5,13477,333.0,2.0
Hawk,Netshoes Miners,sup,1,4,7,7114,32.0,2.0
Kiari,Liberty,top,1,2,8,12212,250.0,4.5
Disamis,Liberty,jng,3,4,11,12357,196.0,3.5
Krastyel,Liberty,mid,8,0,9,15964,305.0,inf
Matsukaze,Liberty,bot,7,0,9,16861,309.0,inf
Wos,Liberty,sup,0,2,19,9176,26.0,9.5
,Netshoes Miners,team,8,19,23,56638,,1.63
,Liberty,team,19,8,56,66570,,9.38
Kiari,Liberty,top,7,4,10,20371,361.0,4.25
Disamis,Liberty,jng,2,3,15,13323,199.0,5.67
Krastyel,Liberty,mid,7,1,11,16336,318.0,18.0
Matsukaze,Liberty,bot,3,2,12,19052,408.0,7.5
Wos,Liberty,sup,1,3,16,10514,47.0,5.67
DoRun,Netshoes Miners,top,2,5,7,15501,270.0,1.8
Croc,Netshoes Miners,jng,4,3,5,16092,260.0,3.0
Anyyy,Netshoes Miners,mid,2,3,10,15935,311.0,4.0
Celo,Netshoes Miners,bot,5,2,3,20508,451.0,4.0
Hawk,Netshoes Miners,sup,0,7,10,9323,34.0,1.43
,Liberty,team,20,13,64,79596,,6.46
,Netshoes Miners,team,13,20,35,77359,,2.4
Kiari,Liberty,top,4,3,9,16096,312.0,4.33
Disamis,Liberty,jng,7,1,8,13950,206.0,15.0
Krastyel,Liberty,mid,1,0,13,13153,291.0,inf
Matsukaze,Liberty,bot,5,0,4,14387,303.0,inf
Wos,Liberty,sup,1,2,9,8093,37.0,5.0
DoRun,Netshoes Miners,top,0,4,4,9772,217.0,1.0
Croc,Netshoes Miners,jng,3,3,2,10628,189.0,1.67
Anyyy,Netshoes Miners,mid,2,3,4,13851,339.0,2.0
Celo,Netshoes Miners,bot,1,4,2,11822,291.0,0.75
Hawk,Netshoes Miners,sup,0,4,4,6349,32.0,1.0
,Liberty,team,18,6,43,65679,,10.17
,Netshoes Miners,team,6,18,16,52422,,1.22
Parang,KaBuM! e-Sports,top,4,4,5,12062,255.0,2.25
Wiz,KaBuM! e-Sports,jng,5,1,6,10828,154.0,11.0
Hauz,KaBuM! e-Sports,mid,4,1,10,13794,277.0,14.0
Disave,KaBuM! e-Sports,bot,2,0,9,13891,302.0,inf
Scuro,KaBuM! e-Sports,sup,0,1,9,6531,34.0,9.0
Guigo,RED Canids,top,1,4,3,9633,211.0,1.0
Aegis,RED Canids,jng,4,3,2,10405,196.0,2.0
Grevthar,RED Canids,mid,0,2,5,10107,249.0,2.5
TitaN,RED Canids,bot,1,3,3,11157,276.0,1.33
Jojo,RED Canids,sup,1,3,2,6304,29.0,1.0
,KaBuM! e-Sports,team,15,7,39,57106,,7.71
,RED Canids,team,7,15,15,47606,,1.47
Betão,RED Canids,top,3,2,0,10714,210.0,1.5
Aegis,RED Canids,jng,1,3,3,11165,237.0,1.33
Avenger,RED Canids,mid,0,4,3,9248,235.0,0.75
TitaN,RED Canids,bot,2,3,0,10042,225.0,0.67
Jojo,RED Canids,sup,0,4,4,6014,26.0,1.0
Parang,KaBuM! e-Sports,top,6,2,6,12288,237.0,6.0
Wiz,KaBuM! e-Sports,jng,3,1,2,10382,176.0,5.0
Hauz,KaBuM! e-Sports,mid,3,0,5,12852,273.0,inf
Disave,KaBuM! e-Sports,bot,4,1,0,13655,275.0,4.0
Scuro,KaBuM! e-Sports,sup,0,2,9,7498,47.0,4.5
,RED Canids,team,6,16,10,47183,,1.0
,KaBuM! e-Sports,team,16,6,22,56675,,6.33
Betão,RED Canids,top,4,5,7,11281,179.0,2.2
Aegis,RED Canids,jng,4,6,8,11036,162.0,2.0
Avenger,RED Canids,mid,5,4,12,12716,214.0,4.25
TitaN,RED Canids,bot,4,6,7,12656,221.0,1.83
Jojo,RED Canids,sup,1,8,7,6832,26.0,1.0
Parang,KaBuM! e-Sports,top,7,3,12,12572,187.0,6.33
Wiz,KaBuM! e-Sports,jng,2,4,22,11817,150.0,6.0
Hauz,KaBuM! e-Sports,mid,10,4,8,13906,232.0,4.5
Disave,KaBuM! e-Sports,bot,9,2,6,14815,222.0,7.5
Scuro,KaBuM! e-Sports,sup,1,5,21,8001,34.0,4.4
,RED Canids,team,18,29,41,54521,,2.03
,KaBuM! e-Sports,team,29,18,69,61111,,5.44
Wizer,paiN Gaming,top,11,2,6,14397,215.0,8.5
CarioK,paiN Gaming,jng,1,3,6,9670,165.0,2.33
dyNquedo,paiN Gaming,mid,4,2,11,11696,197.0,7.5
Trigo,paiN Gaming,bot,2,1,11,13059,261.0,13.0
Damage,paiN Gaming,sup,0,0,13,7029,30.0,inf
fNb,FURIA,top,2,4,2,10055,209.0,1.0
Ranger,FURIA,jng,2,3,4,9052,161.0,2.0
Envy,FURIA,mid,2,4,3,10364,257.0,1.25
Netuno,FURIA,bot,1,3,2,10397,257.0,1.0
RedBert,FURIA,sup,1,4,2,5772,29.0,0.75
,paiN Gaming,team,18,8,47,55851,,8.12
,FURIA,team,8,18,13,45640,,1.17
fNb,FURIA,top,3,2,3,17895,308.0,3.0
Ranger,FURIA,jng,2,5,8,13546,214.0,2.0
Envy,FURIA,mid,8,1,6,18811,318.0,14.0
Netuno,FURIA,bot,4,3,12,19086,392.0,5.33
RedBert,FURIA,sup,1,7,7,9514,32.0,1.14
Wizer,paiN Gaming,top,3,5,4,13104,265.0,1.4
CarioK,paiN Gaming,jng,4,4,6,13309,228.0,2.5
dyNquedo,paiN Gaming,mid,3,0,7,16040,367.0,inf
Trigo,paiN Gaming,bot,7,3,8,18881,385.0,5.0
Damage,paiN Gaming,sup,1,6,11,9106,38.0,2.0
,FURIA,team,18,18,36,78852,,3.0
,paiN Gaming,team,18,18,36,70440,,3.0
fNb,FURIA,top,7,2,10,19214,375.0,8.5
Ranger,FURIA,jng,5,3,10,14901,240.0,5.0
Envy,FURIA,mid,4,4,9,15430,313.0,3.25
Netuno,FURIA,bot,3,3,12,16370,344.0,5.0
RedBert,FURIA,sup,2,4,12,9044,35.0,3.5
Wizer,paiN Gaming,top,2,7,2,15640,308.0,0.57
CarioK,paiN Gaming,jng,7,3,7,15230,222.0,4.67
dyNquedo,paiN Gaming,mid,3,2,11,15441,267.0,7.0
Trigo,paiN Gaming,bot,2,3,9,16372,337.0,3.67
Damage,paiN Gaming,sup,2,6,8,9810,65.0,1.67
,FURIA,team,21,16,53,74959,,4.62
,paiN Gaming,team,16,21,37,72493,,2.52
Wizer,paiN Gaming,top,4,5,5,15190,301.0,1.8
CarioK,paiN Gaming,jng,3,3,10,14178,237.0,4.33
dyNquedo,paiN Gaming,mid,2,4,8,13647,290.0,2.5
Trigo,paiN Gaming,bot,8,1,2,18543,376.0,10.0
Damage,paiN Gaming,sup,1,3,10,9252,44.0,3.67
fNb,FURIA,top,1,4,7,10953,188.0,2.0
Ranger,FURIA,jng,0,4,9,11387,188.0,2.25
Envy,FURIA,mid,4,4,8,15417,329.0,3.0
Netuno,FURIA,bot,7,2,6,17956,357.0,6.5
RedBert,FURIA,sup,4,4,6,9946,46.0,2.5
,paiN Gaming,team,18,16,35,70810,,3.31
,FURIA,team,16,18,36,65659,,2.89
fNb,FURIA,top,1,6,3,14068,286.0,0.67
Ranger,FURIA,jng,3,3,3,12633,196.0,2.0
Envy,FURIA,mid,0,3,4,16111,368.0,1.33
Netuno,FURIA,bot,3,2,1,17352,383.0,2.0
RedBert,FURIA,sup,0,3,4,9013,46.0,1.33
Wizer,paiN Gaming,top,2,4,10,16179,329.0,3.0
CarioK,paiN Gaming,jng,5,1,8,15547,285.0,13.0
dyNquedo,paiN Gaming,mid,1,0,12,16558,314.0,inf
Trigo,paiN Gaming,bot,8,0,3,18845,384.0,inf
Damage,paiN Gaming,sup,1,2,10,9381,68.0,5.5
,FURIA,team,7,17,15,69177,,1.29
,paiN Gaming,team,17,7,43,76510,,8.57
Guigo,RED Canids,top,1,3,4,12184,273.0,1.67
Aegis,RED Canids,jng,0,2,5,11009,235.0,2.5
Grevthar,RED Canids,mid,1,3,2,10971,273.0,1.0
TitaN,RED Canids,bot,4,1,2,13815,302.0,6.0
Jojo,RED Canids,sup,1,4,4,6851,39.0,1.25
Kiari,Liberty,top,3,3,5,15696,341.0,2.67
Disamis,Liberty,jng,4,1,7,12097,208.0,11.0
Krastyel,Liberty,mid,3,0,7,11993,242.0,inf
Matsukaze,Liberty,bot,2,1,6,12493,260.0,8.0
Wos,Liberty,sup,1,2,9,7799,31.0,5.0
,RED Canids,team,7,13,17,54830,,1.85
,Liberty,team,13,7,34,60078,,6.71
Guigo,RED Canids,top,3,0,11,15830,314.0,inf
Aegis,RED Canids,jng,6,0,11,13403,224.0,inf
Grevthar,RED Canids,mid,6,2,9,14520,292.0,7.5
TitaN,RED Canids,bot,4,0,14,14894,301.0,inf
Jojo,RED Canids,sup,2,5,14,8298,37.0,3.2
Kiari,Liberty,top,0,5,1,10312,245.0,0.2
Disamis,Liberty,jng,2,3,5,10771,190.0,2.33
Krastyel,Liberty,mid,2,5,5,12338,281.0,1.4
Matsukaze,Liberty,bot,3,3,3,12825,304.0,2.0
Wos,Liberty,sup,0,5,5,6970,34.0,1.0
,RED Canids,team,21,7,59,66945,,11.43
,Liberty,team,7,21,19,53216,,1.24
Kiari,Liberty,top,2,6,9,13355,298.0,1.83
Disamis,Liberty,jng,7,4,4,13192,212.0,2.75
Krastyel,Liberty,mid,4,5,7,14846,310.0,2.2
Matsukaze,Liberty,bot,0,2,7,15374,345.0,3.5
Wos,Liberty,sup,0,5,5,7292,26.0,1.0
Guigo,RED Canids,top,7,5,11,16404,277.0,3.6
Aegis,RED Canids,jng,10,1,9,16629,245.0,19.0
Grevthar,RED Canids,mid,1,2,9,13290,290.0,5.0
TitaN,RED Canids,bot,4,1,7,15804,317.0,11.0
Jojo,RED Canids,sup,0,4,12,8627,38.0,3.0
,Liberty,team,13,22,32,64059,,2.05
,RED Canids,team,22,13,48,70754,,5.38
Kiari,Liberty,top,3,0,3,8197,150.0,inf
Disamis,Liberty,jng,2,2,11,8362,123.0,6.5
Krastyel,Liberty,mid,4,1,8,9247,185.0,12.0
Matsukaze,Liberty,bot,6,0,7,11152,180.0,inf
Wos,Liberty,sup,1,0,13,6413,25.0,inf
Guigo,RED Canids,top,0,3,0,7651,198.0,0.0
Aegis,RED Canids,jng,1,4,1,6920,132.0,0.5
Grevthar,RED Canids,mid,1,4,2,7084,158.0,0.75
TitaN,RED Canids,bot,0,2,3,8328,204.0,1.5
Jojo,RED Canids,sup,1,3,2,4637,22.0,1.0
,Liberty,team,16,3,42,43371,,19.33
,RED Canids,team,3,16,8,34620,,0.69
Guigo,RED Canids,top,3,5,11,12821,236.0,2.8
Aegis,RED Canids,jng,3,3,15,12082,189.0,6.0
Grevthar,RED Canids,mid,5,1,12,13641,271.0,17.0
TitaN,RED Canids,bot,9,1,8,17902,319.0,17.0
Jojo,RED Canids,sup,2,3,15,8446,29.0,5.67
Kiari,Liberty,top,1,5,7,10111,202.0,1.6
Disamis,Liberty,jng,3,5,9,11984,185.0,2.4
Krastyel,Liberty,mid,1,2,10,12153,296.0,5.5
Matsukaze,Liberty,bot,8,3,4,13542,237.0,4.0
Wos,Liberty,sup,0,7,11,6611,30.0,1.57
,RED Canids,team,22,13,61,64892,,6.38
,Liberty,team,13,22,41,54401,,2.45
Parang,KaBuM! e-Sports,top,1,5,5,11890,240.0,1.2
Wiz,KaBuM! e-Sports,jng,4,3,4,12361,213.0,2.67
Hauz,KaBuM! e-Sports,mid,1,6,2,12246,298.0,0.5
Disave,KaBuM! e-Sports,bot,2,3,0,13540,327.0,0.67
Scuro,KaBuM! e-Sports,sup,1,3,3,7239,36.0,1.33
Wizer,paiN Gaming,top,6,2,5,15899,314.0,5.5
CarioK,paiN Gaming,jng,4,2,10,13429,204.0,7.0
dyNquedo,paiN Gaming,mid,4,0,8,14207,283.0,inf
Trigo,paiN Gaming,bot,4,1,7,14983,300.0,11.0
Damage,paiN Gaming,sup,2,4,5,8551,34.0,1.75
,KaBuM! e-Sports,team,9,20,14,57276,,1.15
,paiN Gaming,team,20,9,35,67069,,6.11
Parang,KaBuM! e-Sports,top,0,9,3,12368,284.0,0.33
Wiz,KaBuM! e-Sports,jng,3,2,6,15128,285.0,4.5
Hauz,KaBuM! e-Sports,mid,3,7,3,14633,327.0,0.86
Disave,KaBuM! e-Sports,bot,6,3,2,18191,359.0,2.67
Scuro,KaBuM! e-Sports,sup,0,4,6,7854,38.0,1.5
Wizer,paiN Gaming,top,7,2,10,19852,362.0,8.5
CarioK,paiN Gaming,jng,9,1,9,15728,222.0,18.0
dyNquedo,paiN Gaming,mid,5,3,8,15311,297.0,4.33
Trigo,paiN Gaming,bot,4,2,7,17654,375.0,5.5
Damage,paiN Gaming,sup,0,4,12,9671,58.0,3.0
,KaBuM! e-Sports,team,12,25,20,68174,,1.28
,paiN Gaming,team,25,12,46,78216,,5.92
Wizer,paiN Gaming,top,11,1,8,12942,214.0,19.0
CarioK,paiN Gaming,jng,5,3,12,12198,177.0,5.67
dyNquedo,paiN Gaming,mid,4,0,7,12361,227.0,inf
Trigo,paiN Gaming,bot,3,1,7,12014,212.0,10.0
Damage,paiN Gaming,sup,1,1,11,7209,36.0,12.0
Parang,KaBuM! e-Sports,top,1,5,2,9480,210.0,0.6
Wiz,KaBuM! e-Sports,jng,2,4,2,9372,176.0,1.0
Hauz,KaBuM! e-Sports,mid,2,4,3,10855,259.0,1.25
Disave,KaBuM! e-Sports,bot,1,6,0,9817,234.0,0.17
Scuro,KaBuM! e-Sports,sup,0,5,1,5314,30.0,0.2
,paiN Gaming,team,24,6,45,56724,,11.5
,KaBuM! e-Sports,team,6,24,8,44838,,0.58
fNb,FURIA,top,1,3,4,11902,304.0,1.67
Ranger,FURIA,jng,2,5,2,10349,181.0,0.8
Envy,FURIA,mid,1,3,3,9739,227.0,1.33
Netuno,FURIA,bot,1,4,5,13030,305.0,1.5
RedBert,FURIA,sup,2,7,3,6888,43.0,0.71
Guigo,RED Canids,top,2,3,9,11726,221.0,3.67
Aegis,RED Canids,jng,3,1,11,11396,189.0,14.0
Grevthar,RED Canids,mid,3,1,8,10860,208.0,11.0
TitaN,RED Canids,bot,8,2,12,17242,298.0,10.0
Jojo,RED Canids,sup,6,0,14,10068,46.0,inf
,FURIA,team,7,22,17,51908,,1.09
,RED Canids,team,22,7,54,61292,,10.86
Guigo,RED Canids,top,1,5,3,13398,310.0,0.8
Aegis,RED Canids,jng,2,2,3,11249,188.0,2.5
Grevthar,RED Canids,mid,1,1,1,13453,325.0,2.0
TitaN,RED Canids,bot,2,5,4,15075,336.0,1.2
Jojo,RED Canids,sup,4,3,3,8637,9.0,2.33
fNb,FURIA,top,0,2,9,15483,344.0,4.5
Ranger,FURIA,jng,3,2,4,14012,245.0,3.5
Envy,FURIA,mid,3,1,9,14498,299.0,12.0
Netuno,FURIA,bot,6,3,7,17465,305.0,4.33
RedBert,FURIA,sup,4,2,9,9944,23.0,6.5
,RED Canids,team,10,16,14,61812,,1.5
,FURIA,team,16,10,38,71402,,5.4
Guigo,RED Canids,top,1,2,9,14039,304.0,5.0
Aegis,RED Canids,jng,2,1,9,15354,293.0,11.0
Grevthar,RED Canids,mid,0,2,9,13045,280.0,4.5
TitaN,RED Canids,bot,14,2,2,23318,417.0,8.0
Jojo,RED Canids,sup,1,2,14,9981,31.0,7.5
fNb,FURIA,top,1,4,4,16830,364.0,1.25
Ranger,FURIA,jng,2,4,4,13562,235.0,1.5
Envy,FURIA,mid,2,2,4,16603,364.0,3.0
Netuno,FURIA,bot,4,3,3,18077,394.0,2.33
RedBert,FURIA,sup,0,5,4,9351,25.0,0.8
,RED Canids,team,18,9,43,75737,,6.78
,FURIA,team,9,18,19,74423,,1.56
Guigo,RED Canids,top,3,2,11,15078,299.0,7.0
Aegis,RED Canids,jng,0,0,18,11915,198.0,inf
Grevthar,RED Canids,mid,9,4,6,14736,233.0,3.75
TitaN,RED Canids,bot,12,6,8,15583,257.0,3.33
Jojo,RED Canids,sup,0,3,20,8583,36.0,6.67
fNb,FURIA,top,1,6,4,12660,288.0,0.83
Ranger,FURIA,jng,7,4,5,12268,172.0,3.0
Envy,FURIA,mid,3,2,7,11757,262.0,5.0
Netuno,FURIA,bot,1,4,5,12805,291.0,1.5
RedBert,FURIA,sup,2,8,7,7338,31.0,1.12
,RED Canids,team,24,15,63,65895,,5.8
,FURIA,team,14,24,28,56828,,1.75
Guigo,RED Canids,top,3,4,11,13464,240.0,3.5
Aegis,RED Canids,jng,3,5,5,10733,153.0,1.6
Grevthar,RED Canids,mid,9,6,6,14215,237.0,2.5
TitaN,RED Canids,bot,5,4,7,14485,305.0,3.0
Jojo,RED Canids,sup,1,5,14,8214,50.0,3.0
Parang,KaBuM! e-Sports,top,8,4,8,17322,295.0,4.0
Wiz,KaBuM! e-Sports,jng,3,3,15,12066,172.0,6.0
Hauz,KaBuM! e-Sports,mid,3,8,8,12643,256.0,1.38
Disave,KaBuM! e-Sports,bot,8,3,9,17799,327.0,5.67
Scuro,KaBuM! e-Sports,sup,2,3,16,8915,34.0,6.0
,RED Canids,team,21,24,43,61111,,2.67
,KaBuM! e-Sports,team,24,21,56,68745,,3.81
Guigo,RED Canids,top,4,3,11,10842,186.0,5.0
Aegis,RED Canids,jng,3,2,18,10471,123.0,10.5
