playername,teamname,position,kills,deaths,assists,totalgold,total cs,KDA
Glow,Redemption eSports Porto Alegre,top,5,3,5,19416,344.0,3.33
Sephis,Redemption eSports Porto Alegre,jng,3,4,14,15076,205.0,4.25
Krastyel,Redemption eSports Porto Alegre,mid,11,4,9,22480,408.0,5.0
Save,Redemption eSports Porto Alegre,bot,4,5,16,21101,399.0,4.0
BocaJR,Redemption eSports Porto Alegre,sup,1,4,19,11498,51.0,5.0
Yang,paiN Gaming,top,2,5,14,15236,263.0,3.2
SeongHwan,paiN Gaming,jng,1,3,17,13136,222.0,6.0
tinowns,paiN Gaming,mid,6,3,8,23199,528.0,4.67
brTT,paiN Gaming,bot,10,5,9,21169,393.0,3.8
Key,paiN Gaming,sup,1,8,13,9099,31.0,1.75
,Redemption eSports Porto Alegre,team,24,20,63,89571,,4.35
,paiN Gaming,team,20,24,61,81839,,3.38
Tyrin,FURIA Esports,top,0,3,9,12094,251.0,3.0
Minerva,FURIA Esports,jng,1,7,4,9900,161.0,0.71
Anyyy,FURIA Esports,mid,4,4,6,14795,302.0,2.5
Alternative,FURIA Esports,bot,9,6,4,15871,268.0,2.17
Damage,FURIA Esports,sup,1,4,10,8667,33.0,2.75
Robo,Vivo Keyd,top,10,4,5,17033,284.0,3.75
Grell,Vivo Keyd,jng,6,7,5,12424,173.0,1.57
NOsFerus,Vivo Keyd,mid,6,2,11,13802,221.0,8.5
Klaus,Vivo Keyd,bot,2,2,10,14989,339.0,6.0
Professor,Vivo Keyd,sup,0,0,16,9106,55.0,inf
,FURIA Esports,team,15,24,33,61327,,2.0
,Vivo Keyd,team,24,15,47,67354,,4.73
Parang,KaBuM! e-Sports,top,5,3,5,13096,264.0,3.33
Wiz,KaBuM! e-Sports,jng,1,2,6,8754,143.0,3.5
Tutsz,KaBuM! e-Sports,mid,3,0,3,11756,247.0,inf
DudsTheBoy,KaBuM! e-Sports,bot,2,4,6,11820,261.0,2.0
Ceos,KaBuM! e-Sports,sup,0,1,10,7126,36.0,10.0
Yang,paiN Gaming,top,2,3,3,9229,196.0,1.67
SeongHwan,paiN Gaming,jng,2,0,3,9497,168.0,inf
tinowns,paiN Gaming,mid,3,1,4,9629,210.0,7.0
brTT,paiN Gaming,bot,2,2,5,10946,249.0,3.5
Key,paiN Gaming,sup,1,5,5,5970,27.0,1.2
,KaBuM! e-Sports,team,11,10,30,52552,,4.1
,paiN Gaming,team,10,11,20,45271,,2.73
Glow,Redemption eSports Porto Alegre,top,0,5,2,8021,159.0,0.4
Sephis,Redemption eSports Porto Alegre,jng,2,3,3,8985,136.0,1.67
Krastyel,Redemption eSports Porto Alegre,mid,7,1,3,14426,268.0,10.0
Save,Redemption eSports Porto Alegre,bot,1,6,6,9783,216.0,1.17
BocaJR,Redemption eSports Porto Alegre,sup,0,5,6,6010,28.0,1.2
WooFe,Flamengo Esports,top,8,1,7,14425,257.0,15.0
Ranger,Flamengo Esports,jng,3,3,7,9420,140.0,3.33
Goku,Flamengo Esports,mid,5,2,5,13338,275.0,5.0
Absolut,Flamengo Esports,bot,3,2,12,13331,302.0,7.5
Jojo,Flamengo Esports,sup,1,2,14,7865,35.0,7.5
,Redemption eSports Porto Alegre,team,10,20,20,47225,,1.5
,Flamengo Esports,team,20,10,45,58379,,6.5
fNb,Prodigy Esports,top,3,1,5,15953,332.0,8.0
Yampi,Prodigy Esports,jng,3,2,9,12547,214.0,6.0
Aloned,Prodigy Esports,mid,7,3,4,16363,331.0,3.67
Garo,Prodigy Esports,bot,4,1,12,11687,72.0,16.0
Wos,Prodigy Esports,sup,2,0,9,12551,221.0,inf
lcberg,INTZ,top,0,5,1,12018,294.0,0.2
Shini,INTZ,jng,1,3,4,10659,172.0,1.67
Hauz,INTZ,mid,1,3,5,14121,318.0,2.0
micaO,INTZ,bot,4,5,3,14349,303.0,1.4
RedBert,INTZ,sup,1,3,6,8756,39.0,2.33
,Prodigy Esports,team,19,7,39,69101,,8.29
,INTZ,team,7,19,19,59903,,1.37
WooFe,Flamengo Esports,top,1,3,0,12902,317.0,0.33
Ranger,Flamengo Esports,jng,1,4,3,10178,177.0,1.0
Goku,Flamengo Esports,mid,2,3,3,15191,365.0,1.67
Absolut,Flamengo Esports,bot,1,2,2,14764,377.0,1.5
Jojo,Flamengo Esports,sup,0,2,3,7258,35.0,1.5
Parang,KaBuM! e-Sports,top,2,2,8,15110,336.0,5.0
Wiz,KaBuM! e-Sports,jng,3,2,5,10876,164.0,4.0
Tutsz,KaBuM! e-Sports,mid,3,0,7,15169,326.0,inf
DudsTheBoy,KaBuM! e-Sports,bot,6,1,7,17632,390.0,13.0
Ceos,KaBuM! e-Sports,sup,0,0,13,8853,39.0,inf
,Flamengo Esports,team,5,14,11,60293,,1.14
,KaBuM! e-Sports,team,14,5,40,67640,,10.8
Robo,Vivo Keyd,top,2,7,2,8892,184.0,0.57
Caos,Vivo Keyd,jng,1,2,6,7741,107.0,3.5
NOsFerus,Vivo Keyd,mid,3,3,1,10754,233.0,1.33
Klaus,Vivo Keyd,bot,0,3,3,9458,207.0,1.0
Professor,Vivo Keyd,sup,3,6,2,7141,34.0,0.83
Glow,Redemption eSports Porto Alegre,top,3,2,7,11159,190.0,5.0
Sephis,Redemption eSports Porto Alegre,jng,4,3,12,9926,139.0,5.33
Aithusa,Redemption eSports Porto Alegre,mid,6,1,4,10744,192.0,10.0
Krastyel,Redemption eSports Porto Alegre,bot,4,1,11,9293,57.0,15.0
BocaJR,Redemption eSports Porto Alegre,sup,3,2,12,9558,141.0,7.5
,Vivo Keyd,team,9,21,14,43986,,1.1
,Redemption eSports Porto Alegre,team,20,9,46,50680,,7.33
lcberg,INTZ,top,3,6,2,15360,320.0,0.83
Shini,INTZ,jng,0,2,4,10375,184.0,2.0
Hauz,INTZ,mid,1,3,1,14840,364.0,0.67
micaO,INTZ,bot,1,4,3,13825,350.0,1.0
RedBert,INTZ,sup,1,2,3,7367,31.0,2.0
Tyrin,FURIA Esports,top,4,2,8,13203,251.0,6.0
Minerva,FURIA Esports,jng,5,0,7,12217,170.0,inf
Anyyy,FURIA Esports,mid,2,0,6,15158,359.0,inf
Alternative,FURIA Esports,bot,6,0,3,19226,441.0,inf
Damage,FURIA Esports,sup,0,4,13,8800,37.0,3.25
,INTZ,team,6,17,13,61767,,1.12
,FURIA Esports,team,17,6,37,68604,,9.0
Yang,paiN Gaming,top,3,3,10,17270,316.0,4.33
SeongHwan,paiN Gaming,jng,1,7,7,13841,234.0,1.14
tinowns,paiN Gaming,mid,10,1,5,21678,362.0,15.0
brTT,paiN Gaming,bot,3,3,12,21823,471.0,5.0
Key,paiN Gaming,sup,2,2,14,11130,31.0,8.0
fNb,Prodigy Esports,top,2,6,6,17283,293.0,1.33
Yampi,Prodigy Esports,jng,1,3,10,14419,190.0,3.67
Aloned,Prodigy Esports,mid,8,2,5,23542,440.0,6.5
Garo,Prodigy Esports,bot,3,3,4,17706,340.0,2.33
Wos,Prodigy Esports,sup,2,5,8,11877,39.0,2.0
,paiN Gaming,team,19,16,48,85742,,4.19
,Prodigy Esports,team,16,19,33,84827,,2.58
fNb,Prodigy Esports,top,2,4,6,10130,185.0,2.0
Yampi,Prodigy Esports,jng,4,1,8,10931,142.0,12.0
Aloned,Prodigy Esports,mid,6,0,7,11737,209.0,inf
Garo,Prodigy Esports,bot,4,0,6,11310,228.0,inf
Wos,Prodigy Esports,sup,1,2,4,6675,32.0,2.5
Glow,Redemption eSports Porto Alegre,top,0,4,2,7537,154.0,0.5
Sephis,Redemption eSports Porto Alegre,jng,3,4,2,7643,107.0,1.25
Aithusa,Redemption eSports Porto Alegre,mid,1,6,2,7012,139.0,0.5
Krastyel,Redemption eSports Porto Alegre,bot,3,1,3,9670,215.0,6.0
BocaJR,Redemption eSports Porto Alegre,sup,0,2,5,5323,30.0,2.5
,Prodigy Esports,team,17,7,31,50783,,6.86
,Redemption eSports Porto Alegre,team,7,17,14,37185,,1.24
Tyrin,FURIA Esports,top,0,2,5,11926,242.0,2.5
Minerva,FURIA Esports,jng,3,0,5,10669,180.0,inf
Anyyy,FURIA Esports,mid,4,2,3,12843,313.0,3.5
Alternative,FURIA Esports,bot,3,0,7,13852,310.0,inf
Damage,FURIA Esports,sup,1,1,5,7079,31.0,6.0
Yang,paiN Gaming,top,2,3,1,9517,216.0,1.0
SeongHwan,paiN Gaming,jng,1,2,3,8442,149.0,2.0
tinowns,paiN Gaming,mid,1,1,1,12202,325.0,2.0
brTT,paiN Gaming,bot,1,3,3,12017,279.0,1.33
Key,paiN Gaming,sup,0,2,3,6130,30.0,1.5
,FURIA Esports,team,11,5,25,56369,,7.2
,paiN Gaming,team,5,11,11,48308,,1.45
Robo,Vivo Keyd,top,1,6,3,8589,195.0,0.67
Caos,Vivo Keyd,jng,0,3,6,7563,131.0,2.0
NOsFerus,Vivo Keyd,mid,7,4,2,11898,196.0,2.25
Klaus,Vivo Keyd,bot,2,5,2,9713,225.0,0.8
Professor,Vivo Keyd,sup,0,2,7,5745,25.0,3.5
Parang,KaBuM! e-Sports,top,7,1,9,11200,185.0,16.0
Wiz,KaBuM! e-Sports,jng,4,4,9,9049,128.0,3.25
Tutsz,KaBuM! e-Sports,mid,4,3,7,10909,224.0,3.67
DudsTheBoy,KaBuM! e-Sports,bot,3,1,9,11314,230.0,12.0
Ceos,KaBuM! e-Sports,sup,2,1,13,7265,37.0,15.0
,Vivo Keyd,team,10,20,20,43508,,1.5
,KaBuM! e-Sports,team,20,10,47,49737,,6.7
Tay,INTZ,top,2,4,5,9831,177.0,1.75
Shini,INTZ,jng,1,11,12,10218,162.0,1.18
Hauz,INTZ,mid,7,2,6,12417,230.0,6.5
micaO,INTZ,bot,3,6,14,10588,41.0,2.83
RedBert,INTZ,sup,14,4,5,17342,166.0,4.75
WooFe,Flamengo Esports,top,10,5,3,14974,272.0,2.6
Ranger,Flamengo Esports,bot,3,5,11,11770,217.0,2.8
Goku,Flamengo Esports,jng,0,8,8,8780,133.0,1.0
Absolut,Flamengo Esports,mid,10,3,7,16581,292.0,5.67
Jojo,Flamengo Esports,sup,4,6,14,8246,35.0,3.0
,INTZ,team,27,27,42,60396,,2.56
,Flamengo Esports,team,27,27,43,60351,,2.59
Robo,Vivo Keyd,top,2,7,5,9384,156.0,1.0
Grell,Vivo Keyd,jng,2,4,5,8847,158.0,1.75
NOsFerus,Vivo Keyd,mid,6,4,4,10441,172.0,2.5
Klaus,Vivo Keyd,bot,3,8,5,10894,245.0,1.0
Professor,Vivo Keyd,sup,0,5,11,6354,33.0,2.2
Parang,KaBuM! e-Sports,top,7,2,12,13864,240.0,9.5
Wiz,KaBuM! e-Sports,jng,3,3,9,9453,136.0,4.0
Tutsz,KaBuM! e-Sports,mid,5,4,8,10407,170.0,3.25
DudsTheBoy,KaBuM! e-Sports,bot,11,3,4,14777,250.0,5.0
Ceos,KaBuM! e-Sports,sup,2,1,18,8167,26.0,20.0
,Vivo Keyd,team,13,28,30,45920,,1.54
,KaBuM! e-Sports,team,28,13,51,56668,,6.08
Robo,Vivo Keyd,top,6,7,4,16162,271.0,1.43
Grell,Vivo Keyd,jng,2,5,9,11821,210.0,2.2
NOsFerus,Vivo Keyd,mid,3,4,7,14352,289.0,2.5
Klaus,Vivo Keyd,bot,6,3,7,17471,358.0,4.33
Professor,Vivo Keyd,sup,0,1,14,9020,43.0,14.0
Parang,KaBuM! e-Sports,top,11,2,6,20451,375.0,8.5
Wiz,KaBuM! e-Sports,jng,2,3,9,13162,248.0,3.67
Tutsz,KaBuM! e-Sports,mid,2,4,11,12488,248.0,3.25
DudsTheBoy,KaBuM! e-Sports,bot,4,3,8,17171,390.0,4.0
Ceos,KaBuM! e-Sports,sup,1,5,12,8945,43.0,2.6
,Vivo Keyd,team,17,20,41,68826,,2.9
,KaBuM! e-Sports,team,20,17,46,72217,,3.88
Robo,Vivo Keyd,top,1,2,3,9317,197.0,2.0
Grell,Vivo Keyd,jng,2,8,2,7850,131.0,0.5
NOsFerus,Vivo Keyd,mid,2,3,0,8431,168.0,0.67
Klaus,Vivo Keyd,bot,0,3,2,9140,241.0,0.67
Professor,Vivo Keyd,sup,0,4,2,5312,30.0,0.5
Parang,KaBuM! e-Sports,top,7,2,2,13538,273.0,4.5
Wiz,KaBuM! e-Sports,jng,2,1,10,9931,146.0,12.0
Tutsz,KaBuM! e-Sports,mid,5,1,10,11287,223.0,15.0
DudsTheBoy,KaBuM! e-Sports,bot,3,1,6,13401,278.0,9.0
Ceos,KaBuM! e-Sports,sup,3,0,6,7257,31.0,inf
,Vivo Keyd,team,5,20,9,40050,,0.7
,KaBuM! e-Sports,team,20,5,34,55414,,10.8
WooFe,Flamengo Esports,top,12,3,7,17812,330.0,6.33
Ranger,Flamengo Esports,jng,5,0,15,14854,243.0,inf
Goku,Flamengo Esports,mid,4,2,13,17936,360.0,8.5
Absolut,Flamengo Esports,bot,5,4,9,17685,401.0,3.5
Jojo,Flamengo Esports,sup,1,4,12,9034,42.0,3.25
Tyrin,FURIA Esports,top,2,4,6,14047,275.0,2.0
Minerva,FURIA Esports,jng,2,6,11,14074,169.0,2.17
Anyyy,FURIA Esports,mid,2,3,6,15868,385.0,2.67
Alternative,FURIA Esports,bot,5,7,8,18818,393.0,1.86
Damage,FURIA Esports,sup,2,7,8,10556,52.0,1.43
,Flamengo Esports,team,27,13,56,77321,,6.38
,FURIA Esports,team,13,27,39,73363,,1.93
Tyrin,FURIA Esports,top,1,2,4,9148,195.0,2.5
Minerva,FURIA Esports,jng,2,3,3,8292,132.0,1.67
Anyyy,FURIA Esports,mid,2,2,3,10481,229.0,2.5
Alternative,FURIA Esports,bot,2,1,2,11010,273.0,4.0
Damage,FURIA Esports,sup,0,2,3,5611,40.0,1.5
WooFe,Flamengo Esports,top,2,2,5,13931,270.0,3.5
Ranger,Flamengo Esports,jng,2,2,4,10007,168.0,3.0
Goku,Flamengo Esports,mid,3,1,3,11784,233.0,6.0
Absolut,Flamengo Esports,bot,3,1,4,11927,272.0,7.0
Jojo,Flamengo Esports,sup,0,1,7,6652,30.0,7.0
,FURIA Esports,team,7,10,15,44542,,2.2
,Flamengo Esports,team,10,7,23,54301,,4.71
Tyrin,FURIA Esports,top,4,3,0,13884,306.0,1.33
Minerva,FURIA Esports,jng,3,2,1,13135,257.0,2.0
Anyyy,FURIA Esports,mid,1,2,3,14483,326.0,2.0
Alternative,FURIA Esports,bot,0,4,3,15460,399.0,0.75
Damage,FURIA Esports,sup,0,5,4,8117,44.0,0.8
WooFe,Flamengo Esports,top,5,1,4,16032,326.0,9.0
Ranger,Flamengo Esports,jng,2,0,9,13081,202.0,inf
Goku,Flamengo Esports,mid,3,1,8,14654,285.0,11.0
Absolut,Flamengo Esports,bot,6,2,6,19369,409.0,6.0
Jojo,Flamengo Esports,sup,0,4,13,9142,39.0,3.25
,FURIA Esports,team,8,16,11,65079,,1.19
,Flamengo Esports,team,16,8,40,72278,,7.0
WooFe,Flamengo Esports,top,2,2,2,12637,284.0,2.0
Ranger,Flamengo Esports,jng,2,2,3,9037,175.0,2.5
Goku,Flamengo Esports,mid,0,1,4,10022,245.0,4.0
Absolut,Flamengo Esports,bot,1,2,4,10292,253.0,2.5
Jojo,Flamengo Esports,sup,0,5,5,5972,37.0,1.0
Parang,KaBuM! e-Sports,top,2,0,6,11572,232.0,inf
Wiz,KaBuM! e-Sports,jng,2,1,5,10087,163.0,7.0
Tutsz,KaBuM! e-Sports,mid,2,0,4,14302,345.0,inf
DudsTheBoy,KaBuM! e-Sports,bot,3,1,7,10622,77.0,10.0
Ceos,KaBuM! e-Sports,sup,3,3,4,11137,174.0,2.33
,Flamengo Esports,team,5,12,18,47960,,1.92
,KaBuM! e-Sports,team,12,5,26,57720,,7.6
Parang,KaBuM! e-Sports,top,2,5,10,11458,225.0,2.4
Wiz,KaBuM! e-Sports,jng,4,3,7,10972,182.0,3.67
Tutsz,KaBuM! e-Sports,mid,2,0,6,10535,228.0,inf
DudsTheBoy,KaBuM! e-Sports,bot,6,0,7,12509,250.0,inf
Ceos,KaBuM! e-Sports,sup,1,1,11,7093,29.0,12.0
WooFe,Flamengo Esports,top,2,3,5,8389,179.0,2.33
Ranger,Flamengo Esports,jng,2,5,3,8940,169.0,1.0
Goku,Flamengo Esports,mid,3,3,1,9116,218.0,1.33
Absolut,Flamengo Esports,bot,0,2,1,8550,229.0,0.5
Jojo,Flamengo Esports,sup,1,2,1,5464,39.0,1.0
,KaBuM! e-Sports,team,15,9,41,52567,,6.22
,Flamengo Esports,team,8,15,11,40459,,1.27
WooFe,Flamengo Esports,top,1,3,8,9881,216.0,3.0
Ranger,Flamengo Esports,jng,2,6,5,10348,196.0,1.17
Goku,Flamengo Esports,mid,5,5,3,12187,243.0,1.6
Absolut,Flamengo Esports,bot,3,2,8,13164,281.0,5.5
Jojo,Flamengo Esports,sup,0,3,9,6717,30.0,3.0
Parang,KaBuM! e-Sports,top,6,3,9,13859,275.0,5.0
Wiz,KaBuM! e-Sports,jng,5,2,7,10546,137.0,6.0
Tutsz,KaBuM! e-Sports,mid,0,3,14,10553,212.0,4.67
DudsTheBoy,KaBuM! e-Sports,bot,8,2,5,15296,293.0,6.5
Ceos,KaBuM! e-Sports,sup,0,1,14,7228,23.0,14.0
,Flamengo Esports,team,11,19,33,52297,,2.32
,KaBuM! e-Sports,team,19,11,49,57482,,6.18
Tay,INTZ,top,2,0,2,9950,191.0,inf
Shini,INTZ,jng,2,0,5,12926,268.0,inf
Envy,INTZ,mid,2,0,2,12304,258.0,inf
micaO,INTZ,bot,3,1,6,11672,252.0,9.0
RedBert,INTZ,sup,2,1,6,7769,36.0,8.0
SkyBart,Team oNe eSports,top,0,0,0,10649,276.0,
Ryuzaki,Team oNe eSports,jng,1,4,1,8215,144.0,0.5
Brucer,Team oNe eSports,mid,0,2,0,9682,248.0,0.0
pbO,Team oNe eSports,bot,1,2,1,10542,265.0,1.0
Panj,Team oNe eSports,sup,0,3,2,5652,29.0,0.67
,INTZ,team,11,2,21,54621,,16.0
,Team oNe eSports,team,2,11,4,44740,,0.55
SkyBart,Team oNe eSports,top,7,3,4,13942,258.0,3.67
Ryuzaki,Team oNe eSports,jng,1,2,6,9108,132.0,3.5
Brucer,Team oNe eSports,mid,3,0,2,12483,297.0,inf
pbO,Team oNe eSports,bot,2,0,3,10796,238.0,inf
Panj,Team oNe eSports,sup,0,2,4,6196,23.0,2.0
Tay,INTZ,top,2,4,1,10609,221.0,0.75
Shini,INTZ,jng,3,4,3,10164,180.0,1.5
Envy,INTZ,mid,0,2,2,11299,257.0,1.0
micaO,INTZ,bot,2,1,2,7727,36.0,4.0
RedBert,INTZ,sup,0,2,3,9373,186.0,1.5
,Team oNe eSports,team,13,7,19,52525,,4.57
,INTZ,team,7,13,11,49172,,1.38
Tay,INTZ,top,0,2,4,11213,251.0,2.0
Shini,INTZ,jng,1,3,6,10483,199.0,2.33
Envy,INTZ,mid,2,1,3,14414,303.0,5.0
micaO,INTZ,bot,5,2,3,14914,319.0,4.0
RedBert,INTZ,sup,0,2,4,7157,46.0,2.0
SkyBart,Team oNe eSports,top,2,0,3,17062,327.0,inf
Ryuzaki,Team oNe eSports,jng,2,1,5,11813,217.0,7.0
Brucer,Team oNe eSports,mid,5,2,3,16073,321.0,4.0
pbO,Team oNe eSports,bot,0,1,9,8476,41.0,9.0
Panj,Team oNe eSports,sup,1,4,7,10738,212.0,2.0
,INTZ,team,8,10,20,58181,,2.8
,Team oNe eSports,team,10,8,27,64162,,4.62
SkyBart,Team oNe eSports,top,1,3,4,8252,172.0,1.67
Ryuzaki,Team oNe eSports,jng,1,4,4,7374,120.0,1.25
Brucer,Team oNe eSports,mid,2,5,2,8206,152.0,0.8
pbO,Team oNe eSports,bot,2,3,2,8234,180.0,1.33
Panj,Team oNe eSports,sup,1,3,3,5268,11.0,1.33
Tay,INTZ,top,5,1,7,12785,204.0,12.0
Shini,INTZ,jng,1,1,10,7701,123.0,11.0
Envy,INTZ,mid,5,3,4,9567,177.0,3.0
micaO,INTZ,bot,4,1,7,10190,191.0,11.0
RedBert,INTZ,sup,3,1,12,7197,22.0,15.0
,Team oNe eSports,team,7,18,15,37334,,1.22
,INTZ,team,18,7,40,47440,,8.29
SkyBart,Team oNe eSports,top,1,6,2,13854,323.0,0.5
Ryuzaki,Team oNe eSports,jng,3,3,0,11124,155.0,1.0
Brucer,Team oNe eSports,mid,1,2,1,16114,404.0,1.0
pbO,Team oNe eSports,bot,0,2,5,12761,283.0,2.5
Panj,Team oNe eSports,sup,1,5,4,8296,35.0,1.0
Tay,INTZ,top,7,2,2,14776,257.0,4.5
Shini,INTZ,jng,2,1,7,14050,244.0,9.0
Envy,INTZ,mid,7,2,5,16306,303.0,6.0
micaO,INTZ,bot,2,0,11,17048,363.0,inf
RedBert,INTZ,sup,0,1,12,9158,40.0,12.0
,Team oNe eSports,team,6,18,12,62149,,1.0
,INTZ,team,18,6,37,71338,,9.17
Robo,paiN Gaming,top,5,4,9,13140,234.0,3.5
CarioK,paiN Gaming,jng,5,5,11,12587,176.0,3.2
tinowns,paiN Gaming,mid,4,1,14,14289,262.0,18.0
brTT,paiN Gaming,bot,6,1,11,17903,308.0,17.0
esA,paiN Gaming,sup,1,4,14,9081,37.0,3.75
Boal,Flamengo Esports,top,3,4,6,13565,275.0,2.25
Ranger,Flamengo Esports,jng,1,5,11,10525,147.0,2.4
Goku,Flamengo Esports,mid,5,5,6,12570,248.0,2.2
Luskka,Flamengo Esports,bot,5,2,4,14714,304.0,4.5
Reven,Flamengo Esports,sup,1,5,10,7594,29.0,2.2
,paiN Gaming,team,21,15,59,67000,,5.33
,Flamengo Esports,team,15,21,37,58968,,2.48
Tyrin,FURIA Esports,top,0,3,2,12818,288.0,0.67
Sting,FURIA Esports,jng,2,4,2,12671,248.0,1.0
Anyyy,FURIA Esports,mid,2,5,0,14762,353.0,0.4
Alternative,FURIA Esports,bot,1,2,3,16420,382.0,2.0
Damage,FURIA Esports,sup,2,3,2,8464,42.0,1.33
Tay,INTZ,top,5,1,2,15650,267.0,7.0
Shini,INTZ,jng,3,0,9,13661,187.0,inf
Envy,INTZ,mid,4,1,8,16548,327.0,12.0
micaO,INTZ,bot,5,1,5,18437,347.0,10.0
RedBert,INTZ,sup,0,4,10,9852,34.0,2.5
,FURIA Esports,team,7,17,9,65135,,0.94
,INTZ,team,17,7,34,74148,,7.29
JackPoT,Santos e-Sports,top,1,3,6,11203,230.0,2.33
Hyoga,Santos e-Sports,jng,5,1,7,11793,176.0,12.0
Rainbow,Santos e-Sports,mid,3,2,7,13297,257.0,5.0
Juzo,Santos e-Sports,bot,4,1,2,14289,273.0,6.0
Hawk,Santos e-Sports,sup,1,0,9,9127,22.0,inf
Hidan,Vivo Keyd,top,3,5,2,11248,214.0,1.0
Minerva,Vivo Keyd,jng,0,4,5,9905,214.0,1.25
NOsFerus,Vivo Keyd,mid,3,2,0,11427,254.0,1.5
Klaus,Vivo Keyd,bot,1,2,1,11692,266.0,1.0
Professor,Vivo Keyd,sup,0,1,3,6371,41.0,3.0
,Santos e-Sports,team,14,7,31,59709,,6.43
,Vivo Keyd,team,7,14,11,50643,,1.29
fNb,Prodigy Esports,top,5,4,7,17161,329.0,3.0
Yampi,Prodigy Esports,jng,5,4,6,14118,240.0,2.75
dyNquedo,Prodigy Esports,mid,5,6,4,17929,394.0,1.5
Garo,Prodigy Esports,bot,1,2,16,11834,83.0,8.5
Wos,Prodigy Esports,sup,3,4,12,12636,176.0,3.75
Yang,KaBuM! e-Sports,top,3,4,7,14839,240.0,2.5
Revolta,KaBuM! e-Sports,jng,4,4,10,13962,194.0,3.5
Tutsz,KaBuM! e-Sports,mid,6,4,10,16620,339.0,4.0
DudsTheBoy,KaBuM! e-Sports,bot,6,4,7,22454,476.0,3.25
Ceos,KaBuM! e-Sports,sup,1,3,12,9122,28.0,4.33
,Prodigy Esports,team,19,20,45,73678,,3.2
,KaBuM! e-Sports,team,20,19,46,76997,,3.47
Boal,Flamengo Esports,top,2,2,4,9908,233.0,3.0
Ranger,Flamengo Esports,jng,1,2,7,9281,185.0,4.0
Goku,Flamengo Esports,mid,3,2,2,10728,253.0,2.5
Luskka,Flamengo Esports,bot,2,3,4,9856,216.0,2.0
Reven,Flamengo Esports,sup,0,3,7,5844,33.0,2.33
Tay,INTZ,top,6,1,4,12330,210.0,10.0
Shini,INTZ,jng,0,3,4,8931,162.0,1.33
Envy,INTZ,mid,3,2,5,11208,206.0,4.0
micaO,INTZ,bot,1,1,5,11538,243.0,6.0
RedBert,INTZ,sup,2,1,6,7451,39.0,8.0
,Flamengo Esports,team,8,12,24,45617,,2.67
,INTZ,team,12,8,24,51458,,4.5
Tyrin,FURIA Esports,top,2,7,2,9852,209.0,0.57
Sting,FURIA Esports,jng,4,2,3,9735,175.0,3.5
Anyyy,FURIA Esports,mid,0,3,4,10073,261.0,1.33
Alternative,FURIA Esports,bot,2,5,7,10822,234.0,1.8
Damage,FURIA Esports,sup,3,3,7,7324,33.0,3.33
fNb,Prodigy Esports,top,11,1,7,15947,272.0,18.0
Yampi,Prodigy Esports,jng,2,2,14,10798,173.0,8.0
dyNquedo,Prodigy Esports,mid,2,2,6,9674,180.0,4.0
Garo,Prodigy Esports,bot,4,2,7,12571,263.0,5.5
Wos,Prodigy Esports,sup,1,4,11,7365,32.0,3.0
,FURIA Esports,team,11,20,23,47806,,1.7
,Prodigy Esports,team,20,11,45,56355,,5.91
Hidan,Vivo Keyd,top,2,4,0,12601,253.0,0.5
Minerva,Vivo Keyd,jng,1,1,0,10392,206.0,1.0
NOsFerus,Vivo Keyd,mid,1,5,0,11326,265.0,0.2
Klaus,Vivo Keyd,bot,0,8,2,10431,225.0,0.25
Professor,Vivo Keyd,sup,0,5,2,6521,20.0,0.4
Yang,KaBuM! e-Sports,top,3,0,7,12256,255.0,inf
Revolta,KaBuM! e-Sports,jng,7,1,9,13678,238.0,16.0
Tutsz,KaBuM! e-Sports,mid,4,2,6,13799,317.0,5.0
DudsTheBoy,KaBuM! e-Sports,bot,5,1,12,10475,44.0,17.0
Ceos,KaBuM! e-Sports,sup,4,0,12,11087,178.0,inf
,Vivo Keyd,team,4,23,4,51271,,0.35
,KaBuM! e-Sports,team,23,4,46,61295,,17.25
JackPoT,Santos e-Sports,top,3,1,8,12720,233.0,11.0
Hyoga,Santos e-Sports,jng,5,2,5,11367,164.0,5.0
Rainbow,Santos e-Sports,mid,5,2,8,13310,260.0,6.5
Sarkis,Santos e-Sports,bot,4,0,8,12293,234.0,inf
Hawk,Santos e-Sports,sup,1,5,10,7595,33.0,2.2
Robo,paiN Gaming,top,1,5,5,9905,209.0,1.2
CarioK,paiN Gaming,jng,4,2,5,9144,128.0,4.5
tinowns,paiN Gaming,mid,2,4,6,11545,259.0,2.0
brTT,paiN Gaming,bot,2,4,8,12609,277.0,2.5
esA,paiN Gaming,sup,1,4,8,7096,39.0,2.25
,Santos e-Sports,team,18,10,39,57285,,5.7
,paiN Gaming,team,10,19,32,50299,,2.21
Hidan,Vivo Keyd,top,0,1,8,10766,239.0,8.0
Minerva,Vivo Keyd,jng,2,1,8,11921,231.0,10.0
NOsFerus,Vivo Keyd,mid,5,0,4,13923,312.0,inf
Klaus,Vivo Keyd,bot,2,1,7,13692,311.0,9.0
Professor,Vivo Keyd,sup,1,1,4,7645,35.0,5.0
fNb,Prodigy Esports,top,1,3,1,11767,289.0,0.67
Yampi,Prodigy Esports,jng,0,1,2,8398,172.0,2.0
dyNquedo,Prodigy Esports,mid,3,2,1,11359,288.0,2.0
Garo,Prodigy Esports,bot,0,2,2,10607,267.0,1.0
Wos,Prodigy Esports,sup,0,2,4,6297,34.0,2.0
