playername,teamname,position,kills,deaths,assists,totalgold,total cs,KDA
Klaus,Vivo Keyd,bot,8,4,10,21618,420.0,4.5
Professor,Vivo Keyd,sup,2,4,17,10788,53.0,4.75
WooFe,Flamengo Esports,top,4,4,12,18918,386.0,4.0
Ranger,Flamengo Esports,jng,3,4,13,12286,145.0,4.0
Goku,Flamengo Esports,mid,2,8,7,14973,300.0,1.12
Absolut,Flamengo Esports,bot,6,3,4,17567,355.0,3.33
Jojo,Flamengo Esports,sup,1,7,11,9313,23.0,1.71
,Vivo Keyd,team,26,16,55,80058,,5.06
,Flamengo Esports,team,16,26,47,73057,,2.42
Tay,INTZ,top,1,1,3,10497,201.0,4.0
Shini,INTZ,jng,6,0,3,12282,187.0,inf
Hauz,INTZ,mid,3,0,5,14629,316.0,inf
micaO,INTZ,bot,1,0,6,14126,319.0,inf
RedBert,INTZ,sup,0,0,8,7685,44.0,inf
Parang,KaBuM! e-Sports,top,1,3,0,11527,279.0,0.33
Wiz,KaBuM! e-Sports,jng,0,2,0,7803,147.0,0.0
Tutsz,KaBuM! e-Sports,mid,0,3,0,10973,291.0,0.0
Disave,KaBuM! e-Sports,bot,0,2,0,10887,293.0,0.0
Ceos,KaBuM! e-Sports,sup,0,1,0,6289,44.0,0.0
,INTZ,team,11,1,25,59219,,36.0
,KaBuM! e-Sports,team,1,11,0,47479,,0.09
fNb,Prodigy Esports,top,6,1,13,14293,226.0,19.0
Yampi,Prodigy Esports,jng,4,1,10,12218,219.0,14.0
Aloned,Prodigy Esports,mid,6,4,10,13965,256.0,4.0
Garo,Prodigy Esports,bot,9,0,6,15057,264.0,inf
Wos,Prodigy Esports,sup,0,1,21,8609,22.0,21.0
WooFe,Flamengo Esports,top,2,7,4,11478,230.0,0.86
Ranger,Flamengo Esports,jng,3,3,4,11254,184.0,2.33
Goku,Flamengo Esports,mid,0,4,2,10801,255.0,0.5
Absolut,Flamengo Esports,bot,2,4,3,14041,318.0,1.25
Jojo,Flamengo Esports,sup,0,7,3,7115,33.0,0.43
,Prodigy Esports,team,25,7,60,64142,,12.14
,Flamengo Esports,team,7,25,16,54689,,0.92
Yang,paiN Gaming,top,3,5,2,10296,205.0,1.0
SeongHwan,paiN Gaming,jng,0,2,5,7742,125.0,2.5
tinowns,paiN Gaming,mid,0,0,2,9633,250.0,inf
brTT,paiN Gaming,bot,2,1,3,11984,286.0,5.0
Key,paiN Gaming,sup,2,2,4,6856,33.0,3.0
Robo,Vivo Keyd,top,4,3,3,11357,214.0,2.33
Grell,Vivo Keyd,jng,2,0,7,12307,261.0,inf
NOsFerus,Vivo Keyd,mid,1,1,4,11737,230.0,5.0
Klaus,Vivo Keyd,bot,3,2,1,12696,282.0,2.0
Professor,Vivo Keyd,sup,0,1,6,6942,32.0,6.0
,paiN Gaming,team,7,10,16,46511,,2.3
,Vivo Keyd,team,10,7,21,55039,,4.43
Tyrin,FURIA Esports,top,3,2,0,9649,200.0,1.5
Minerva,FURIA Esports,jng,0,0,2,8712,178.0,inf
Anyyy,FURIA Esports,mid,0,5,3,8365,194.0,0.6
ST3PZ,FURIA Esports,bot,0,4,1,6581,61.0,0.25
Damage,FURIA Esports,sup,0,2,3,6467,109.0,1.5
Glow,Redemption eSports Porto Alegre,top,1,2,6,9348,169.0,3.5
Sephis,Redemption eSports Porto Alegre,jng,4,0,2,9284,141.0,inf
Krastyel,Redemption eSports Porto Alegre,mid,3,0,5,11439,238.0,inf
Save,Redemption eSports Porto Alegre,bot,5,1,4,12778,271.0,9.0
BocaJR,Redemption eSports Porto Alegre,sup,0,0,10,7552,20.0,inf
,FURIA Esports,team,3,13,9,39774,,0.92
,Redemption eSports Porto Alegre,team,13,3,27,50401,,13.33
Tay,INTZ,top,1,1,8,11243,229.0,9.0
Shini,INTZ,jng,1,4,12,10865,154.0,3.25
Hauz,INTZ,mid,8,2,3,14495,229.0,5.5
micaO,INTZ,bot,7,0,7,14930,299.0,inf
RedBert,INTZ,sup,2,0,14,8226,1.0,inf
Robo,Vivo Keyd,top,1,5,1,11380,278.0,0.4
Grell,Vivo Keyd,jng,2,3,2,10225,188.0,1.33
NOsFerus,Vivo Keyd,mid,4,4,0,12887,284.0,1.0
Klaus,Vivo Keyd,bot,0,4,3,10850,262.0,0.75
Professor,Vivo Keyd,sup,0,3,5,7067,28.0,1.67
,INTZ,team,19,7,44,59759,,9.0
,Vivo Keyd,team,7,19,11,52409,,0.95
WooFe,Flamengo Esports,top,8,1,9,12680,209.0,17.0
Ranger,Flamengo Esports,jng,4,1,13,10173,166.0,17.0
Goku,Flamengo Esports,mid,7,2,8,10582,161.0,7.5
Absolut,Flamengo Esports,bot,2,2,11,10255,196.0,6.5
Luci,Flamengo Esports,sup,2,2,16,7609,26.0,9.0
Tyrin,FURIA Esports,top,1,6,1,7586,166.0,0.33
Sting,FURIA Esports,jng,1,6,5,7338,134.0,1.0
Anyyy,FURIA Esports,mid,2,3,4,8473,175.0,2.0
Alternative,FURIA Esports,bot,4,5,3,11280,222.0,1.4
Damage,FURIA Esports,sup,0,3,8,5636,32.0,2.67
,Flamengo Esports,team,23,8,57,51299,,10.0
,FURIA Esports,team,8,23,21,40313,,1.26
Parang,KaBuM! e-Sports,top,6,2,8,13090,227.0,7.0
Wiz,KaBuM! e-Sports,jng,5,1,8,12607,214.0,13.0
Tutsz,KaBuM! e-Sports,mid,4,1,7,12892,251.0,11.0
DudsTheBoy,KaBuM! e-Sports,bot,5,0,5,14688,273.0,inf
Ceos,KaBuM! e-Sports,sup,0,2,12,8107,24.0,6.0
fNb,Prodigy Esports,top,0,4,4,11184,239.0,1.0
Yampi,Prodigy Esports,jng,3,4,2,10229,167.0,1.25
Aloned,Prodigy Esports,mid,0,4,3,10121,220.0,0.75
Garo,Prodigy Esports,bot,2,3,2,12309,302.0,1.33
Wos,Prodigy Esports,sup,1,5,2,6553,36.0,0.6
,KaBuM! e-Sports,team,20,6,40,61384,,10.0
,Prodigy Esports,team,6,20,13,50396,,0.95
Nyu,Redemption eSports Porto Alegre,top,0,0,2,7953,195.0,inf
Sephis,Redemption eSports Porto Alegre,jng,0,5,8,7465,129.0,1.6
Krastyel,Redemption eSports Porto Alegre,mid,3,3,3,10781,239.0,2.0
Save,Redemption eSports Porto Alegre,bot,4,1,2,12082,273.0,6.0
BocaJR,Redemption eSports Porto Alegre,sup,1,3,5,5873,30.0,2.0
Yang,paiN Gaming,top,1,3,1,10217,204.0,0.67
SeongHwan,paiN Gaming,jng,3,1,6,10189,180.0,9.0
tinowns,paiN Gaming,mid,5,1,6,13669,285.0,11.0
brTT,paiN Gaming,bot,2,0,6,12019,267.0,inf
Key,paiN Gaming,sup,1,3,9,7540,39.0,3.33
,Redemption eSports Porto Alegre,team,8,12,20,44154,,2.33
,paiN Gaming,team,12,8,28,53634,,5.0
Tyrin,FURIA Esports,top,4,6,6,14419,270.0,1.67
Sting,FURIA Esports,jng,7,4,7,14310,198.0,3.5
Anyyy,FURIA Esports,mid,4,5,10,13876,246.0,2.8
Alternative,FURIA Esports,bot,2,5,5,14875,324.0,1.4
Damage,FURIA Esports,sup,0,6,7,8126,46.0,1.17
Robo,Vivo Keyd,top,2,7,16,12496,214.0,2.57
Grell,Vivo Keyd,jng,7,1,14,15480,217.0,21.0
NOsFerus,Vivo Keyd,mid,6,5,8,17478,323.0,2.8
Klaus,Vivo Keyd,bot,9,2,10,18365,338.0,9.5
Professor,Vivo Keyd,sup,2,2,21,10326,38.0,11.5
,FURIA Esports,team,17,26,35,65606,,2.0
,Vivo Keyd,team,26,17,69,74145,,5.59
Yang,paiN Gaming,top,2,1,7,11511,234.0,9.0
SeongHwan,paiN Gaming,jng,3,0,10,10866,199.0,inf
tinowns,paiN Gaming,mid,5,0,5,12189,249.0,inf
brTT,paiN Gaming,bot,3,1,5,13773,320.0,8.0
Key,paiN Gaming,sup,0,1,7,7047,31.0,7.0
Parang,KaBuM! e-Sports,top,0,3,1,9731,235.0,0.33
Wiz,KaBuM! e-Sports,jng,0,3,1,7238,123.0,0.33
Tutsz,KaBuM! e-Sports,mid,1,2,0,10259,260.0,0.5
DudsTheBoy,KaBuM! e-Sports,bot,1,2,2,10948,273.0,1.5
Ceos,KaBuM! e-Sports,sup,1,3,2,6339,37.0,1.0
,paiN Gaming,team,13,3,34,55386,,15.67
,KaBuM! e-Sports,team,3,13,6,44515,,0.69
Nyu,Redemption eSports Porto Alegre,top,3,0,3,11223,230.0,inf
Sephis,Redemption eSports Porto Alegre,jng,2,0,8,9292,143.0,inf
Krastyel,Redemption eSports Porto Alegre,mid,9,1,5,14101,240.0,14.0
Save,Redemption eSports Porto Alegre,bot,4,3,10,10107,66.0,4.67
BocaJR,Redemption eSports Porto Alegre,sup,0,1,9,9232,179.0,9.0
WooFe,Flamengo Esports,top,0,2,0,8891,222.0,0.0
Ranger,Flamengo Esports,jng,3,3,0,10019,188.0,1.0
Goku,Flamengo Esports,mid,2,6,0,11294,269.0,0.33
Absolut,Flamengo Esports,bot,0,2,1,8817,204.0,0.5
Luci,Flamengo Esports,sup,0,5,1,5624,36.0,0.2
,Redemption eSports Porto Alegre,team,18,5,35,53955,,10.6
,Flamengo Esports,team,5,18,2,44645,,0.39
fNb,Prodigy Esports,top,4,1,7,19321,385.0,11.0
Yampi,Prodigy Esports,jng,4,4,6,14043,185.0,2.5
Aloned,Prodigy Esports,mid,3,4,7,13797,232.0,2.5
Garo,Prodigy Esports,bot,6,3,7,19326,404.0,4.33
Wos,Prodigy Esports,sup,0,0,14,9977,43.0,inf
Tay,INTZ,top,1,2,7,16736,362.0,4.0
Shini,INTZ,jng,1,4,6,11208,197.0,1.75
Hauz,INTZ,mid,3,5,4,13999,283.0,1.4
micaO,INTZ,bot,5,3,6,18284,418.0,3.67
RedBert,INTZ,sup,2,3,9,9722,30.0,3.67
,Prodigy Esports,team,17,12,41,76464,,4.83
,INTZ,team,12,17,32,69949,,2.59
fNb,Prodigy Esports,top,3,6,5,11078,193.0,1.33
Yampi,Prodigy Esports,jng,3,4,4,10093,177.0,1.75
Aloned,Prodigy Esports,mid,1,4,5,10558,238.0,1.5
Garo,Prodigy Esports,bot,3,3,2,12198,288.0,1.67
Wos,Prodigy Esports,sup,1,5,7,6433,25.0,1.6
Yang,paiN Gaming,top,1,4,12,10294,185.0,3.25
SeongHwan,paiN Gaming,jng,6,1,15,13117,200.0,21.0
tinowns,paiN Gaming,mid,10,0,7,14431,237.0,inf
brTT,paiN Gaming,bot,4,3,9,13737,276.0,4.33
Key,paiN Gaming,sup,1,3,17,8505,41.0,6.0
,Prodigy Esports,team,11,22,23,50360,,1.55
,paiN Gaming,team,22,11,60,60084,,7.45
Robo,Vivo Keyd,top,3,2,10,9960,186.0,6.5
Grell,Vivo Keyd,jng,4,0,10,10074,149.0,inf
NOsFerus,Vivo Keyd,mid,7,0,9,12031,204.0,inf
Klaus,Vivo Keyd,bot,4,1,7,11742,261.0,11.0
Professor,Vivo Keyd,sup,0,1,9,6213,36.0,9.0
Glow,Redemption eSports Porto Alegre,top,0,2,1,7361,174.0,0.5
Sephis,Redemption eSports Porto Alegre,jng,1,4,3,7122,122.0,1.0
Krastyel,Redemption eSports Porto Alegre,mid,2,3,0,8475,184.0,0.67
Save,Redemption eSports Porto Alegre,bot,1,6,2,9371,218.0,0.5
BocaJR,Redemption eSports Porto Alegre,sup,0,3,3,5234,23.0,1.0
,Vivo Keyd,team,18,4,45,50020,,15.75
,Redemption eSports Porto Alegre,team,4,18,9,37563,,0.72
lcberg,INTZ,top,2,2,4,12691,252.0,3.0
Shini,INTZ,jng,1,1,8,10510,160.0,9.0
Hauz,INTZ,mid,7,1,5,14816,297.0,12.0
micaO,INTZ,bot,4,1,5,13174,277.0,9.0
RedBert,INTZ,sup,1,0,9,7972,37.0,inf
Tyrin,FURIA Esports,top,1,3,1,9020,199.0,0.67
Minerva,FURIA Esports,jng,3,2,0,9997,191.0,1.5
Anyyy,FURIA Esports,mid,1,3,2,11333,272.0,1.0
Alternative,FURIA Esports,bot,0,2,2,11852,289.0,1.0
Damage,FURIA Esports,sup,0,5,3,6474,40.0,0.6
,INTZ,team,15,5,31,59163,,9.2
,FURIA Esports,team,5,15,8,48676,,0.87
WooFe,Flamengo Esports,top,0,4,14,13490,224.0,3.5
Ranger,Flamengo Esports,jng,0,5,17,13314,199.0,3.4
Goku,Flamengo Esports,mid,9,3,6,19563,358.0,5.0
Absolut,Flamengo Esports,bot,11,2,4,23639,425.0,7.5
Jojo,Flamengo Esports,sup,2,3,13,10952,36.0,5.0
Parang,KaBuM! e-Sports,top,4,7,9,17901,312.0,1.86
Wiz,KaBuM! e-Sports,jng,4,4,9,14364,209.0,3.25
Tutsz,KaBuM! e-Sports,mid,4,2,10,17434,379.0,7.0
Disave,KaBuM! e-Sports,bot,5,3,9,16601,317.0,4.67
Ceos,KaBuM! e-Sports,sup,0,6,15,9866,41.0,2.5
,Flamengo Esports,team,22,17,54,80958,,4.47
,KaBuM! e-Sports,team,17,22,52,76166,,3.14
Glow,Redemption eSports Porto Alegre,top,2,4,3,7939,139.0,1.25
Sephis,Redemption eSports Porto Alegre,jng,3,3,4,7965,123.0,2.33
Krastyel,Redemption eSports Porto Alegre,mid,3,3,3,9709,216.0,2.0
Save,Redemption eSports Porto Alegre,bot,1,3,8,10100,224.0,3.0
BocaJR,Redemption eSports Porto Alegre,sup,0,3,9,6003,28.0,3.0
fNb,Prodigy Esports,top,6,3,5,11399,203.0,3.67
Yampi,Prodigy Esports,jng,0,2,8,7847,117.0,4.0
Aloned,Prodigy Esports,mid,7,1,6,12876,211.0,13.0
Garo,Prodigy Esports,bot,2,1,9,9895,201.0,11.0
Wos,Prodigy Esports,sup,1,2,8,6697,33.0,4.5
,Redemption eSports Porto Alegre,team,9,16,27,41716,,2.25
,Prodigy Esports,team,16,9,36,48714,,5.78
Parang,KaBuM! e-Sports,top,7,5,12,12329,213.0,3.8
Wiz,KaBuM! e-Sports,jng,7,2,12,12101,167.0,9.5
Tutsz,KaBuM! e-Sports,mid,8,0,13,14035,247.0,inf
Disave,KaBuM! e-Sports,bot,8,2,6,14311,252.0,7.0
Ceos,KaBuM! e-Sports,sup,0,2,17,7518,28.0,8.5
Robo,Vivo Keyd,top,0,7,8,8780,182.0,1.14
Grell,Vivo Keyd,jng,4,6,4,9771,160.0,1.33
NOsFerus,Vivo Keyd,mid,6,7,4,11006,190.0,1.43
Klaus,Vivo Keyd,bot,0,4,4,9449,235.0,1.0
Professor,Vivo Keyd,sup,1,6,5,6066,28.0,1.0
,KaBuM! e-Sports,team,30,11,60,60294,,8.18
,Vivo Keyd,team,11,30,25,45072,,1.2
lcberg,INTZ,top,3,5,3,11910,262.0,1.2
Shini,INTZ,jng,2,3,5,11225,198.0,2.33
Hauz,INTZ,mid,0,2,6,11348,251.0,3.0
micaO,INTZ,bot,2,3,3,12543,280.0,1.67
RedBert,INTZ,sup,1,3,6,7707,38.0,2.33
WooFe,Flamengo Esports,top,2,3,9,11185,192.0,3.67
Ranger,Flamengo Esports,jng,4,1,10,13436,202.0,14.0
Goku,Flamengo Esports,mid,3,1,4,13893,288.0,7.0
Absolut,Flamengo Esports,bot,5,1,7,16187,313.0,12.0
Jojo,Flamengo Esports,sup,2,2,7,8737,31.0,4.5
,INTZ,team,8,16,23,54733,,1.94
,Flamengo Esports,team,16,8,37,63438,,6.62
Tyrin,FURIA Esports,top,0,1,6,10147,230.0,6.0
Minerva,FURIA Esports,jng,3,3,3,10150,170.0,2.0
Anyyy,FURIA Esports,mid,3,0,5,11305,240.0,inf
Alternative,FURIA Esports,bot,2,0,5,13885,310.0,inf
Damage,FURIA Esports,sup,1,4,7,6838,32.0,2.0
Yang,paiN Gaming,top,1,2,3,12524,265.0,2.0
SeongHwan,paiN Gaming,jng,3,2,5,9473,138.0,4.0
tinowns,paiN Gaming,mid,1,2,2,11170,259.0,1.5
brTT,paiN Gaming,bot,3,1,4,14150,292.0,7.0
Key,paiN Gaming,sup,0,2,6,6994,28.0,3.0
,FURIA Esports,team,9,8,26,52325,,4.38
,paiN Gaming,team,8,9,20,54311,,3.11
lcberg,INTZ,top,6,2,3,14954,259.0,4.5
Shini,INTZ,jng,2,1,8,12360,193.0,10.0
Hauz,INTZ,mid,6,2,6,13137,254.0,6.0
micaO,INTZ,bot,3,1,7,9681,49.0,10.0
RedBert,INTZ,sup,1,0,10,10541,162.0,inf
Glow,Redemption eSports Porto Alegre,top,0,3,2,8237,172.0,0.67
Sephis,Redemption eSports Porto Alegre,jng,1,4,4,10084,203.0,1.25
Krastyel,Redemption eSports Porto Alegre,mid,2,2,4,11491,239.0,3.0
Save,Redemption eSports Porto Alegre,bot,1,4,2,10199,249.0,0.75
BocaJR,Redemption eSports Porto Alegre,sup,2,5,2,6727,29.0,0.8
,INTZ,team,18,6,34,60673,,8.67
,Redemption eSports Porto Alegre,team,6,18,14,46738,,1.11
fNb,Prodigy Esports,top,4,5,5,11274,198.0,1.8
Yampi,Prodigy Esports,jng,2,3,8,9774,164.0,3.33
Aloned,Prodigy Esports,mid,1,6,8,9793,198.0,1.5
Garo,Prodigy Esports,bot,3,5,7,13312,287.0,2.0
Wos,Prodigy Esports,sup,1,6,6,6954,29.0,1.17
Robo,Vivo Keyd,top,3,4,7,11276,178.0,2.5
Grell,Vivo Keyd,jng,3,4,15,12982,196.0,4.5
NOsFerus,Vivo Keyd,mid,5,1,13,14832,299.0,18.0
Klaus,Vivo Keyd,bot,8,1,9,16653,264.0,17.0
Professor,Vivo Keyd,sup,6,1,13,10158,39.0,19.0
,Prodigy Esports,team,11,25,34,51107,,1.8
,Vivo Keyd,team,25,11,57,65901,,7.45
Tyrin,FURIA Esports,top,3,3,8,10160,174.0,3.67
Minerva,FURIA Esports,jng,4,0,11,11670,186.0,inf
Anyyy,FURIA Esports,mid,3,0,14,11562,222.0,inf
Alternative,FURIA Esports,bot,7,0,10,10879,54.0,inf
Damage,FURIA Esports,sup,2,1,12,9714,162.0,14.0
Parang,KaBuM! e-Sports,top,2,6,2,8549,172.0,0.67
Wiz,KaBuM! e-Sports,jng,1,4,2,8055,142.0,0.75
Tutsz,KaBuM! e-Sports,mid,0,1,2,9197,221.0,2.0
Disave,KaBuM! e-Sports,bot,1,5,1,9837,245.0,0.4
Ceos,KaBuM! e-Sports,sup,0,3,2,5592,30.0,0.67
,FURIA Esports,team,19,4,55,53985,,18.5
,KaBuM! e-Sports,team,4,19,9,41230,,0.68
WooFe,Flamengo Esports,top,3,1,6,13771,255.0,9.0
Ranger,Flamengo Esports,jng,0,4,9,10503,181.0,2.25
Goku,Flamengo Esports,mid,3,4,6,12784,259.0,2.25
Absolut,Flamengo Esports,bot,3,2,7,14048,312.0,5.0
Jojo,Flamengo Esports,sup,2,3,6,8133,34.0,2.67
Yang,paiN Gaming,top,2,1,8,11826,236.0,10.0
SeongHwan,paiN Gaming,jng,2,2,8,10679,172.0,5.0
tinowns,paiN Gaming,mid,6,2,7,15979,318.0,6.5
brTT,paiN Gaming,bot,4,2,9,14934,295.0,6.5
Key,paiN Gaming,sup,0,4,10,7637,41.0,2.5
,Flamengo Esports,team,11,14,34,59239,,3.21
,paiN Gaming,team,14,11,42,61055,,5.09
Tyrin,FURIA Esports,top,2,0,8,12325,228.0,inf
Minerva,FURIA Esports,jng,2,2,11,10957,189.0,6.5
Anyyy,FURIA Esports,mid,11,2,3,14897,287.0,7.0
Alternative,FURIA Esports,bot,2,1,10,14735,338.0,12.0
Damage,FURIA Esports,sup,1,0,7,7406,34.0,inf
fNb,Prodigy Esports,top,1,3,1,11733,251.0,0.67
Yampi,Prodigy Esports,jng,1,3,2,8685,150.0,1.0
Aloned,Prodigy Esports,mid,2,5,2,11450,268.0,0.8
Garo,Prodigy Esports,bot,0,3,2,9623,228.0,0.67
Wos,Prodigy Esports,sup,1,4,2,6598,32.0,0.75
,FURIA Esports,team,18,5,39,60320,,11.4
,Prodigy Esports,team,5,18,9,48089,,0.78
Yang,paiN Gaming,top,2,3,4,10105,226.0,2.0
SeongHwan,paiN Gaming,jng,1,4,2,8551,150.0,0.75
tinowns,paiN Gaming,mid,2,5,1,11737,287.0,0.6
brTT,paiN Gaming,bot,1,4,4,10489,255.0,1.25
Key,paiN Gaming,sup,0,4,3,5944,29.0,0.75
lcberg,INTZ,top,4,1,7,14051,254.0,11.0
Shini,INTZ,jng,3,1,10,11015,185.0,13.0
Hauz,INTZ,mid,7,1,8,13340,242.0,15.0
micaO,INTZ,bot,6,2,9,13232,247.0,7.5
RedBert,INTZ,sup,0,1,18,8173,34.0,18.0
,paiN Gaming,team,6,20,14,46826,,1.0
,INTZ,team,20,6,52,59811,,12.0
Glow,Redemption eSports Porto Alegre,top,0,5,6,9714,202.0,1.2
Sephis,Redemption eSports Porto Alegre,jng,3,6,5,11782,192.0,1.33
Krastyel,Redemption eSports Porto Alegre,mid,6,4,1,13495,248.0,1.75
Save,Redemption eSports Porto Alegre,bot,0,5,8,11930,272.0,1.6
BocaJR,Redemption eSports Porto Alegre,sup,1,4,7,7503,39.0,2.0
Parang,KaBuM! e-Sports,top,10,2,11,15025,259.0,10.5
Wiz,KaBuM! e-Sports,jng,3,2,13,11547,165.0,8.0
Tutsz,KaBuM! e-Sports,mid,3,3,10,15125,311.0,4.33
DudsTheBoy,KaBuM! e-Sports,bot,8,2,10,16464,310.0,9.0
Ceos,KaBuM! e-Sports,sup,0,1,21,8582,34.0,21.0
,Redemption eSports Porto Alegre,team,10,24,27,54424,,1.54
,KaBuM! e-Sports,team,24,10,65,66743,,8.9
WooFe,Flamengo Esports,top,1,3,4,8322,176.0,1.67
Ranger,Flamengo Esports,jng,2,3,1,7566,121.0,1.0
Goku,Flamengo Esports,mid,2,4,3,9374,213.0,1.25
Absolut,Flamengo Esports,bot,1,3,2,9234,214.0,1.0
Jojo,Flamengo Esports,sup,0,5,4,5210,29.0,0.8
Robo,Vivo Keyd,top,0,4,10,9094,158.0,2.5
Grell,Vivo Keyd,jng,4,0,13,10926,138.0,inf
NOsFerus,Vivo Keyd,mid,5,1,5,10866,210.0,10.0
Klaus,Vivo Keyd,bot,7,0,7,11977,216.0,inf
Professor,Vivo Keyd,sup,2,1,14,7444,22.0,16.0
,Flamengo Esports,team,6,18,14,39706,,1.11
,Vivo Keyd,team,18,6,49,50307,,11.17
Robo,Vivo Keyd,top,5,4,6,14088,240.0,2.75
Grell,Vivo Keyd,jng,2,1,14,11681,163.0,16.0
NOsFerus,Vivo Keyd,mid,6,2,6,15806,306.0,6.0
Klaus,Vivo Keyd,bot,4,5,7,14071,278.0,2.2
Professor,Vivo Keyd,sup,2,1,14,8955,22.0,16.0
Yang,paiN Gaming,top,1,4,6,11117,251.0,1.75
SeongHwan,paiN Gaming,jng,1,4,4,9144,167.0,1.25
tinowns,paiN Gaming,mid,8,2,2,14695,286.0,5.0
brTT,paiN Gaming,bot,2,5,6,12207,270.0,1.6
Key,paiN Gaming,sup,1,4,8,6932,37.0,2.25
,Vivo Keyd,team,19,13,47,64601,,5.08
,paiN Gaming,team,13,19,26,54095,,2.05
lcberg,INTZ,top,5,4,6,18548,338.0,2.75
Shini,INTZ,jng,5,8,9,13140,165.0,1.75
Hauz,INTZ,mid,2,5,9,14106,290.0,2.2
micaO,INTZ,bot,7,3,4,17323,338.0,3.67
RedBert,INTZ,sup,0,3,12,8931,31.0,4.0
Parang,KaBuM! e-Sports,top,3,6,9,14425,262.0,2.0
Wiz,KaBuM! e-Sports,jng,2,2,10,14126,251.0,6.0
Tutsz,KaBuM! e-Sports,mid,9,7,4,17523,290.0,1.86
DudsTheBoy,KaBuM! e-Sports,bot,8,3,8,18829,344.0,5.33
Ceos,KaBuM! e-Sports,sup,1,1,20,10333,31.0,21.0
,INTZ,team,19,23,40,72048,,2.57
,KaBuM! e-Sports,team,23,19,51,75236,,3.89
WooFe,Flamengo Esports,top,0,3,3,10068,234.0,1.0
Ranger,Flamengo Esports,jng,1,5,4,8727,152.0,1.0
Goku,Flamengo Esports,mid,2,4,1,11276,255.0,0.75
Absolut,Flamengo Esports,bot,4,5,3,12855,275.0,1.4
Jojo,Flamengo Esports,sup,2,2,6,7714,29.0,4.0
fNb,Prodigy Esports,top,6,1,4,14421,314.0,10.0
Yampi,Prodigy Esports,jng,1,2,14,10776,165.0,7.5
Aloned,Prodigy Esports,mid,9,3,4,14483,225.0,4.33
Garo,Prodigy Esports,bot,3,0,11,10087,67.0,inf
Wos,Prodigy Esports,sup,0,3,7,9113,153.0,2.33
,Flamengo Esports,team,9,19,17,50640,,1.37
,Prodigy Esports,team,19,9,40,58880,,6.56
Glow,Redemption eSports Porto Alegre,top,4,5,5,15005,302.0,1.8
Sephis,Redemption eSports Porto Alegre,jng,3,2,8,12559,194.0,5.5
Krastyel,Redemption eSports Porto Alegre,mid,1,2,7,14671,336.0,4.0
Save,Redemption eSports Porto Alegre,bot,6,4,7,14015,119.0,3.25
BocaJR,Redemption eSports Porto Alegre,sup,3,1,6,12609,218.0,9.0
Tyrin,FURIA Esports,top,3,5,3,16980,336.0,1.2
Minerva,FURIA Esports,jng,4,3,7,17125,308.0,3.67
Anyyy,FURIA Esports,mid,1,2,5,14083,301.0,3.0
Alternative,FURIA Esports,bot,4,6,5,16847,345.0,1.5
Damage,FURIA Esports,sup,2,1,8,10878,34.0,10.0
,Redemption eSports Porto Alegre,team,17,14,33,68859,,3.57
,FURIA Esports,team,14,17,28,75913,,2.47
Parang,KaBuM! e-Sports,top,5,1,11,13365,237.0,16.0
Wiz,KaBuM! e-Sports,jng,6,2,12,11704,171.0,9.0
Tutsz,KaBuM! e-Sports,mid,7,3,14,11128,172.0,7.0
DudsTheBoy,KaBuM! e-Sports,bot,7,3,7,14322,251.0,4.67
Ceos,KaBuM! e-Sports,sup,1,4,21,8207,26.0,5.5
fNb,Prodigy Esports,top,0,5,5,8838,215.0,1.0
Yampi,Prodigy Esports,jng,5,4,6,9487,114.0,2.75
Aloned,Prodigy Esports,mid,2,5,5,8899,176.0,1.4
Garo,Prodigy Esports,bot,6,4,5,12794,193.0,2.75
Wos,Prodigy Esports,sup,0,8,7,5954,42.0,0.88
,KaBuM! e-Sports,team,26,13,65,58726,,7.0
,Prodigy Esports,team,13,26,28,45972,,1.58
WooFe,Flamengo Esports,top,4,4,16,17344,321.0,5.0
Ranger,Flamengo Esports,jng,6,5,10,16896,280.0,3.2
Goku,Flamengo Esports,mid,10,4,9,21351,406.0,4.75
Absolut,Flamengo Esports,bot,8,1,10,21566,452.0,18.0
Jojo,Flamengo Esports,sup,1,0,25,11182,28.0,inf
Tyrin,FURIA Esports,top,5,5,6,18680,363.0,2.2
Minerva,FURIA Esports,jng,3,6,9,14400,235.0,2.0
Anyyy,FURIA Esports,mid,3,4,9,19967,439.0,3.0
Alternative,FURIA Esports,bot,3,6,5,20012,420.0,1.33
Damage,FURIA Esports,sup,0,8,8,10101,43.0,1.0
,Flamengo Esports,team,29,14,70,88339,,7.07
,FURIA Esports,team,14,29,37,83160,,1.76
lcberg,INTZ,top,9,1,1,16891,318.0,10.0
Shini,INTZ,jng,7,4,15,14921,209.0,5.5
Hauz,INTZ,mid,6,2,7,15304,290.0,6.5
micaO,INTZ,bot,3,2,14,14362,307.0,8.5
RedBert,INTZ,sup,1,2,22,9427,9.0,11.5
Robo,Vivo Keyd,top,1,4,5,11183,246.0,1.5
Grell,Vivo Keyd,jng,5,8,3,12214,191.0,1.0
NOsFerus,Vivo Keyd,mid,1,5,3,13682,318.0,0.8
Klaus,Vivo Keyd,bot,3,5,5,16588,357.0,1.6
Professor,Vivo Keyd,sup,1,5,5,8054,34.0,1.2
,INTZ,team,26,11,59,70905,,7.73
,Vivo Keyd,team,11,27,21,61721,,1.19
