playername,teamname,position,kills,deaths,assists,totalgold,total cs,KDA
Professor,KaBuM! e-Sports,sup,0,6,12,7948,36.0,2.0
,Vorax Liberty,team,9,16,23,54049,,2.0
,KaBuM! e-Sports,team,16,9,52,63970,,7.56
Robo,paiN Gaming,top,11,2,2,19074,307.0,6.5
CarioK,paiN Gaming,jng,2,3,8,11367,203.0,3.33
tinowns,paiN Gaming,mid,0,1,5,11474,268.0,5.0
brTT,paiN Gaming,bot,2,2,9,10003,57.0,5.5
Luci,paiN Gaming,sup,0,3,7,8285,129.0,2.33
Parang,Flamengo Esports,top,2,4,6,10496,231.0,2.0
Ranger,Flamengo Esports,jng,3,3,4,10767,218.0,2.33
Tutsz,Flamengo Esports,mid,3,2,3,12639,274.0,3.0
Absolut,Flamengo Esports,bot,2,3,6,12545,288.0,2.67
RedBert,Flamengo Esports,sup,1,3,9,7699,35.0,3.33
,paiN Gaming,team,15,11,31,60203,,4.18
,Flamengo Esports,team,11,15,28,54146,,2.6
Boal,INTZ,top,0,6,3,8900,190.0,0.5
Revolta,INTZ,jng,5,6,3,10031,143.0,1.33
Envy,INTZ,mid,0,3,6,9986,233.0,2.0
micaO,INTZ,bot,2,5,2,11044,243.0,0.8
Gyeong,INTZ,sup,1,6,5,6385,28.0,1.0
fNb,Vorax Liberty,top,12,1,7,15282,235.0,19.0
Yampi,Vorax Liberty,jng,4,0,13,12588,207.0,inf
Krastyel,Vorax Liberty,mid,4,2,15,12664,250.0,9.5
Matsukaze,Vorax Liberty,bot,6,0,14,13938,240.0,inf
Wos,Vorax Liberty,sup,0,5,19,7670,37.0,3.8
,INTZ,team,8,26,19,46346,,1.04
,Vorax Liberty,team,26,8,68,62142,,11.75
Parang,Flamengo Esports,top,0,4,6,10934,223.0,1.5
Ranger,Flamengo Esports,jng,2,2,5,10630,200.0,3.5
Tutsz,Flamengo Esports,mid,3,4,2,11603,259.0,1.25
Absolut,Flamengo Esports,bot,3,4,2,12625,256.0,1.25
RedBert,Flamengo Esports,sup,0,8,4,6897,36.0,0.5
Kiari,Rensga eSports,top,4,4,10,13011,239.0,3.5
Froststrike,Rensga eSports,jng,2,0,11,11615,228.0,inf
Enga,Rensga eSports,mid,7,0,12,14080,245.0,inf
Trigo,Rensga eSports,bot,8,1,8,14761,249.0,16.0
Zirigui,Rensga eSports,sup,1,3,14,8055,32.0,5.0
,Flamengo Esports,team,8,22,19,52689,,1.23
,Rensga eSports,team,22,8,55,61522,,9.62
Truklax,Cruzeiro eSports,top,1,3,10,9453,174.0,3.67
Sephis,Cruzeiro eSports,jng,0,4,13,9303,155.0,3.25
Piloto,Cruzeiro eSports,mid,3,0,10,11479,257.0,inf
Drop,Cruzeiro eSports,bot,11,1,2,16998,293.0,13.0
Hawk,Cruzeiro eSports,sup,2,1,12,7552,41.0,14.0
Tyrin,FURIA Esports,top,2,4,5,11924,271.0,1.75
Follow,FURIA Esports,jng,2,3,5,8712,159.0,2.33
Anyyy,FURIA Esports,mid,2,3,5,11578,288.0,2.33
Beenie,FURIA Esports,bot,3,3,3,12106,281.0,2.0
ProDelta,FURIA Esports,sup,0,4,7,5954,37.0,1.75
,Cruzeiro eSports,team,17,9,47,54785,,7.11
,FURIA Esports,team,9,17,25,50274,,2.0
Wizer,KaBuM! e-Sports,top,0,5,0,7318,172.0,0.0
Ryan,KaBuM! e-Sports,jng,0,6,3,6955,147.0,0.5
Evrot,KaBuM! e-Sports,mid,2,3,1,7794,170.0,1.0
Disave,KaBuM! e-Sports,bot,2,3,2,8943,202.0,1.33
Professor,KaBuM! e-Sports,sup,0,2,4,5550,13.0,2.0
Robo,paiN Gaming,top,8,0,8,12597,243.0,inf
CarioK,paiN Gaming,jng,1,0,16,8993,154.0,inf
tinowns,paiN Gaming,mid,10,0,8,14020,247.0,inf
brTT,paiN Gaming,bot,0,3,8,9753,215.0,2.67
Luci,paiN Gaming,sup,0,1,12,6297,36.0,12.0
,KaBuM! e-Sports,team,4,19,10,36560,,0.74
,paiN Gaming,team,19,4,52,51660,,17.75
Guigo,RED Canids,top,4,4,5,13334,245.0,2.25
Aegis,RED Canids,jng,5,2,5,11695,237.0,5.0
Avenger,RED Canids,mid,5,0,4,12389,246.0,inf
TitaN,RED Canids,bot,6,1,10,12917,260.0,16.0
Jojo,RED Canids,sup,0,1,11,7042,35.0,11.0
Tay,LOUD,top,1,2,3,9580,212.0,2.0
Mewkyo,LOUD,jng,0,5,6,8440,167.0,1.2
dyNquedo,LOUD,mid,4,4,0,11291,236.0,1.0
DudsTheBoy,LOUD,bot,2,4,2,9412,205.0,1.0
Ceos,LOUD,sup,1,5,3,5949,31.0,0.8
,RED Canids,team,20,8,35,57377,,6.88
,LOUD,team,8,20,14,44672,,1.1
Wizer,KaBuM! e-Sports,top,5,0,4,16904,336.0,inf
Ryan,KaBuM! e-Sports,jng,3,0,5,13592,239.0,inf
Evrot,KaBuM! e-Sports,mid,3,2,6,16142,369.0,4.5
Disave,KaBuM! e-Sports,bot,2,0,8,18005,391.0,inf
Professor,KaBuM! e-Sports,sup,0,1,8,9808,49.0,8.0
Boal,INTZ,top,0,2,1,14975,335.0,0.5
Revolta,INTZ,jng,1,3,1,11526,215.0,0.67
Envy,INTZ,mid,2,2,1,16593,418.0,1.5
micaO,INTZ,bot,0,4,1,15218,363.0,0.25
Gyeong,INTZ,sup,0,2,1,8539,55.0,0.5
,KaBuM! e-Sports,team,13,3,31,74451,,14.67
,INTZ,team,3,13,5,66851,,0.62
fNb,Vorax Liberty,top,1,0,8,10322,220.0,inf
Yampi,Vorax Liberty,jng,1,1,4,10220,222.0,5.0
Krastyel,Vorax Liberty,mid,6,0,2,12291,257.0,inf
Matsukaze,Vorax Liberty,bot,5,0,7,8979,49.0,inf
Wos,Vorax Liberty,sup,0,0,11,8149,138.0,inf
Truklax,Cruzeiro eSports,top,0,2,0,7821,201.0,0.0
Sephis,Cruzeiro eSports,jng,0,3,0,7023,152.0,0.0
Piloto,Cruzeiro eSports,mid,0,1,0,8355,232.0,0.0
Drop,Cruzeiro eSports,bot,1,2,0,9716,238.0,0.5
Hawk,Cruzeiro eSports,sup,0,5,0,5575,17.0,0.0
,Vorax Liberty,team,13,1,32,49961,,45.0
,Cruzeiro eSports,team,1,13,0,38490,,0.08
Tyrin,FURIA Esports,top,2,4,8,16696,314.0,2.5
Follow,FURIA Esports,jng,1,1,12,11055,175.0,13.0
Anyyy,FURIA Esports,mid,5,2,9,15716,333.0,7.0
ST3PZ,FURIA Esports,bot,8,2,3,15779,300.0,5.5
Damage,FURIA Esports,sup,1,4,10,8852,45.0,2.75
Guigo,RED Canids,top,5,8,4,14618,276.0,1.12
Aegis,RED Canids,jng,2,3,7,11191,237.0,3.0
Avenger,RED Canids,mid,2,2,4,12966,300.0,3.0
TitaN,RED Canids,bot,3,2,3,13191,309.0,3.0
Jojo,RED Canids,sup,1,2,8,8152,38.0,4.5
,FURIA Esports,team,17,13,42,68098,,4.54
,RED Canids,team,13,17,26,60118,,2.29
Tay,LOUD,top,4,0,6,11665,244.0,inf
Mewkyo,LOUD,jng,8,2,13,13074,201.0,10.5
dyNquedo,LOUD,mid,7,4,15,13767,247.0,5.5
DudsTheBoy,LOUD,bot,3,2,11,11856,282.0,7.0
Ceos,LOUD,sup,1,0,16,6995,31.0,inf
Parang,Flamengo Esports,top,2,4,3,12304,256.0,1.25
Ranger,Flamengo Esports,jng,2,5,5,9144,180.0,1.4
Tutsz,Flamengo Esports,mid,0,8,7,9749,240.0,0.88
Absolut,Flamengo Esports,bot,1,3,2,10135,251.0,1.0
RedBert,Flamengo Esports,sup,3,3,2,7318,36.0,1.67
,LOUD,team,23,8,61,57357,,10.5
,Flamengo Esports,team,8,23,19,48650,,1.17
Robo,paiN Gaming,top,5,3,5,10726,194.0,3.33
CarioK,paiN Gaming,jng,1,1,11,9468,178.0,12.0
tinowns,paiN Gaming,mid,8,1,8,11559,207.0,16.0
brTT,paiN Gaming,bot,11,1,5,13921,228.0,16.0
Luci,paiN Gaming,sup,1,1,19,8072,47.0,20.0
Kennedys,Rensga eSports,top,1,7,1,7556,138.0,0.29
Erasus,Rensga eSports,jng,1,6,3,7124,131.0,0.67
Hauz,Rensga eSports,mid,3,4,1,10010,244.0,1.0
bydeki,Rensga eSports,bot,1,4,1,8218,204.0,0.5
Klyon,Rensga eSports,sup,1,6,3,5609,31.0,0.67
,paiN Gaming,team,26,7,48,53746,,10.57
,Rensga eSports,team,7,27,9,38517,,0.59
Parang,Flamengo Esports,top,1,5,2,10673,244.0,0.6
Ranger,Flamengo Esports,jng,1,1,8,9845,194.0,9.0
Tutsz,Flamengo Esports,mid,5,4,3,10673,222.0,2.0
Absolut,Flamengo Esports,bot,1,3,3,9578,218.0,1.33
RedBert,Flamengo Esports,sup,2,3,6,6851,34.0,2.67
Tyrin,FURIA Esports,top,3,2,5,10786,200.0,4.0
Follow,FURIA Esports,jng,1,4,6,9451,181.0,1.75
Anyyy,FURIA Esports,mid,3,2,11,11379,198.0,7.0
ST3PZ,FURIA Esports,bot,9,0,3,13973,262.0,inf
Damage,FURIA Esports,sup,0,2,12,7173,33.0,6.0
,Flamengo Esports,team,10,16,22,47620,,2.0
,FURIA Esports,team,16,10,37,52762,,5.3
Truklax,Cruzeiro eSports,top,1,2,13,9688,176.0,7.0
Sephis,Cruzeiro eSports,jng,9,1,11,12465,185.0,20.0
Piloto,Cruzeiro eSports,mid,4,0,11,12387,241.0,inf
Drop,Cruzeiro eSports,bot,7,0,7,14137,270.0,inf
Hawk,Cruzeiro eSports,sup,1,2,10,7179,35.0,5.5
Wizer,KaBuM! e-Sports,top,3,7,1,11581,218.0,0.57
Ryan,KaBuM! e-Sports,jng,0,3,2,8731,179.0,0.67
Evrot,KaBuM! e-Sports,mid,1,5,2,9647,232.0,0.6
Disave,KaBuM! e-Sports,bot,1,3,2,10093,233.0,1.0
Professor,KaBuM! e-Sports,sup,0,4,3,5958,33.0,0.75
,Cruzeiro eSports,team,22,5,52,55856,,14.8
,KaBuM! e-Sports,team,5,22,10,46010,,0.68
Kennedys,Rensga eSports,top,1,6,6,10930,245.0,1.17
Erasus,Rensga eSports,jng,2,5,8,11585,202.0,2.0
Hauz,Rensga eSports,mid,3,5,5,13018,284.0,1.6
bydeki,Rensga eSports,bot,4,6,3,16078,337.0,1.17
Klyon,Rensga eSports,sup,2,3,6,8056,37.0,2.67
Tay,LOUD,top,6,2,10,16431,310.0,8.0
Mewkyo,LOUD,jng,7,3,15,13233,189.0,7.33
dyNquedo,LOUD,mid,4,1,17,14281,292.0,21.0
DudsTheBoy,LOUD,bot,7,2,11,15537,303.0,9.0
Ceos,LOUD,sup,1,4,18,8450,32.0,4.75
,Rensga eSports,team,12,25,28,59667,,1.6
,LOUD,team,25,12,71,67932,,8.0
Guigo,RED Canids,top,2,6,6,10696,208.0,1.33
Aegis,RED Canids,jng,6,4,8,12459,204.0,3.5
Avenger,RED Canids,mid,5,3,9,13845,283.0,4.67
TitaN,RED Canids,bot,3,5,8,14368,349.0,2.2
Jojo,RED Canids,sup,0,5,12,7297,37.0,2.4
fNb,Vorax Liberty,top,5,4,12,14398,260.0,4.25
Yampi,Vorax Liberty,jng,2,0,15,12306,229.0,inf
Krastyel,Vorax Liberty,mid,8,2,9,15463,304.0,8.5
Matsukaze,Vorax Liberty,bot,8,2,10,16601,299.0,9.0
Wos,Vorax Liberty,sup,0,8,16,7997,29.0,2.0
,RED Canids,team,16,23,43,58665,,2.57
,Vorax Liberty,team,23,16,62,66765,,5.31
Boal,INTZ,top,0,2,0,8404,164.0,0.0
Revolta,INTZ,jng,0,3,0,7108,141.0,0.0
Envy,INTZ,mid,1,4,0,9167,218.0,0.25
micaO,INTZ,bot,0,2,0,7510,174.0,0.0
Gyeong,INTZ,sup,0,5,1,4911,28.0,0.2
Robo,paiN Gaming,top,3,1,10,8679,124.0,13.0
CarioK,paiN Gaming,jng,5,0,8,10761,191.0,inf
tinowns,paiN Gaming,mid,4,0,7,10864,219.0,inf
brTT,paiN Gaming,bot,4,0,1,11204,213.0,inf
Luci,paiN Gaming,sup,0,0,11,6475,37.0,inf
,INTZ,team,1,16,1,37100,,0.12
,paiN Gaming,team,16,1,37,47983,,53.0
Tay,LOUD,top,3,4,5,10145,167.0,2.0
Mewkyo,LOUD,jng,11,1,4,11960,153.0,15.0
dyNquedo,LOUD,mid,2,2,9,11222,248.0,5.5
DudsTheBoy,LOUD,bot,3,2,9,13028,268.0,6.0
Ceos,LOUD,sup,0,0,16,7737,32.0,inf
Robo,paiN Gaming,top,0,4,7,8755,185.0,1.75
CarioK,paiN Gaming,jng,1,6,5,8277,138.0,1.0
tinowns,paiN Gaming,mid,1,2,4,9387,235.0,2.5
brTT,paiN Gaming,bot,5,2,1,12351,236.0,3.0
Luci,paiN Gaming,sup,1,5,5,5614,34.0,1.2
,LOUD,team,19,9,43,54092,,6.89
,paiN Gaming,team,8,19,22,44384,,1.58
Robo,paiN Gaming,top,3,5,3,14459,316.0,1.2
CarioK,paiN Gaming,jng,3,3,1,13510,252.0,1.33
tinowns,paiN Gaming,mid,0,3,1,16044,413.0,0.33
brTT,paiN Gaming,bot,1,4,2,16427,409.0,0.75
Luci,paiN Gaming,sup,0,7,4,8385,39.0,0.57
Tay,LOUD,top,4,1,5,18283,359.0,9.0
Mewkyo,LOUD,jng,4,2,13,14649,247.0,8.5
dyNquedo,LOUD,mid,5,0,12,17124,346.0,inf
DudsTheBoy,LOUD,bot,6,1,13,20363,407.0,19.0
Ceos,LOUD,sup,3,3,14,10296,30.0,5.67
,paiN Gaming,team,7,22,11,68825,,0.82
,LOUD,team,22,7,57,80715,,11.29
Tay,LOUD,top,7,4,0,15468,289.0,1.75
Mewkyo,LOUD,jng,0,2,6,9850,197.0,3.0
dyNquedo,LOUD,mid,2,4,5,12459,280.0,1.75
DudsTheBoy,LOUD,bot,2,5,4,12011,248.0,1.2
Ceos,LOUD,sup,1,3,6,7203,27.0,2.33
Robo,paiN Gaming,top,6,4,4,13971,267.0,2.5
CarioK,paiN Gaming,jng,3,1,11,11233,205.0,14.0
tinowns,paiN Gaming,mid,3,2,9,12425,237.0,6.0
brTT,paiN Gaming,bot,5,1,8,17577,326.0,13.0
Luci,paiN Gaming,sup,1,4,8,7776,48.0,2.25
,LOUD,team,12,18,21,56991,,1.83
,paiN Gaming,team,18,12,40,62982,,4.83
Tay,LOUD,top,3,3,2,10116,216.0,1.67
Mewkyo,LOUD,jng,1,4,5,8464,169.0,1.5
dyNquedo,LOUD,mid,1,5,5,9080,203.0,1.2
DudsTheBoy,LOUD,bot,3,2,4,9956,211.0,3.5
Ceos,LOUD,sup,0,5,5,5290,26.0,1.0
Robo,paiN Gaming,top,6,2,2,10974,198.0,4.0
CarioK,paiN Gaming,jng,2,1,8,9041,148.0,10.0
tinowns,paiN Gaming,mid,3,1,8,11122,236.0,11.0
brTT,paiN Gaming,bot,8,1,4,14084,256.0,12.0
Luci,paiN Gaming,sup,0,3,5,6123,38.0,1.67
,LOUD,team,8,19,21,42906,,1.53
,paiN Gaming,team,19,8,27,51344,,5.75
Robo,paiN Gaming,top,8,5,6,13462,179.0,2.8
CarioK,paiN Gaming,jng,6,1,9,12344,208.0,15.0
tinowns,paiN Gaming,mid,4,2,11,12443,223.0,7.5
brTT,paiN Gaming,bot,1,2,8,11757,266.0,4.5
Luci,paiN Gaming,sup,0,4,6,6639,42.0,1.5
Tay,LOUD,top,7,5,6,11118,187.0,2.6
Mewkyo,LOUD,jng,2,5,6,8741,160.0,1.6
dyNquedo,LOUD,mid,2,2,8,10210,228.0,5.0
DudsTheBoy,LOUD,bot,2,4,4,9539,204.0,1.5
Ceos,LOUD,sup,1,3,5,5852,23.0,2.0
,paiN Gaming,team,19,14,40,56645,,4.21
,LOUD,team,14,19,29,45460,,2.26
Guigo,RED Canids,top,5,1,6,14469,283.0,11.0
Aegis,RED Canids,jng,1,1,9,10698,216.0,10.0
Avenger,RED Canids,mid,7,0,4,12916,269.0,inf
TitaN,RED Canids,bot,5,1,9,9926,38.0,14.0
Jojo,RED Canids,sup,1,0,9,9635,186.0,inf
Wizer,KaBuM! e-Sports,top,0,6,1,7841,176.0,0.17
Ryan,KaBuM! e-Sports,jng,0,4,3,7747,157.0,0.75
Evrot,KaBuM! e-Sports,mid,1,3,2,10522,244.0,1.0
Disave,KaBuM! e-Sports,bot,1,3,2,9424,235.0,1.0
Professor,KaBuM! e-Sports,sup,1,3,1,5721,30.0,0.67
,RED Canids,team,19,3,37,57644,,18.67
,KaBuM! e-Sports,team,3,19,9,41255,,0.63
Wizer,KaBuM! e-Sports,top,4,0,8,11136,203.0,inf
Ryan,KaBuM! e-Sports,jng,5,1,9,10777,183.0,14.0
Evrot,KaBuM! e-Sports,mid,3,1,6,11317,253.0,9.0
Disave,KaBuM! e-Sports,bot,4,3,6,12818,242.0,3.33
Professor,KaBuM! e-Sports,sup,1,3,14,7870,19.0,5.0
Guigo,RED Canids,top,0,5,3,8047,174.0,0.6
Aegis,RED Canids,jng,2,3,4,9495,215.0,2.0
Avenger,RED Canids,mid,1,2,2,9843,233.0,1.5
TitaN,RED Canids,bot,5,3,1,11478,246.0,2.0
Jojo,RED Canids,sup,0,4,5,5745,32.0,1.25
,KaBuM! e-Sports,team,17,8,43,53918,,7.5
,RED Canids,team,8,17,15,44608,,1.35
Guigo,RED Canids,top,0,5,9,9866,192.0,1.8
Aegis,RED Canids,jng,2,0,9,12210,244.0,inf
Avenger,RED Canids,mid,3,2,6,12726,278.0,4.5
TitaN,RED Canids,bot,6,1,4,15735,304.0,10.0
Jojo,RED Canids,sup,2,3,8,7791,34.0,3.33
Wizer,KaBuM! e-Sports,top,3,4,1,11588,251.0,1.0
Ryan,KaBuM! e-Sports,jng,1,1,6,10386,200.0,7.0
Evrot,KaBuM! e-Sports,mid,2,3,4,12228,268.0,2.0
Disave,KaBuM! e-Sports,bot,5,2,3,16101,341.0,4.0
Professor,KaBuM! e-Sports,sup,0,3,5,7312,39.0,1.67
,RED Canids,team,13,11,36,58328,,4.45
,KaBuM! e-Sports,team,11,13,19,57615,,2.31
Wizer,KaBuM! e-Sports,top,5,2,5,12990,237.0,5.0
Ryan,KaBuM! e-Sports,jng,2,4,4,10965,210.0,1.5
Evrot,KaBuM! e-Sports,mid,1,5,7,11849,284.0,1.6
Disave,KaBuM! e-Sports,bot,4,6,6,12535,236.0,1.67
Professor,KaBuM! e-Sports,sup,1,9,8,7570,38.0,1.0
Guigo,RED Canids,top,5,2,9,13567,227.0,7.0
Aegis,RED Canids,jng,5,3,9,11401,171.0,4.67
Avenger,RED Canids,mid,1,2,15,12729,261.0,8.0
TitaN,RED Canids,bot,12,2,7,16860,308.0,9.5
Jojo,RED Canids,sup,3,4,14,8513,31.0,4.25
,KaBuM! e-Sports,team,13,26,30,55909,,1.65
,RED Canids,team,26,13,54,63070,,6.15
Parang,Flamengo Esports,top,4,5,3,11835,234.0,1.4
Ranger,Flamengo Esports,jng,2,5,4,9077,161.0,1.2
Tutsz,Flamengo Esports,mid,7,7,4,11868,204.0,1.57
Absolut,Flamengo Esports,bot,0,2,7,9473,213.0,3.5
RedBert,Flamengo Esports,sup,1,3,2,6431,56.0,1.0
Robo,paiN Gaming,top,2,3,8,13189,261.0,3.33
CarioK,paiN Gaming,jng,9,2,9,14081,220.0,9.0
tinowns,paiN Gaming,mid,8,0,9,14278,273.0,inf
brTT,paiN Gaming,bot,3,6,3,13026,273.0,1.0
Luci,paiN Gaming,sup,0,3,9,7316,31.0,3.0
,Flamengo Esports,team,14,22,20,48684,,1.55
,paiN Gaming,team,22,14,38,61890,,4.29
Parang,Flamengo Esports,top,6,3,11,13756,256.0,5.67
Ranger,Flamengo Esports,jng,4,1,14,11205,169.0,18.0
Tutsz,Flamengo Esports,mid,7,4,9,12394,220.0,4.0
Absolut,Flamengo Esports,bot,7,2,4,12976,246.0,5.5
RedBert,Flamengo Esports,sup,0,1,15,7590,48.0,15.0
Robo,paiN Gaming,top,3,7,3,12241,256.0,0.86
CarioK,paiN Gaming,jng,3,6,5,9788,154.0,1.33
tinowns,paiN Gaming,mid,2,3,3,9875,227.0,1.67
brTT,paiN Gaming,bot,1,2,2,12468,299.0,1.5
Luci,paiN Gaming,sup,2,6,4,6745,32.0,1.0
,Flamengo Esports,team,24,11,53,57921,,7.0
,paiN Gaming,team,11,24,17,51117,,1.17
Parang,Flamengo Esports,top,0,2,3,9787,232.0,1.5
Ranger,Flamengo Esports,jng,1,5,2,9239,174.0,0.6
Tutsz,Flamengo Esports,mid,1,2,2,10377,260.0,1.5
Absolut,Flamengo Esports,bot,2,2,1,12043,303.0,1.5
RedBert,Flamengo Esports,sup,0,2,3,6253,36.0,1.5
Robo,paiN Gaming,top,0,0,8,10361,198.0,inf
CarioK,paiN Gaming,jng,6,3,1,11792,205.0,2.33
tinowns,paiN Gaming,mid,1,0,5,12214,266.0,inf
brTT,paiN Gaming,bot,5,0,2,14977,315.0,inf
Luci,paiN Gaming,sup,1,1,6,7910,37.0,7.0
,Flamengo Esports,team,4,13,11,47699,,1.15
,paiN Gaming,team,13,4,22,57254,,8.75
Parang,Flamengo Esports,top,9,4,9,18215,305.0,4.5
Ranger,Flamengo Esports,jng,5,1,12,12728,191.0,17.0
Tutsz,Flamengo Esports,mid,3,3,17,14059,289.0,6.67
Absolut,Flamengo Esports,bot,2,1,13,15627,345.0,15.0
RedBert,Flamengo Esports,sup,3,4,10,9253,41.0,3.25
Robo,paiN Gaming,top,3,5,3,12441,250.0,1.2
CarioK,paiN Gaming,jng,4,7,7,11691,193.0,1.57
tinowns,paiN Gaming,mid,4,2,4,14061,288.0,4.0
brTT,paiN Gaming,bot,2,3,6,14905,367.0,2.67
Luci,paiN Gaming,sup,0,5,6,7276,41.0,1.2
,Flamengo Esports,team,22,13,61,69882,,6.38
,paiN Gaming,team,13,22,26,60374,,1.77
Robo,paiN Gaming,top,3,0,8,13403,262.0,inf
CarioK,paiN Gaming,jng,4,2,5,10089,182.0,4.5
tinowns,paiN Gaming,mid,3,1,5,12282,274.0,8.0
brTT,paiN Gaming,bot,3,0,3,13921,279.0,inf
Luci,paiN Gaming,sup,1,3,7,6849,31.0,2.67
Parang,Flamengo Esports,top,1,5,3,9493,206.0,0.8
Ranger,Flamengo Esports,jng,4,3,0,9424,192.0,1.33
Tutsz,Flamengo Esports,mid,0,1,6,10973,279.0,6.0
Absolut,Flamengo Esports,bot,1,1,0,9434,234.0,1.0
RedBert,Flamengo Esports,sup,0,4,5,5781,35.0,1.25
,paiN Gaming,team,14,6,28,56544,,7.0
,Flamengo Esports,team,6,14,14,45105,,1.43
fNb,Vorax Liberty,top,2,2,10,14823,307.0,6.0
Yampi,Vorax Liberty,jng,2,1,14,13437,228.0,16.0
Krastyel,Vorax Liberty,mid,7,1,9,16286,322.0,16.0
Matsukaze,Vorax Liberty,bot,9,0,11,17904,346.0,inf
Wos,Vorax Liberty,sup,0,4,13,8432,30.0,3.25
Guigo,RED Canids,top,0,4,7,11289,238.0,1.75
Aegis,RED Canids,jng,0,5,4,10424,217.0,0.8
Avenger,RED Canids,mid,4,1,2,15220,347.0,6.0
TitaN,RED Canids,bot,4,5,2,15244,370.0,1.2
Jojo,RED Canids,sup,0,5,6,6955,34.0,1.2
,Vorax Liberty,team,20,8,57,70882,,9.62
,RED Canids,team,8,20,21,59132,,1.45
Guigo,RED Canids,top,0,3,2,8047,175.0,0.67
Aegis,RED Canids,jng,2,1,0,9823,231.0,2.0
Avenger,RED Canids,mid,0,0,1,8285,219.0,inf
TitaN,RED Canids,bot,0,3,0,8332,220.0,0.0
Jojo,RED Canids,sup,0,4,0,5077,30.0,0.0
fNb,Vorax Liberty,top,1,1,4,10538,259.0,5.0
Yampi,Vorax Liberty,jng,0,0,10,8747,151.0,inf
Krastyel,Vorax Liberty,mid,3,1,6,10697,221.0,9.0
Matsukaze,Vorax Liberty,bot,7,0,2,13089,244.0,inf
Wos,Vorax Liberty,sup,0,0,11,6636,30.0,inf
,RED Canids,team,2,11,3,39564,,0.45
,Vorax Liberty,team,11,2,33,49707,,22.0
fNb,Vorax Liberty,top,2,3,0,10836,242.0,0.67
Yampi,Vorax Liberty,jng,1,3,3,9082,168.0,1.33
Krastyel,Vorax Liberty,mid,0,3,2,10823,276.0,0.67
Matsukaze,Vorax Liberty,bot,1,3,2,10855,251.0,1.0
Wos,Vorax Liberty,sup,1,4,1,6448,40.0,0.5
Guigo,RED Canids,top,3,2,6,12820,240.0,4.5
Aegis,RED Canids,jng,3,0,8,11912,235.0,inf
Avenger,RED Canids,mid,4,2,3,12523,262.0,3.5
TitaN,RED Canids,bot,6,1,4,15059,292.0,10.0
Jojo,RED Canids,sup,0,0,13,7762,24.0,inf
,Vorax Liberty,team,5,16,8,48044,,0.81
,RED Canids,team,16,5,34,60076,,10.0
fNb,Vorax Liberty,top,0,1,5,9448,202.0,5.0
Yampi,Vorax Liberty,jng,6,0,8,11734,208.0,inf
Krastyel,Vorax Liberty,mid,4,2,10,10218,199.0,7.0
Matsukaze,Vorax Liberty,bot,5,0,9,10726,211.0,inf
Wos,Vorax Liberty,sup,0,1,11,6203,34.0,11.0
Guigo,RED Canids,top,1,3,2,7065,154.0,1.0
Aegis,RED Canids,jng,1,3,2,6986,140.0,1.0
Avenger,RED Canids,mid,1,3,2,8211,199.0,1.0
TitaN,RED Canids,bot,1,2,3,8884,238.0,2.0
Jojo,RED Canids,sup,0,4,2,5053,38.0,0.5
,Vorax Liberty,team,15,4,43,48329,,14.5
,RED Canids,team,4,15,11,36199,,1.0
fNb,Vorax Liberty,top,5,4,5,12283,215.0,2.5
Yampi,Vorax Liberty,jng,2,0,14,11763,197.0,inf
Krastyel,Vorax Liberty,mid,4,2,9,12755,241.0,6.5
Matsukaze,Vorax Liberty,bot,11,0,4,14913,249.0,inf
Wos,Vorax Liberty,sup,0,4,14,7423,30.0,3.5
Robo,paiN Gaming,top,0,1,8,9358,221.0,8.0
CarioK,paiN Gaming,jng,2,4,3,9101,181.0,1.25
tinowns,paiN Gaming,mid,1,5,6,10700,235.0,1.4
brTT,paiN Gaming,bot,6,4,1,14933,318.0,1.75
Luci,paiN Gaming,sup,1,8,3,6250,34.0,0.5
,Vorax Liberty,team,22,10,46,59137,,6.8
,paiN Gaming,team,10,22,21,50342,,1.41
Robo,paiN Gaming,top,2,2,9,15295,318.0,5.5
CarioK,paiN Gaming,jng,2,1,7,11153,207.0,9.0
tinowns,paiN Gaming,mid,5,0,7,14372,308.0,inf
brTT,paiN Gaming,bot,7,0,6,16797,373.0,inf
Luci,paiN Gaming,sup,0,0,7,8269,46.0,inf
fNb,Vorax Liberty,top,0,3,1,10786,273.0,0.33
Yampi,Vorax Liberty,jng,0,3,0,8654,170.0,0.0
Krastyel,Vorax Liberty,mid,3,4,0,13467,324.0,0.75
Matsukaze,Vorax Liberty,bot,0,3,1,12769,336.0,0.33
Wos,Vorax Liberty,sup,0,3,2,6640,33.0,0.67
,paiN Gaming,team,16,3,36,65886,,17.33
,Vorax Liberty,team,3,16,4,52316,,0.44
fNb,Vorax Liberty,top,2,1,7,12360,267.0,9.0
Yampi,Vorax Liberty,jng,1,4,9,10499,154.0,2.5
Krastyel,Vorax Liberty,mid,3,1,8,12975,266.0,11.0
Matsukaze,Vorax Liberty,bot,4,3,3,13514,303.0,2.33
Wos,Vorax Liberty,sup,2,4,6,7507,35.0,2.0
Robo,paiN Gaming,top,1,4,5,13283,325.0,1.5
CarioK,paiN Gaming,jng,1,2,10,11160,196.0,5.5
tinowns,paiN Gaming,mid,3,1,10,12594,253.0,13.0
brTT,paiN Gaming,bot,8,2,4,15518,314.0,6.0
