playername,teamname,position,kills,deaths,assists,totalgold,total cs,KDA
Damage,Uppercut esports,sup,0,0,9,7923,60.0,inf
fNb,ProGaming Esports,top,3,2,0,11054,232.0,1.5
Lima,ProGaming Esports,jng,0,2,3,8318,154.0,1.5
Lynkez,ProGaming Esports,mid,0,3,3,10448,250.0,1.0
Luskka,ProGaming Esports,bot,0,0,1,11765,291.0,inf
Wos,ProGaming Esports,sup,1,2,3,7292,68.0,2.0
,Uppercut esports,team,9,4,30,55898,,9.75
,ProGaming Esports,team,4,9,10,48877,,1.56
Robo,Flamengo Esports,top,1,1,10,15570,304.0,11.0
Shrimp,Flamengo Esports,jng,5,4,12,16570,238.0,4.25
Goku,Flamengo Esports,mid,7,3,7,17862,317.0,4.67
brTT,Flamengo Esports,bot,8,4,7,20504,361.0,3.75
Luci,Flamengo Esports,sup,0,4,18,11940,37.0,4.5
Nyu,Redemption eSports Porto Alegre,top,7,1,5,22267,449.0,12.0
Zuao,Redemption eSports Porto Alegre,jng,0,7,5,11687,194.0,0.71
Krastyel,Redemption eSports Porto Alegre,mid,3,4,10,15425,323.0,3.25
DudsTheBoy,Redemption eSports Porto Alegre,bot,3,4,8,17898,420.0,2.75
Ceos,Redemption eSports Porto Alegre,sup,3,5,10,10289,78.0,2.6
,Flamengo Esports,team,21,16,54,82446,,4.69
,Redemption eSports Porto Alegre,team,16,21,38,77566,,2.57
Duclou,CNB e-Sports Club,top,3,2,4,15351,310.0,3.5
Yampi,CNB e-Sports Club,jng,1,1,10,12314,182.0,11.0
Aslan,CNB e-Sports Club,mid,7,1,5,18186,341.0,12.0
pbO,CNB e-Sports Club,bot,2,0,9,15921,366.0,inf
Hawk,CNB e-Sports Club,sup,1,2,11,10743,81.0,6.0
Fitz,Uppercut esports,top,1,4,2,14195,310.0,0.75
LeChase,Uppercut esports,jng,2,2,3,13871,259.0,2.5
Anyyy,Uppercut esports,mid,2,3,3,13752,304.0,1.67
Alternative,Uppercut esports,bot,1,2,3,16043,365.0,2.0
Damage,Uppercut esports,sup,0,3,5,10924,94.0,1.67
,CNB e-Sports Club,team,14,6,39,72515,,8.83
,Uppercut esports,team,6,14,16,68785,,1.57
Lynx,INTZ,top,0,3,3,11307,254.0,1.0
Shini,INTZ,jng,4,3,3,12143,193.0,2.33
Envy,INTZ,mid,2,3,4,12758,285.0,2.0
WhiteLotus,INTZ,bot,4,2,1,17079,399.0,2.5
BocaJR,INTZ,sup,0,3,4,8975,80.0,1.33
Robo,Flamengo Esports,top,2,3,7,15186,298.0,3.0
Shrimp,Flamengo Esports,jng,4,1,7,14250,226.0,11.0
Goku,Flamengo Esports,mid,2,2,8,15261,346.0,5.0
brTT,Flamengo Esports,bot,6,1,1,16293,311.0,7.0
Luci,Flamengo Esports,sup,0,3,9,8808,76.0,3.0
,INTZ,team,10,14,15,62262,,1.79
,Flamengo Esports,team,14,10,32,69798,,4.6
Zantins,KaBuM! e-Sports,top,1,5,7,14318,309.0,1.6
Ranger,KaBuM! e-Sports,jng,4,3,6,13179,215.0,3.33
dyNquedo,KaBuM! e-Sports,mid,4,3,7,17457,370.0,3.67
TitaN,KaBuM! e-Sports,bot,4,5,4,16179,340.0,1.6
Riyev,KaBuM! e-Sports,sup,0,4,11,9211,68.0,2.75
Nyu,Redemption eSports Porto Alegre,top,7,1,5,17541,321.0,12.0
Zuao,Redemption eSports Porto Alegre,jng,4,4,5,13030,194.0,2.25
Krastyel,Redemption eSports Porto Alegre,mid,5,3,9,16350,356.0,4.67
DudsTheBoy,Redemption eSports Porto Alegre,bot,3,3,7,16561,366.0,3.33
Ceos,Redemption eSports Porto Alegre,sup,1,2,13,9941,79.0,7.0
,KaBuM! e-Sports,team,13,20,35,70344,,2.4
,Redemption eSports Porto Alegre,team,20,13,39,73423,,4.54
fNb,ProGaming Esports,top,2,3,5,14640,304.0,2.33
Lima,ProGaming Esports,jng,2,5,5,11400,166.0,1.4
Garo,ProGaming Esports,mid,4,5,4,15467,341.0,1.6
Luskka,ProGaming Esports,bot,2,1,4,14965,312.0,6.0
Wos,ProGaming Esports,sup,1,5,5,8949,66.0,1.2
Yang,Vivo Keyd,top,4,2,7,16412,302.0,5.5
Caos,Vivo Keyd,jng,5,2,11,15648,254.0,8.0
tockers,Vivo Keyd,mid,3,2,5,14948,289.0,4.0
micaO,Vivo Keyd,bot,6,1,8,18942,380.0,14.0
Jockster,Vivo Keyd,sup,1,4,17,11944,85.0,4.5
,ProGaming Esports,team,11,19,23,65421,,1.79
,Vivo Keyd,team,19,11,48,77894,,6.09
Zantins,KaBuM! e-Sports,top,1,4,0,8225,178.0,0.25
Ranger,KaBuM! e-Sports,jng,1,3,2,6844,103.0,1.0
dyNquedo,KaBuM! e-Sports,mid,0,4,0,7418,178.0,0.0
TitaN,KaBuM! e-Sports,bot,0,2,1,8559,223.0,0.5
Riyev,KaBuM! e-Sports,sup,1,3,0,5452,52.0,0.33
Tay,INTZ,top,4,2,4,11777,201.0,4.0
Shini,INTZ,jng,3,0,8,9861,162.0,inf
Envy,INTZ,mid,3,1,5,11133,207.0,8.0
Mills,INTZ,bot,5,0,4,11414,222.0,inf
RedBert,INTZ,sup,1,0,6,7133,61.0,inf
,KaBuM! e-Sports,team,3,16,3,36498,,0.38
,INTZ,team,16,3,27,51318,,14.33
Nyu,Redemption eSports Porto Alegre,top,3,2,2,10347,219.0,2.5
Zuao,Redemption eSports Porto Alegre,jng,0,3,6,7600,121.0,2.0
Krastyel,Redemption eSports Porto Alegre,mid,1,3,2,8028,185.0,1.0
DudsTheBoy,Redemption eSports Porto Alegre,bot,3,5,1,9909,237.0,0.8
Ceos,Redemption eSports Porto Alegre,sup,0,3,4,5831,7.0,1.33
Fitz,Uppercut esports,top,2,2,6,12325,227.0,4.0
LeChase,Uppercut esports,jng,2,1,6,9552,140.0,8.0
Anyyy,Uppercut esports,mid,3,0,6,11405,260.0,inf
Alternative,Uppercut esports,bot,7,1,7,12635,203.0,14.0
Damage,Uppercut esports,sup,2,3,10,8152,61.0,4.0
,Redemption eSports Porto Alegre,team,7,16,15,41715,,1.38
,Uppercut esports,team,16,7,35,54069,,7.29
Duclou,CNB e-Sports Club,top,2,1,7,13689,288.0,9.0
Yampi,CNB e-Sports Club,jng,3,2,21,12777,168.0,12.0
Aslan,CNB e-Sports Club,mid,5,2,11,15049,302.0,8.0
pbO,CNB e-Sports Club,bot,11,3,10,16977,292.0,7.0
Hawk,CNB e-Sports Club,sup,4,1,18,11249,80.0,22.0
fNb,ProGaming Esports,top,1,6,6,13440,261.0,1.17
Leozuxo,ProGaming Esports,jng,6,7,1,13356,159.0,1.0
Lynkez,ProGaming Esports,mid,2,4,2,13113,290.0,1.0
Luskka,ProGaming Esports,bot,0,1,5,13777,332.0,5.0
Wos,ProGaming Esports,sup,0,7,4,7911,53.0,0.57
,CNB e-Sports Club,team,25,9,67,69741,,10.22
,ProGaming Esports,team,9,25,18,61597,,1.08
Yang,Vivo Keyd,top,1,2,1,10559,238.0,1.0
Caos,Vivo Keyd,jng,1,3,1,6763,107.0,0.67
tockers,Vivo Keyd,mid,1,2,1,9265,245.0,1.0
micaO,Vivo Keyd,bot,0,5,0,7767,189.0,0.0
Jockster,Vivo Keyd,sup,0,3,1,5215,42.0,0.33
Robo,Flamengo Esports,top,2,1,1,10481,237.0,3.0
Shrimp,Flamengo Esports,jng,5,2,3,11259,157.0,4.0
Goku,Flamengo Esports,mid,3,0,3,11106,234.0,inf
brTT,Flamengo Esports,bot,4,0,3,12178,240.0,inf
Luci,Flamengo Esports,sup,1,0,6,7030,38.0,inf
,Vivo Keyd,team,3,15,4,39569,,0.47
,Flamengo Esports,team,15,3,16,52054,,10.33
fNb,ProGaming Esports,top,3,4,5,13011,249.0,2.0
Lima,ProGaming Esports,jng,5,1,5,11155,156.0,10.0
Lynkez,ProGaming Esports,mid,2,1,2,10123,225.0,4.0
Garo,ProGaming Esports,bot,0,1,4,10640,195.0,4.0
Wos,ProGaming Esports,sup,0,4,7,8357,141.0,1.75
Zantins,KaBuM! e-Sports,top,2,5,7,10553,171.0,1.8
Ranger,KaBuM! e-Sports,jng,2,1,4,10737,157.0,6.0
dyNquedo,KaBuM! e-Sports,mid,4,0,2,12593,256.0,inf
TitaN,KaBuM! e-Sports,bot,3,2,4,14535,321.0,3.5
Riyev,KaBuM! e-Sports,sup,0,2,6,8107,64.0,3.0
,ProGaming Esports,team,10,11,23,53286,,3.0
,KaBuM! e-Sports,team,11,10,23,56525,,3.4
Nyu,Redemption eSports Porto Alegre,top,3,2,2,10619,217.0,2.5
Days4fun,Redemption eSports Porto Alegre,jng,1,4,13,9610,141.0,3.5
Krastyel,Redemption eSports Porto Alegre,mid,6,2,5,13438,255.0,5.5
DudsTheBoy,Redemption eSports Porto Alegre,bot,7,2,5,14996,292.0,6.0
Ceos,Redemption eSports Porto Alegre,sup,0,3,13,7634,55.0,4.33
Yang,Vivo Keyd,top,3,4,4,12018,249.0,1.75
Caos,Vivo Keyd,jng,2,6,5,9477,152.0,1.17
tockers,Vivo Keyd,mid,7,3,3,11635,212.0,3.33
Klaus,Vivo Keyd,bot,1,2,2,10547,251.0,1.5
Professor,Vivo Keyd,sup,0,2,5,5901,35.0,2.5
,Redemption eSports Porto Alegre,team,17,13,38,56297,,4.23
,Vivo Keyd,team,13,17,19,49578,,1.88
Robo,Flamengo Esports,top,3,1,5,12212,235.0,8.0
Shrimp,Flamengo Esports,jng,4,2,2,11635,189.0,3.0
Goku,Flamengo Esports,mid,3,1,9,11218,215.0,12.0
brTT,Flamengo Esports,bot,5,1,7,16481,267.0,12.0
Luci,Flamengo Esports,sup,2,1,9,9231,69.0,11.0
Duclou,CNB e-Sports Club,top,0,3,2,9442,246.0,0.67
Yampi,CNB e-Sports Club,jng,0,3,4,7865,137.0,1.33
Aslan,CNB e-Sports Club,mid,2,3,2,10294,234.0,1.33
pbO,CNB e-Sports Club,bot,4,4,1,10565,210.0,1.25
Hawk,CNB e-Sports Club,sup,0,4,3,6065,19.0,0.75
,Flamengo Esports,team,17,6,32,60777,,8.17
,CNB e-Sports Club,team,6,17,12,44231,,1.06
Lynx,INTZ,top,1,3,0,8089,188.0,0.33
Sephis,INTZ,jng,1,2,3,8313,147.0,2.0
Hauz,INTZ,mid,0,3,3,7726,189.0,1.0
WhiteLotus,INTZ,bot,2,1,1,9227,217.0,3.0
BocaJR,INTZ,sup,0,0,3,5793,54.0,inf
Fitz,Uppercut esports,top,3,1,2,10299,206.0,5.0
LeChase,Uppercut esports,jng,1,0,5,9173,142.0,inf
Anyyy,Uppercut esports,mid,3,0,4,11691,264.0,inf
Alternative,Uppercut esports,bot,2,1,1,10800,250.0,3.0
Damage,Uppercut esports,sup,0,2,2,6383,45.0,1.0
,INTZ,team,4,9,10,39148,,1.56
,Uppercut esports,team,9,4,14,48346,,5.75
Robo,Flamengo Esports,top,3,1,2,14976,279.0,5.0
Shrimp,Flamengo Esports,jng,2,0,7,11619,199.0,inf
Goku,Flamengo Esports,mid,2,0,4,12559,305.0,inf
brTT,Flamengo Esports,bot,3,0,5,14048,321.0,inf
Luci,Flamengo Esports,sup,1,0,7,8386,21.0,inf
Duclou,CNB e-Sports Club,top,0,2,0,11564,279.0,0.0
Yampi,CNB e-Sports Club,jng,1,2,0,8739,153.0,0.5
Aslan,CNB e-Sports Club,mid,0,2,0,11238,295.0,0.0
pbO,CNB e-Sports Club,bot,0,4,0,9803,261.0,0.0
Hawk,CNB e-Sports Club,sup,0,1,0,6446,14.0,0.0
,Flamengo Esports,team,11,1,25,61588,,36.0
,CNB e-Sports Club,team,1,11,0,47790,,0.09
Duclou,CNB e-Sports Club,top,3,3,0,11267,246.0,1.0
Yampi,CNB e-Sports Club,jng,1,5,4,9594,177.0,1.0
Aslan,CNB e-Sports Club,mid,3,2,2,11528,266.0,2.5
pbO,CNB e-Sports Club,bot,2,4,0,10726,257.0,0.5
Hawk,CNB e-Sports Club,sup,0,3,3,6820,59.0,1.0
Robo,Flamengo Esports,top,1,1,11,11618,252.0,12.0
Shrimp,Flamengo Esports,jng,3,2,13,12097,181.0,8.0
Goku,Flamengo Esports,mid,4,2,10,12445,254.0,7.0
brTT,Flamengo Esports,bot,6,2,6,14809,305.0,6.0
Luci,Flamengo Esports,sup,3,2,10,9177,18.0,6.5
,CNB e-Sports Club,team,9,17,9,49935,,1.06
,Flamengo Esports,team,17,9,50,60146,,7.44
Robo,Flamengo Esports,top,1,1,8,14027,292.0,9.0
Shrimp,Flamengo Esports,jng,8,0,10,14076,222.0,inf
Goku,Flamengo Esports,mid,1,0,11,12538,281.0,inf
brTT,Flamengo Esports,bot,9,1,5,16404,316.0,14.0
Luci,Flamengo Esports,sup,0,2,16,8931,64.0,8.0
Duclou,CNB e-Sports Club,top,0,3,1,11016,254.0,0.33
Yampi,CNB e-Sports Club,jng,1,4,0,9046,164.0,0.25
Aslan,CNB e-Sports Club,mid,3,4,0,11554,271.0,0.75
pbO,CNB e-Sports Club,bot,0,2,0,10409,271.0,0.0
Hawk,CNB e-Sports Club,sup,0,6,0,6455,67.0,0.0
,Flamengo Esports,team,19,4,50,65976,,17.25
,CNB e-Sports Club,team,4,19,1,48480,,0.26
Tay,INTZ,top,4,2,8,15474,287.0,6.0
Shini,INTZ,jng,6,1,10,15190,230.0,16.0
Envy,INTZ,mid,6,2,7,15239,293.0,6.5
Mills,INTZ,bot,3,2,10,15361,289.0,6.5
RedBert,INTZ,sup,2,2,10,10498,76.0,6.0
Nyu,Redemption eSports Porto Alegre,top,1,4,7,11400,268.0,2.0
Zuao,Redemption eSports Porto Alegre,jng,1,4,7,10443,167.0,2.0
Krastyel,Redemption eSports Porto Alegre,mid,3,5,4,12341,272.0,1.4
DudsTheBoy,Redemption eSports Porto Alegre,bot,4,4,4,15021,327.0,2.0
Ceos,Redemption eSports Porto Alegre,sup,0,4,7,7526,66.0,1.75
,INTZ,team,21,9,45,71762,,7.33
,Redemption eSports Porto Alegre,team,9,21,29,56731,,1.81
Tay,INTZ,top,8,1,4,15630,275.0,12.0
Shini,INTZ,jng,2,5,11,12427,190.0,2.6
Envy,INTZ,mid,2,2,8,12475,255.0,5.0
Mills,INTZ,bot,7,1,6,17540,367.0,13.0
RedBert,INTZ,sup,0,1,12,9391,69.0,12.0
Nyu,Redemption eSports Porto Alegre,top,2,6,3,12725,279.0,0.83
Zuao,Redemption eSports Porto Alegre,jng,3,4,3,10256,165.0,1.5
Krastyel,Redemption eSports Porto Alegre,mid,0,3,5,11560,283.0,1.67
DudsTheBoy,Redemption eSports Porto Alegre,bot,3,4,0,15597,362.0,0.75
Ceos,Redemption eSports Porto Alegre,sup,2,2,4,8242,74.0,3.0
,INTZ,team,19,10,41,67463,,6.0
,Redemption eSports Porto Alegre,team,10,19,15,58380,,1.32
Tay,INTZ,top,1,2,0,10109,241.0,0.5
Shini,INTZ,jng,0,2,1,8271,149.0,0.5
Envy,INTZ,mid,0,1,1,9305,236.0,1.0
Mills,INTZ,bot,0,1,2,11546,311.0,2.0
RedBert,INTZ,sup,1,1,0,7541,71.0,1.0
Nyu,Redemption eSports Porto Alegre,top,2,0,2,12339,261.0,inf
Zuao,Redemption eSports Porto Alegre,jng,2,0,5,10896,182.0,inf
Krastyel,Redemption eSports Porto Alegre,mid,2,1,2,13706,301.0,4.0
DudsTheBoy,Redemption eSports Porto Alegre,bot,1,0,4,12255,291.0,inf
Ceos,Redemption eSports Porto Alegre,sup,0,1,5,7987,71.0,5.0
,INTZ,team,2,7,4,46772,,0.86
,Redemption eSports Porto Alegre,team,7,2,18,57183,,12.5
Tay,INTZ,top,2,1,3,12796,290.0,5.0
Shini,INTZ,jng,1,2,0,11285,202.0,0.5
Envy,INTZ,mid,2,1,4,12805,306.0,6.0
Mills,INTZ,bot,0,0,5,13644,369.0,inf
RedBert,INTZ,sup,1,1,3,7192,17.0,4.0
Nyu,Redemption eSports Porto Alegre,top,2,0,0,16075,364.0,inf
Zuao,Redemption eSports Porto Alegre,jng,3,1,2,10755,162.0,5.0
Krastyel,Redemption eSports Porto Alegre,mid,0,2,4,13007,334.0,2.0
DudsTheBoy,Redemption eSports Porto Alegre,bot,0,2,4,14444,333.0,2.0
Ceos,Redemption eSports Porto Alegre,sup,0,1,5,8477,83.0,5.0
,INTZ,team,6,5,15,57722,,4.2
,Redemption eSports Porto Alegre,team,5,6,15,62758,,3.33
Nyu,Redemption eSports Porto Alegre,top,1,4,3,13833,320.0,1.0
Zuao,Redemption eSports Porto Alegre,jng,2,5,3,11108,183.0,1.0
Krastyel,Redemption eSports Porto Alegre,mid,0,1,4,11533,276.0,4.0
DudsTheBoy,Redemption eSports Porto Alegre,bot,3,2,1,13316,309.0,2.0
Ceos,Redemption eSports Porto Alegre,sup,2,3,6,7846,60.0,2.67
Tay,INTZ,top,6,2,4,16677,299.0,5.0
Shini,INTZ,jng,3,3,9,12506,180.0,4.0
Envy,INTZ,mid,1,1,8,12512,265.0,9.0
Mills,INTZ,bot,4,0,6,13413,245.0,inf
RedBert,INTZ,sup,1,2,12,8815,18.0,6.5
,Redemption eSports Porto Alegre,team,8,15,17,57636,,1.67
,INTZ,team,15,8,39,63923,,6.75
Robo,Flamengo Esports,top,4,0,6,9433,154.0,inf
Shrimp,Flamengo Esports,jng,3,2,9,9127,138.0,6.0
Goku,Flamengo Esports,mid,3,1,5,9929,201.0,8.0
brTT,Flamengo Esports,bot,7,0,4,11312,205.0,inf
Luci,Flamengo Esports,sup,0,2,10,6291,40.0,5.0
Tay,INTZ,top,1,0,2,7939,181.0,inf
Shini,INTZ,jng,1,5,3,6610,111.0,0.8
Envy,INTZ,mid,2,3,1,7637,175.0,1.0
Mills,INTZ,bot,0,4,4,6623,151.0,1.0
RedBert,INTZ,sup,1,5,3,5336,47.0,0.8
,Flamengo Esports,team,17,5,34,46092,,10.2
,INTZ,team,5,17,13,34145,,1.06
Robo,Flamengo Esports,top,0,4,10,13756,276.0,2.5
Shrimp,Flamengo Esports,jng,3,7,4,14771,238.0,1.0
Goku,Flamengo Esports,mid,5,1,5,18985,402.0,10.0
brTT,Flamengo Esports,bot,3,1,8,18891,423.0,11.0
Luci,Flamengo Esports,sup,0,5,7,10757,97.0,1.4
Tay,INTZ,top,2,4,7,16565,341.0,2.25
Shini,INTZ,jng,5,2,9,15150,228.0,7.0
Envy,INTZ,mid,6,1,8,20443,410.0,14.0
Mills,INTZ,bot,4,2,8,20132,430.0,6.0
RedBert,INTZ,sup,1,2,15,12388,107.0,8.0
,Flamengo Esports,team,11,18,34,77160,,2.5
,INTZ,team,18,11,47,84678,,5.91
Robo,Flamengo Esports,top,2,2,6,20424,385.0,4.0
Shrimp,Flamengo Esports,jng,3,1,4,19184,354.0,7.0
Goku,Flamengo Esports,mid,2,4,8,18756,386.0,2.5
brTT,Flamengo Esports,bot,2,1,5,19367,417.0,7.0
Luci,Flamengo Esports,sup,3,8,6,11597,61.0,1.12
Tay,INTZ,top,2,3,6,17821,401.0,2.67
Shini,INTZ,jng,0,2,9,13511,211.0,4.5
Envy,INTZ,mid,10,3,5,22980,473.0,5.0
Mills,INTZ,bot,4,1,8,20104,454.0,12.0
RedBert,INTZ,sup,0,3,9,11348,102.0,3.0
,Flamengo Esports,team,12,16,29,89328,,2.56
,INTZ,team,16,12,37,85764,,4.42
Robo,Flamengo Esports,top,1,5,4,12708,285.0,1.0
Shrimp,Flamengo Esports,jng,0,5,4,12974,249.0,0.8
Goku,Flamengo Esports,mid,2,7,1,13494,297.0,0.43
brTT,Flamengo Esports,bot,3,4,1,18672,427.0,1.0
Luci,Flamengo Esports,sup,0,4,4,9841,104.0,1.0
Tay,INTZ,top,5,2,10,16382,270.0,7.5
Shini,INTZ,jng,3,3,20,15663,212.0,7.67
Envy,INTZ,mid,11,0,8,17574,310.0,inf
Mills,INTZ,bot,5,1,8,19982,371.0,13.0
RedBert,INTZ,sup,1,0,13,11224,27.0,inf
,Flamengo Esports,team,6,25,14,67689,,0.8
,INTZ,team,25,6,59,80825,,14.0
Robo,Flamengo Esports,top,0,1,2,10682,261.0,2.0
Shrimp,Flamengo Esports,jng,0,3,1,10055,190.0,0.33
Goku,Flamengo Esports,mid,0,2,2,11736,290.0,1.0
brTT,Flamengo Esports,bot,5,3,1,13902,315.0,2.0
Luci,Flamengo Esports,sup,1,2,4,7508,12.0,2.5
Tay,INTZ,top,1,1,4,14681,325.0,5.0
Shini,INTZ,jng,1,1,4,11658,191.0,5.0
Envy,INTZ,mid,5,0,2,13797,292.0,inf
Mills,INTZ,bot,3,2,3,11718,241.0,3.0
RedBert,INTZ,sup,1,2,7,8857,28.0,4.0
,Flamengo Esports,team,6,11,10,53883,,1.45
,INTZ,team,11,6,20,60711,,5.17
Yang,Vivo Keyd,top,3,5,6,11412,263.0,1.8
Jockster,Vivo Keyd,jng,4,6,10,10209,134.0,2.33
tockers,Vivo Keyd,mid,4,4,7,12888,299.0,2.75
micaO,Vivo Keyd,bot,2,4,5,10712,237.0,1.75
Professor,Vivo Keyd,sup,1,3,11,7183,50.0,4.0
SkyBart,Team oNe eSports,top,4,1,11,12916,242.0,15.0
4LaN,Team oNe eSports,jng,6,2,9,12795,178.0,7.5
takeshi,Team oNe eSports,mid,2,5,12,11058,225.0,2.8
Absolut,Team oNe eSports,bot,6,3,8,14589,283.0,4.67
Jojo,Team oNe eSports,sup,4,3,15,9995,75.0,6.33
,Vivo Keyd,team,14,22,39,52404,,2.41
,Team oNe eSports,team,22,14,55,61353,,5.5
Yang,Vivo Keyd,top,4,1,8,12406,209.0,12.0
Jockster,Vivo Keyd,jng,6,1,11,11677,147.0,17.0
tockers,Vivo Keyd,mid,6,0,6,14240,303.0,inf
micaO,Vivo Keyd,bot,5,1,10,12215,221.0,15.0
Professor,Vivo Keyd,sup,0,1,13,7545,39.0,13.0
SkyBart,Team oNe eSports,top,1,4,1,10502,260.0,0.5
4LaN,Team oNe eSports,jng,1,5,1,9106,162.0,0.4
takeshi,Team oNe eSports,mid,1,4,0,10951,272.0,0.25
Absolut,Team oNe eSports,bot,1,4,1,10277,244.0,0.5
Jojo,Team oNe eSports,sup,0,4,3,5864,15.0,0.75
,Vivo Keyd,team,21,4,48,58083,,17.25
,Team oNe eSports,team,4,21,6,46700,,0.48
Yang,Vivo Keyd,top,4,3,8,15160,310.0,4.0
Jockster,Vivo Keyd,jng,2,7,5,10225,140.0,1.0
tockers,Vivo Keyd,mid,3,5,4,14732,300.0,1.4
micaO,Vivo Keyd,bot,7,0,5,14131,250.0,inf
Professor,Vivo Keyd,sup,1,2,10,8369,56.0,5.5
SkyBart,Team oNe eSports,top,7,3,5,15318,299.0,4.0
4LaN,Team oNe eSports,jng,0,6,9,10769,151.0,1.5
takeshi,Team oNe eSports,mid,5,3,7,14447,286.0,4.0
Absolut,Team oNe eSports,bot,3,1,5,13971,306.0,8.0
Jojo,Team oNe eSports,sup,2,4,10,9057,70.0,3.0
,Vivo Keyd,team,17,17,32,62617,,2.88
,Team oNe eSports,team,17,17,36,63562,,3.12
SkyBart,Team oNe eSports,top,4,1,6,10308,209.0,10.0
4LaN,Team oNe eSports,jng,6,1,4,10926,157.0,10.0
takeshi,Team oNe eSports,mid,5,0,4,10956,203.0,inf
Absolut,Team oNe eSports,bot,1,0,5,10990,217.0,inf
Jojo,Team oNe eSports,sup,0,1,9,6961,8.0,9.0
Yang,Vivo Keyd,top,2,4,0,9477,216.0,0.5
Jockster,Vivo Keyd,jng,0,4,1,5743,82.0,0.25
tockers,Vivo Keyd,mid,0,4,0,7549,197.0,0.0
micaO,Vivo Keyd,bot,1,2,0,8742,202.0,0.5
Professor,Vivo Keyd,sup,0,2,1,5136,45.0,0.5
,Team oNe eSports,team,16,3,28,50141,,14.67
,Vivo Keyd,team,3,16,2,36647,,0.31
Robo,Flamengo Esports,top,4,0,1,12424,254.0,inf
Shrimp,Flamengo Esports,jng,1,1,7,10469,164.0,8.0
Goku,Flamengo Esports,mid,5,0,6,13420,253.0,inf
brTT,Flamengo Esports,bot,3,2,5,11915,232.0,4.0
Luci,Flamengo Esports,sup,0,2,11,7485,43.0,5.5
Yang,paiN Gaming,top,0,5,3,8554,205.0,0.6
Minerva,paiN Gaming,jng,1,4,4,10229,208.0,1.25
tinowns,paiN Gaming,mid,2,0,0,8068,174.0,inf
Matsukaze,paiN Gaming,bot,1,3,3,10481,238.0,1.33
esA,paiN Gaming,sup,1,1,4,6387,10.0,5.0
,Flamengo Esports,team,13,5,30,55713,,8.6
,paiN Gaming,team,5,13,14,43719,,1.46
Fitz,Uppercut esports,top,2,0,6,9670,195.0,inf
LeChase,Uppercut esports,jng,3,1,6,9149,125.0,9.0
Anyyy,Uppercut esports,mid,2,1,4,9581,206.0,6.0
Alternative,Uppercut esports,bot,5,1,6,11573,218.0,11.0
Damage,Uppercut esports,sup,1,1,10,6804,11.0,11.0
Duclou,CNB e-Sports Club,top,1,4,2,7721,181.0,0.75
Mewkyo,CNB e-Sports Club,jng,0,3,2,6576,113.0,0.67
Aslan,CNB e-Sports Club,mid,1,2,1,9170,230.0,1.0
pbO,CNB e-Sports Club,bot,0,1,2,7646,197.0,2.0
Hawk,CNB e-Sports Club,sup,2,3,1,5644,47.0,1.0
,Uppercut esports,team,13,4,32,46777,,11.25
,CNB e-Sports Club,team,4,13,8,36757,,0.92
Mills,INTZ,jng,0,2,2,8224,141.0,1.0
Tay,INTZ,top,3,3,1,12139,240.0,1.33
Envy,INTZ,mid,0,2,2,9130,222.0,1.0
micaO,INTZ,bot,1,5,1,11292,283.0,0.4
RedBert,INTZ,sup,0,5,2,6509,60.0,0.4
Nyu,Redemption eSports Porto Alegre,top,1,2,5,11019,228.0,3.0
Zuao,Redemption eSports Porto Alegre,jng,5,0,7,11450,158.0,inf
Krastyel,Redemption eSports Porto Alegre,mid,1,1,10,11114,213.0,11.0
WhiteLotus,Redemption eSports Porto Alegre,bot,8,1,7,16600,322.0,15.0
Jockster,Redemption eSports Porto Alegre,sup,2,0,13,9047,3.0,inf
,INTZ,team,4,17,8,47294,,0.71
,Redemption eSports Porto Alegre,team,17,4,42,59230,,14.75
SkyBart,Team oNe eSports,top,1,4,2,12012,279.0,0.75
Ryuzaki,Team oNe eSports,jng,3,5,5,10130,147.0,1.6
takeshi,Team oNe eSports,mid,3,2,2,13064,325.0,2.5
Brucer,Team oNe eSports,bot,1,4,6,12253,298.0,1.75
Jojo,Team oNe eSports,sup,1,5,7,8425,61.0,1.6
Wizer,KaBuM! e-Sports,top,5,2,5,14531,268.0,5.0
Ranger,KaBuM! e-Sports,jng,4,1,10,14779,237.0,14.0
dyNquedo,KaBuM! e-Sports,mid,3,2,9,14805,302.0,6.0
DudsTheBoy,KaBuM! e-Sports,bot,7,2,7,17002,336.0,7.0
Ceos,KaBuM! e-Sports,sup,1,2,11,9269,64.0,6.0
,Team oNe eSports,team,9,20,22,55884,,1.55
,KaBuM! e-Sports,team,20,9,42,70386,,6.89
Yang,paiN Gaming,top,3,2,12,18556,353.0,7.5
Minerva,paiN Gaming,jng,4,4,6,17910,337.0,2.5
tinowns,paiN Gaming,mid,4,4,8,21070,444.0,3.0
Matsukaze,paiN Gaming,bot,7,1,11,21097,385.0,18.0
esA,paiN Gaming,sup,2,6,14,13227,111.0,2.67
Duclou,CNB e-Sports Club,top,5,3,5,19361,410.0,3.33
Freire,CNB e-Sports Club,jng,0,5,11,16271,266.0,2.2
Aslan,CNB e-Sports Club,mid,3,2,7,20201,426.0,5.0
pbO,CNB e-Sports Club,bot,9,3,4,23258,447.0,4.33
Hawk,CNB e-Sports Club,sup,0,7,8,12239,91.0,1.14
,paiN Gaming,team,20,17,51,91860,,4.18
,CNB e-Sports Club,team,17,20,35,91330,,2.6
